filtered_row_index,rpm,deg,tor,fft_y_Bw_filtered_ampl_0,fft_y_Bw_filtered_phase_0,fft_y_Bw_filtered_ampl_1,fft_y_Bw_filtered_phase_1,fft_y_Bw_filtered_ampl_3,fft_y_Bw_filtered_phase_3,fft_y_Bw_filtered_ampl_39,fft_y_Bw_filtered_phase_39,fft_y_Bw_filtered_ampl_40,fft_y_Bw_filtered_phase_40,fft_y_Bw_filtered_ampl_78,fft_y_Bw_filtered_phase_78,fft_y_Bw_filtered_ampl_81,fft_y_Bw_filtered_phase_81,fft_y_Bw_filtered_ampl_156,fft_y_Bw_filtered_phase_156,fft_y_Bw_filtered_ampl_162,fft_y_Bw_filtered_phase_162,fft_y_Bw_filtered_ampl_240,fft_y_Bw_filtered_phase_240
10,1000.0,25.0,300.0,0.0018339686852242533,0.0,0.017173506228311812,0.009461212126249775,0.0008128989443732731,1.678994530689206,0.0004346271558101328,-1.6847859861194663,0.0003738615664939334,0.24791387324889916,0.00036288571705533126,0.19733543185763408,0.00011502407869980282,0.2904018020002952,0.00029573261257729547,1.1223590838613158,0.00016147583968402897,1.5720511402681925,0.0004266223946087411,2.1145865863515443
11,1000.0,25.0,400.0,0.005698174240298593,0.0,0.017153046412739483,0.009524958002013473,0.0008364480364234064,1.5993486543738291,0.00039401158840819824,-1.7888623353474424,0.00036559442982354114,0.21933404748355084,0.00046473011405320834,0.21288099353736387,0.00010053356180887197,0.18908563138192325,0.00032339406952974303,1.0718139248410339,0.00017684192464518565,1.6129792990669616,0.0005023152426548061,2.101586775311771
12,1000.0,25.0,500.0,0.009256672492815777,0.0,0.01711382513984932,0.010278720668253208,0.0008344110667222232,1.5674822185772423,0.00035288387227351363,-1.9089034016244562,0.00034978774842835987,0.30094153364456694,0.0005466406608150905,0.2572025929744811,9.261252077785762e-05,0.1584943584623687,0.00035238640972519073,1.0619872701929745,0.00019691372062297373,1.5530322598236281,0.00058104887026998,2.0189112032635923
13,1000.0,25.0,700.0,0.012255265883627,0.0,0.01712513161808385,0.008781568229296469,0.0008924758332640695,1.4564099133388988,0.00034087070380299696,-2.3235886845230445,0.0003144152152126673,0.33598009539349766,0.0007115291311738381,0.29773737353480667,0.0001796760951268123,0.37894755798700486,0.0004162540110286839,1.0411894801981592,0.00022070796571132368,1.5792575633162453,0.0007320276564664083,1.9026968595225995
14,1000.0,25.0,900.0,0.021489315759071086,0.0,0.017089422709006284,0.00919233708971571,0.0009512294274988468,1.371511394090139,0.00035870189843394834,-2.673274303947314,0.00029922791160720807,0.3087118339357161,0.0010260905594019062,0.18043138781293527,0.0001124109053347053,0.49519284838355826,0.0004944601033425297,1.0312243939607315,0.00026467274153015014,1.6332751592915642,0.0009519585675316921,1.8702375446289892
15,100.0,25.0,0.0,0.019210584140401454,0.0,0.017715200180783333,0.01609483978013634,0.000933436190668177,1.6776852825351498,0.0006383283405736751,-1.2040218857076792,0.0002933873410069426,0.08833764358091564,5.8914599142029804e-05,-1.470401966376014,6.412553378334631e-05,1.1707203390109604,0.00027651551741775645,2.1824112349586544,6.954820127807066e-05,2.344714242887197,0.0002201817437912788,-1.9382700603636858
16,100.0,25.0,100.0,0.01121630254596702,0.0,0.01720372438304115,0.01877183155572681,0.0009004494876642747,1.7174238324816389,0.0006320642569893114,-1.4897394619230295,0.00031021060816866587,1.5970532127960393,0.00020873400031732307,1.3222603572682807,0.00012103947851055302,1.0490256195328485,0.00023043687916306447,1.2408650388250368,5.2204083400607035e-05,2.285193301301246,0.00022630024200363973,1.786588761378422
17,100.0,25.0,1200.0,0.03819436428428776,0.0,0.016987977297692906,0.0079576304308933,0.0011125561576544743,1.1431205613537054,0.0004244730428292762,-2.637045678573878,0.00022804534149673745,-0.3125296079189159,0.001791059587110404,0.5491838834576857,0.00013626095283466655,1.128296924625718,0.0004302084839634042,0.6634361343835337,0.00020085054196124826,1.5977213099867462,0.0010956024742336935,1.7251623845954538
18,100.0,25.0,1300.0,0.04198664658717047,0.0,0.017018303934262843,0.009438588642175892,0.0011737550506688858,1.0985209899509316,0.0004281489608048383,-2.8416885341857117,0.00024475941047761397,-0.48544569993989917,0.0019056521250386965,0.540636453905324,0.0001581980370033141,0.913171301732993,0.0004532822402074568,0.6404045036925687,0.0002109741179215474,1.5820343796565042,0.0011745061057428859,1.729659594143279
19,100.0,25.0,1400.0,0.04205951467207538,0.0,0.017025064774306063,0.010382883708093808,0.0011963808799920355,1.0546778530210896,0.000536020307088966,-2.8769756441938408,0.00015454275936192287,-0.504917416763648,0.002073366372885531,0.533193690915525,0.00016872341012331407,0.9068504663857085,0.000481637594666124,0.6374439385362012,0.00024269908616314834,1.5418184959792596,0.0012628746672342561,1.7531699901369142
20,100.0,25.0,1600.0,0.05264991788571817,0.0,0.016975308240357565,0.015026130102164054,0.0013515281684756534,1.0090207170229957,0.0005107266305253683,-2.9660302136992773,0.0001968009468577024,-0.8758869397522354,0.002366343441584023,0.5312804622301719,0.00016713679258583685,1.0673593686972354,0.000510761653556134,0.5673370766013311,0.0002623148346768784,1.5400688491211536,0.0013935523999681321,1.7648835494857171
21,100.0,25.0,1700.0,0.05654216839840313,0.0,0.016928481487560706,0.014397004452622557,0.0013837332507461177,0.9524425175765676,0.0005008130027688296,3.0999658896762328,0.00021443829786947015,-0.5977431529173134,0.002540030665339155,0.5187711039822164,0.00018758871950727156,1.0041493013702643,0.0005351518554025813,0.5194712967912196,0.000280271167202227,1.491460897650724,0.0014501954184082395,1.7639261962537094
22,100.0,25.0,1800.0,0.05864467647059905,0.0,0.016931984138496052,0.014529188687464778,0.0013825290706861364,0.9319951171061183,0.0005525552716211321,3.0592199958013495,0.00023562477971683372,-0.9072101299396985,0.002693054740847106,0.5160067362355117,0.00016755182502434788,0.7838588084573499,0.0005583150775965698,0.5240308222176723,0.0002985970672770686,1.527598085567542,0.0015106797886572355,1.7809490732527609
