term_name,output_index,coefficient,selected,selection_probability,sign_agreement
one,0,-0.005102848118931815,True,1.0,0.6145833333333334
one,1,-0.03144091890116057,True,1.0,0.59375
one,2,-0.01762878475689556,True,1.0,0.53125
one,3,-0.005179554193940254,True,1.0,0.6354166666666666
one,4,-0.0042971503151347885,True,1.0,0.7291666666666666
one,5,0.014865821817858688,True,1.0,0.5833333333333334
one,6,-0.0008806120155631634,True,1.0,0.53125
one,7,-0.025789970173712165,True,1.0,0.7291666666666666
one,8,-0.015877717635796987,True,1.0,0.6666666666666666
one,9,-0.005607871422762296,True,1.0,0.7395833333333334
one,10,-0.004134672794713934,True,1.0,0.6875
one,11,0.0325906887844924,True,1.0,0.6875
one,12,-0.0032297601538296395,True,1.0,0.53125
one,13,-0.023667754278789806,True,1.0,0.7604166666666666
one,14,0.070269310068615,True,1.0,0.8645833333333334
one,15,-0.004419051926004039,True,1.0,0.84375
one,16,-0.059834384543706626,True,1.0,0.8541666666666666
one,17,0.01154605131460477,True,1.0,0.6979166666666666
one,18,-0.05858283807259287,True,1.0,0.7916666666666666
torque,0,87.73837048546716,True,1.0,1.0
torque,1,625.7693608538142,True,1.0,1.0
torque,2,-902.1340179552213,True,1.0,1.0
torque,3,-505.47957517933855,True,1.0,1.0
torque,4,-150.3434518536973,True,1.0,0.9895833333333334
torque,5,-76.58369135377937,True,1.0,0.9791666666666666
torque,6,-117.35345137837736,True,1.0,1.0
torque,7,-32.667864756888385,True,1.0,0.90625
torque,8,313.71900780466245,True,1.0,1.0
torque,9,0.0,False,1.0,0.5625
torque,10,66.21133002810218,True,1.0,1.0
torque,11,151.87098067959795,True,1.0,0.8854166666666666
torque,12,155.529289820648,True,1.0,0.9895833333333334
torque,13,0.0,False,1.0,0.7083333333333334
torque,14,0.0,False,1.0,0.6979166666666666
torque,15,0.0,False,1.0,0.6666666666666666
torque,16,0.0,False,1.0,0.6458333333333334
torque,17,-23.873088358777714,True,1.0,0.875
torque,18,0.0,False,1.0,0.78125
speed,0,-39.3208553351595,True,1.0,0.9583333333333334
speed,1,-647.9205362620409,True,1.0,1.0
speed,2,0.0,False,1.0,0.5
speed,3,75.29739903860118,True,1.0,0.9270833333333334
speed,4,0.0,False,0.9895833333333334,0.5789473684210527
speed,5,132.84102824469383,True,1.0,0.9895833333333334
speed,6,55.052094442358396,True,1.0,0.9791666666666666
speed,7,0.0,False,1.0,0.7708333333333334
speed,8,0.0,False,1.0,0.5416666666666666
speed,9,137.90600661884596,True,1.0,1.0
speed,10,-25.53809534995788,True,1.0,1.0
speed,11,0.0,False,1.0,0.8125
speed,12,-119.41234119379862,True,1.0,1.0
speed,13,-1541.9308212837304,True,1.0,1.0
speed,14,2341.0047724701976,True,1.0,1.0
speed,15,0.0,False,1.0,0.8020833333333334
speed,16,-415.69613574579995,True,1.0,0.9583333333333334
speed,17,-309.56939277551567,True,1.0,0.9791666666666666
speed,18,1224.612725859918,True,1.0,1.0
