theta,theta_dot,tau_load,T,theta_TE
0.032164769040774137,900.33408253319817,-295.035839080811,27.550000000000001,-0.01577454412174404
0.048837622421018551,900.33408253319817,-297.313451766968,27.739999999999998,-0.015484520958983967
0.065506773276592725,900.13414620100536,-300.98342895507801,27.739999999999998,-0.015084764195588629
0.082176391863011691,900.15940366662414,-297.31440544128401,27.489999999999998,-0.014905500122000436
0.098850220028407765,900.38672093138803,-296.921014785767,27.489999999999998,-0.014970335696409634
0.11552576286050083,900.47931293302554,-298.94685745239298,27.579999999999998,-0.015233776842495744
0.13219727203208087,900.26149526532299,-298.94685745239298,27.579999999999998,-0.015332335606088342
0.14886698168149526,900.16432106837669,-299.03388023376499,27.68,-0.015181074332516758
0.16553283876054442,899.95628226865472,-299.03388023376499,27.68,-0.01498145258349156
0.1821962526691368,899.82435106398839,-297.95026779174799,27.5,-0.014691796775153417
0.19885583366787365,899.61737393179089,-298.74920845031698,27.5,-0.01455069105690218
0.2155135571950948,899.51707046994056,-298.158407211304,27.550000000000001,-0.014551980420081609
0.23217406744814717,899.66755366482801,-297.99747467040999,27.550000000000001,-0.014657226081120711
0.24883165438148583,899.50969440028757,-297.99747467040999,27.73,-0.014792405482469753
0.26548876116668713,899.48376640086917,-298.62856864929199,27.73,-0.014636420334687069
0.28213859742713604,899.09115806424336,-297.06382751464798,27.460000000000001,-0.014284655659126587
0.29878686803089261,899.00661260285449,-297.06382751464798,27.460000000000001,-0.013922691965889704
0.31543597061605078,899.05153959853953,-296.55408859252901,27.57,-0.013686618250029484
0.33209158314567139,899.40307659951293,-298.82597923278797,27.57,-0.013662662563661521
0.34874939049261988,899.52159673522056,-301.42784118652298,27.690000000000001,-0.013758583614582581
0.36540496369999975,899.40095319851241,-301.42784118652298,27.690000000000001,-0.013855120374021318
0.38205819100988764,899.27427473394653,-300.375938415527,27.5,-0.01378485829486834
0.39870854777655779,899.1192654001868,-299.58224296569801,27.5,-0.013621033480545738
0.41535527238392811,898.92312879799783,-302.19721794128401,27.530000000000001,-0.013361040295929823
0.4320068046864074,899.18274433388126,-302.86812782287598,27.530000000000001,-0.013159498986381501
0.44866048730862618,899.29886159981356,-302.86812782287598,27.66,-0.01337761059361969
0.46531803492099627,899.50757106798733,-301.39064788818399,27.66,-0.013759681541956843
0.48197190587780131,899.30903166747055,-299.55291748046898,27.5,-0.01408183326377967
0.4986219180543226,899.10065753214872,-301.62382125854498,27.5,-0.014231817590344855
0.51526859713090767,898.92067013559347,-303.117275238037,27.530000000000001,-0.014010670904909889
0.5319115798925883,898.72106913075663,-299.92580413818399,27.530000000000001,-0.013678120449578437
0.54855546603586625,898.76985173700996,-305.05657196044899,27.600000000000001,-0.013418893018869853
0.56520580934934994,899.11853892811462,-303.85756492614701,27.600000000000001,-0.01340651574234209
0.5818697303123509,899.85173200205554,-303.85756492614701,27.719999999999999,-0.013640481565332053
0.5985386597197444,900.12218799924779,-301.79786682128901,27.719999999999999,-0.014076346738712164
0.6152016265938447,899.80021120141885,-300.08912086486799,27.530000000000001,-0.014344059551866763
0.63186285810367404,899.70650153078043,-300.08912086486799,27.530000000000001,-0.01426537314266877
0.64851348702221512,899.13396160121988,-304.29220199585001,27.460000000000001,-0.0139521196892116
0.66517446500616317,899.69281113319471,-304.29220199585001,27.460000000000001,-0.01359498438814887
0.68183898304940216,899.88397433490275,-303.35450172424299,27.899999999999999,-0.01355487232442884
0.69850859542717481,900.15906839972433,-303.60460281372099,27.899999999999999,-0.013979601984177479
0.7151823842691597,900.38459746718354,-303.383827209473,27.870000000000001,-0.014421835335181684
0.73185070417775044,900.08927506390103,-300.67682266235403,27.870000000000001,-0.014757849275736399
0.74851045385061465,899.62648233467155,-299.054145812988,27.579999999999998,-0.014847833663588994
0.7651615836135951,899.16100720093914,-298.24447631835898,27.579999999999998,-0.014550336118602392
0.78181596783330232,899.33674786419351,-298.24447631835898,27.739999999999998,-0.014246872937271733
0.79848422151480603,900.08569880119592,-301.92351341247598,27.739999999999998,-0.014098598104803848
0.81516623497034213,900.82872659895031,-300.61531066894503,27.940000000000001,-0.014186371118327738
0.83185186713092285,901.02413667135886,-301.16200447082502,27.940000000000001,-0.014559646240912194
0.8485357980765682,900.9322710648496,-301.16200447082502,27.789999999999999,-0.014972878206530225
0.86521886392594527,900.88555586636426,-299.07155036926298,27.789999999999999,-0.015107468804920417
0.88189963044445874,900.76139199972727,-299.10135269164999,27.629999999999999,-0.014897024052422084
0.89857505013580496,900.47266333269692,-299.179315567017,27.629999999999999,-0.014632198338773597
0.91525842849630734,900.90243146712646,-299.179315567017,27.57,-0.014460659069275333
0.93194495058769056,901.07219293469586,-300.09269714355497,27.789999999999999,-0.014529219932678732
0.94863793709264932,901.42127126776882,-300.23908615112299,27.91,-0.01492359572063978
0.96532862943949671,901.2973867297593,-300.23908615112299,27.91,-0.015349037324450313
0.9820096753543196,900.77647940043698,-296.73314094543503,27.550000000000001,-0.015706242994293036
0.99868188612221775,900.29938146649897,-298.69866371154802,27.550000000000001,-0.015706764535186817
1.0153488473345904,900.01590546812088,-298.32577705383301,27.579999999999998,-0.015393247207595719
1.0320205965802391,900.27445926503196,-298.32577705383301,27.579999999999998,-0.015116285325193874
1.0487026162444724,900.82906186859816,-299.51930046081497,27.710000000000001,-0.015090825036468299
1.0653911013568009,901.17819606574767,-297.48249053955101,27.710000000000001,-0.015373578708741535
1.0820836646271803,901.39841660047796,-299.49283599853499,27.489999999999998,-0.015682706402185671
1.0987634760222731,900.70981533501379,-299.36647415161099,27.489999999999998,-0.015777245991292391
1.1154379085123456,900.41935446391142,-297.391176223755,27.530000000000001,-0.015585110005332595
1.1321085143012088,900.21271259861351,-297.391176223755,27.530000000000001,-0.015248163707207892
1.1487770867012626,900.10290960290592,-296.844482421875,27.600000000000001,-0.015035750758263798
1.1654465366160476,900.15029539839531,-296.01764678955101,27.600000000000001,-0.015093525872005601
1.1821207735271972,900.40879320207387,-294.421195983887,27.620000000000001,-0.015441994700169194
1.1987904831765606,900.16432106562866,-293.84803771972702,27.620000000000001,-0.015815440565513837
1.2154483495074302,899.5247818669493,-296.14019393920898,27.489999999999998,-0.016020469160401549
1.2320966273543019,899.00700373108293,-296.14019393920898,27.489999999999998,-0.015850123018284052
1.2487516479777603,899.37111366674083,-295.14503479003901,27.57,-0.015538327603711289
1.2654157251951026,899.86016973648475,-293.37477684021002,27.57,-0.015334579059135343
1.2820902673741092,900.42527766636351,-294.74282264709501,27.739999999999998,-0.01537355801406811
1.2987706116913418,900.73859313056107,-295.63331604003901,27.739999999999998,-0.015585977170284499
1.315456717792584,901.04972946708142,-295.63331604003901,27.510000000000002,-0.015890743169558668
1.3321386929605012,900.82665906752254,-295.35460472106899,27.510000000000002,-0.016098506749472073
1.3488105788000324,900.28183533468507,-292.84286499023398,27.559999999999999,-0.015994181029015706
1.3654748567691517,899.87101033244539,-295.819282531738,27.559999999999999,-0.015587958818135673
1.3821428248456997,900.07027613358639,-295.819282531738,27.739999999999998,-0.015075037049686546
1.3988194728481296,900.53899213122008,-295.97640037536598,27.739999999999998,-0.014764920084147617
1.415499355644436,900.71367100054215,-293.374061584473,27.530000000000001,-0.014842851088403435
1.4321751199247097,900.49127113478301,-293.374061584473,27.530000000000001,-0.015191338542709465
1.4488498183592791,900.43371546674473,-292.74225234985403,27.559999999999999,-0.015559714909275992
1.4655139597345668,899.86363426554044,-293.658256530762,27.559999999999999,-0.015707567541531686
1.4821777451370348,899.84441173327536,-293.40243339538603,27.719999999999999,-0.01547293323602166
1.4988385089160703,899.68124406790957,-293.40243339538603,27.719999999999999,-0.015086917621076149
1.5155095037901263,900.23372319902728,-295.40276527404802,27.510000000000002,-0.014856894397130444
1.5321879637321163,900.63683686746197,-297.40738868713402,27.510000000000002,-0.014839441412109607
1.5488710306172857,900.88561179914086,-296.44489288330101,27.460000000000001,-0.015057013888256407
1.5655431047913522,900.29200539959402,-296.44489288330101,27.460000000000001,-0.015338276410340778
1.5822052127790009,899.75383133303706,-296.00954055786099,27.899999999999999,-0.015315535581971832
1.5988606235222229,899.39218013397942,-297.02425003051798,27.899999999999999,-0.015064731447246326
1.6155198475136201,899.59809553544881,-297.02425003051798,27.57,-0.014757390858624382
1.63218504231849,899.92051946298318,-297.132968902588,27.57,-0.014548724931480963
1.6488595265481978,900.42214840420763,-296.35930061340298,27.460000000000001,-0.014658892113218179
1.6655340490654225,900.42421593013944,-299.88408088684099,27.460000000000001,-0.015054333748410306
1.6822067534345937,900.32603593524152,-297.86157608032198,27.91,-0.015452064367536477
1.6988721686518522,899.93242173196404,-298.36273193359398,27.91,-0.015612171134860664
1.7155300670617453,899.52651413422518,-298.36273193359398,27.640000000000001,-0.015507604306731669
1.7321925982827013,899.77668593162809,-300.30655860900902,27.640000000000001,-0.015181694179673964
1.7488632237333466,900.21377433483781,-301.38230323791498,27.460000000000001,-0.014991869943346177
1.7655413266691673,900.6175585343243,-300.25887489318802,27.460000000000001,-0.015152091575155908
1.7822246325925621,900.89851986332542,-300.25887489318802,27.920000000000002,-0.015546006874573286
1.7989036709901236,900.66807346830956,-299.40295219421398,27.920000000000002,-0.015984604963074106
1.8155747124309096,900.23623780245214,-304.74805831909202,27.670000000000002,-0.016011533638885907
1.8322411024320477,899.98506006145374,-304.91828918457003,27.670000000000002,-0.015689314653013348
1.8489087259184978,900.05166826829645,-304.91828918457003,27.5,-0.015277720780482684
1.8655756291827414,900.01277626916885,-304.489374160767,27.5,-0.015020220436715232
1.8822525886617258,900.55581186515769,-303.38144302368198,27.920000000000002,-0.015093887018697238
1.8989324776666785,900.71400626744219,-304.724931716919,27.920000000000002,-0.01546988470769169
1.9156068056407727,900.41371060107861,-302.27708816528298,27.789999999999999,-0.01595859001879163
1.9322681540827025,899.71281586420901,-301.68771743774403,27.789999999999999,-0.01625938547965522
1.9489178672025063,899.08450846941082,-304.53038215637201,27.559999999999999,-0.016271942813490165
1.965568321239495,899.12451799739119,-305.48858642578102,27.559999999999999,-0.016000088718452356
1.9822262786333089,899.5296992659537,-305.48858642578102,27.760000000000002,-0.015686787665322711
1.998888380411141,899.75349600293316,-305.94015121460001,27.760000000000002,-0.01578725460513912
2.0155542964740603,899.95946739763531,-303.601264953613,27.890000000000001,-0.016229829441002142
2.0322234400864172,900.13375506728084,-303.601264953613,27.890000000000001,-0.016810161372444909
2.0488841645419904,899.67912060095739,-304.73494529724098,27.879999999999999,-0.017153834923962583
2.0655397253321288,899.40028266746071,-304.73494529724098,27.879999999999999,-0.017003679855095207
2.0821937132209833,899.3153459981512,-306.26392364501999,27.609999999999999,-0.016534193935958879
2.0988532683506151,899.61597700011453,-306.38766288757301,27.609999999999999,-0.016076142589563167
2.1155198394420029,899.99483893493039,-306.215047836304,27.579999999999998,-0.015879078871002074
2.1321911602802177,900.2513252636179,-305.75323104858398,27.77,-0.016010641638229274
2.148855802499996,899.89067986800774,-306.51783943176298,27.870000000000001,-0.01653115161596987
2.1655076597296716,899.20029040249108,-303.813695907593,27.870000000000001,-0.017036864947707155
2.1821580609926072,899.1216681985145,-303.813695907593,27.57,-0.017245408768572799
2.1988076054382328,899.07540006378213,-303.59554290771501,27.57,-0.016962083884199883
2.215457084692614,899.07187973660166,-305.33170700073202,27.620000000000001,-0.016466296381610741
2.2321181278679081,899.69633146587148,-305.33170700073202,27.620000000000001,-0.016223136335876236
2.24877781959015,899.62335300106758,-304.22472953796398,27.550000000000001,-0.016388667540125659
2.2654508157740936,900.34179393295494,-305.35268783569302,27.789999999999999,-0.016794568963110299
2.2821176735061783,900.01031753256848,-305.36937713623001,27.510000000000002,-0.017152841513177371
2.2987797494147526,899.75209906301302,-304.17490005493198,27.510000000000002,-0.017270633122734327
2.3154388440568074,899.59111067096865,-304.17490005493198,27.579999999999998,-0.017133567275779724
2.3321051419605321,899.98008680112059,-302.35290527343801,27.579999999999998,-0.016811675288535294
2.3487741758840057,900.12783186757679,-305.575132369995,27.629999999999999,-0.01653761395999653
2.3654433205308316,900.13381092860971,-305.62949180602999,27.629999999999999,-0.016466086316813362
2.3821125748667447,900.1397341393058,-304.56590652465798,27.510000000000002,-0.016705888426754262
2.398774189253019,899.72717685879832,-302.46591567993198,27.510000000000002,-0.017062270392016469
2.4154296062062102,899.39251547232732,-300.76026916503901,27.460000000000001,-0.017233501292184147
2.4320849196777901,899.38692746532695,-301.613807678223,27.460000000000001,-0.017021240459756025
2.4487463653914125,899.71806853560952,-301.613807678223,27.550000000000001,-0.016722743296406588
2.4654131775926102,900.00785886466815,-302.79135704040499,27.550000000000001,-0.016452243758591181
2.4820843359666163,900.24255219633687,-301.50914192199701,27.829999999999998,-0.016449868886602294
2.4987563449481156,900.28848500096547,-300.42576789856003,27.829999999999998,-0.016656551097058221
2.5154294063234564,900.34531426837941,-300.02570152282698,27.640000000000001,-0.016974926822481671
2.5320970370543447,900.05205946797287,-300.02570152282698,27.640000000000001,-0.017242022894328874
2.5487647712641976,900.05764733207707,-298.607587814331,27.690000000000001,-0.017177047622172068
2.5654327331320994,900.06994086668658,-298.062562942505,27.489999999999998,-0.016806025265095167
