epoch,chunk_length,training_total_loss,training_raw_mae_deg,training_mean_mae_deg,training_shape_mae_deg,validation_score,validation_curve_mae_deg
1,33,0.0026210806505797906,0.0018132417110812871,0.000935838021727842,0.001359549918222826,0.0025673473719507456,0.001778302830643952
2,33,0.0025604305664337305,0.0017675627171884962,0.0009299896828028871,0.0013113126015225642,0.002548978663980961,0.0017623014282435179
3,33,0.0025763679187484952,0.001779683050699532,0.0009330003048553196,0.0013205569838498567,0.002539117354899645,0.001755038625560701
4,33,0.0025914293134498387,0.001786174821169224,0.000950932088524623,0.0013189316323828386,0.0025865330826491117,0.0017793693114072084
5,33,0.002554319817897712,0.0017627188286115957,0.0009339396614408077,0.0012983193954041357,0.0025462110061198473,0.0017564673908054829
6,33,0.002547040451751199,0.0017555201816004376,0.0009384468214066569,0.0012889817982457232,0.0025223661214113235,0.0017460912931710482
7,33,0.002538526495702045,0.0017544995116199865,0.0009204057027683268,0.001295073820158926,0.002523002214729786,0.0017453477485105395
8,33,0.0025194580477207553,0.001739809037792648,0.0009178090644296432,0.0012827496772610345,0.002531405771151185,0.0017510289326310158
9,33,0.00252932257040642,0.0017453780056648823,0.0009263093247576508,0.0012829274691771283,0.002518551191315055,0.0017423988319933414
10,33,0.0025303675224571383,0.0017445587179471935,0.00093232789672478,0.001278355838135318,0.0025097725447267294,0.0017401747172698379
11,33,0.0025369611617480944,0.001751371729729134,0.0009287674748880225,0.0012845889973822375,0.0024981957394629717,0.0017315428704023361
12,33,0.0024947813877207767,0.001725669645671841,0.0008990983353510802,0.0012780052134604735,0.002500017173588276,0.0017304610228165984
13,33,0.002508319751900989,0.0017347438964819492,0.0009091702549783296,0.0012757194182445664,0.002495649503543973,0.0017296194564551115
14,33,0.0025148089287456037,0.0017376779903506125,0.0009157983261312163,0.0012766705706802218,0.002486021723598242,0.0017249524826183915
15,33,0.0025107285987889002,0.0017418657012587024,0.0008864984055710306,0.001302210224229236,0.0024824640713632107,0.0017216687556356192
16,33,0.0024731939057494666,0.0017115654042098932,0.0008853949636199273,0.0012754716282320578,0.002478045877069235,0.0017206745687872171
17,33,0.002519734969990718,0.0017428344797862823,0.0009163746713162508,0.001274592247195975,0.0024666152894496918,0.0017131294589489698
18,33,0.0024821912669468413,0.0017154632775156305,0.0008974101361926904,0.0012718358910967444,0.0024504498578608036,0.0017025034176185727
19,33,0.002581478573035362,0.0017937545158337195,0.0008999268486446073,0.0013507693616110225,0.002467624843120575,0.0017157375114038587
20,33,0.0025381088787473217,0.0017560594011271416,0.0009250890539395948,0.0012777517752743564,0.0024511232040822506,0.0017036556964740157
21,33,0.002465858765834466,0.0017077053861887475,0.0008829490289763483,0.0012664541474890051,0.0024696853943169117,0.0017141419230028987
22,33,0.0024747078003751677,0.0017121824893429009,0.0008875758368197049,0.0012746690095640546,0.0024581686593592167,0.0017078318633139133
23,33,0.0025300583558503626,0.0017608989187148075,0.00087520512102475,0.0013259563075248585,0.0024440553970634937,0.0016980278305709362
24,33,0.002500921211660255,0.0017318595173703723,0.0008973866311270137,0.001281212777072607,0.0024871034547686577,0.0017263699555769563
25,33,0.0024809964288156046,0.001716158086119956,0.0008953423103924061,0.001268398987270112,0.002436882583424449,0.001694600097835064
26,33,0.002506069676560718,0.0017342667236144459,0.0008927839050112768,0.001301363404287935,0.0024389016907662153,0.0016949354903772473
27,33,0.0024538163967473907,0.0016994106875689223,0.0008729756863917722,0.0012713867364191386,0.002478496404364705,0.001719654188491404
28,33,0.002457176086081322,0.0017016740856952099,0.0008771843655944563,0.0012673617984969602,0.002440639538690448,0.0016946315299719572
29,33,0.0025234442058041,0.0017522086354167482,0.0008826812994558105,0.001319288071732275,0.0024360083043575287,0.0016927073011174798
30,33,0.002442212155370345,0.0016917548031372906,0.0008650347779959787,0.0012714944733848233,0.002434694906696677,0.0016939854249358177
31,33,0.00245488777236883,0.0017036783270711123,0.0008639237311462936,0.0012766987729687677,0.0024458065163344145,0.0016957224579527974
32,33,0.002445229020532827,0.0016931650664679012,0.0008732125252420299,0.0012615372895176502,0.0024101324379444122,0.001677542575635016
33,33,0.002465181174514772,0.0017103401613746618,0.0008668675125294993,0.0012853486885771501,0.0023974550422281027,0.0016673645004630089
34,33,0.0024299872633026438,0.0016894624988158602,0.0008343653266079897,0.0012930400972796042,0.002457597991451621,0.001706156530417502
35,33,0.0024437211713818617,0.0016898941208045323,0.0008707904868737556,0.001273407190659105,0.002328905276954174,0.001622890937142074
36,33,0.0024476358071402753,0.0017021108759827045,0.0008373732494493557,0.001307036504311877,0.00232411059550941,0.0016181113896891475
37,33,0.002370255295360504,0.001644973676965767,0.0008216384354285723,0.001257502356121793,0.0023193531669676304,0.0016152330208569765
38,33,0.0023716676514595747,0.0016480508709846194,0.000810132208984172,0.0012738658751491024,0.0023746690712869167,0.0016531189903616905
39,33,0.0024214977111537443,0.0016842795357238068,0.0008265701363534602,0.0012953946716152132,0.00231330213136971,0.00161216058768332
40,33,0.002353566655412663,0.0016418751261500252,0.0007794410346324967,0.0012874981905550283,0.0022279503755271435,0.0015569888055324554
41,33,0.0023425156629622674,0.0016276748136205728,0.0008018828040465366,0.0012552089661598033,0.002272983780130744,0.0015862294239923358
42,33,0.0023335336821240396,0.0016224946350205777,0.0007910803447715765,0.0012616147801583243,0.0021905722096562386,0.0015338507946580648
43,33,0.002318720617548151,0.0016099734172268316,0.0007938653552839749,0.001246877572347605,0.0023319199681282043,0.0016230008332058787
44,33,0.002291942911417505,0.0015943589116728238,0.0007660727268409763,0.0012577670493682976,0.002232762984931469,0.0015573374694213271
45,33,0.0022960477346164543,0.0016023464173316783,0.0007501136332880272,0.0012741718389808613,0.0021503595635294914,0.00151082593947649
46,33,0.002231513794381605,0.001561436909088475,0.0007136046580515455,0.0012526697503554439,0.002160422969609499,0.0015158625319600105
47,33,0.0022543547837453526,0.0015675518404540802,0.0007593532209284604,0.0012280825474082905,0.002195704495534301,0.0015349677996709943
48,33,0.002249790444905155,0.001560355512273693,0.0007762208331896122,0.0012048484979543922,0.002232343191280961,0.0015579581959173083
