condition_id,surface,learned_h08_gate,residual_abs_max_deg,reconstruction_max_abs_difference_deg,onnx_max_abs_difference_deg,plc_reference_max_abs_difference_deg
speed_1700rpm__torque_1600Nm__temperature_25degC__Fw,Fw,-0.05184308439493179,0.000119916679977905,1.4901161193847656e-08,7.450580596923828e-09,7.450580596923828e-09
speed_1700rpm__torque_1600Nm__temperature_25degC__Bw,Bw,-0.013965087942779064,0.0,7.450580596923828e-09,0.0,0.0
speed_1700rpm__torque_1800Nm__temperature_35degC__Fw,Fw,-0.18411117792129517,0.0014968813629820943,1.4901161193847656e-08,7.450580596923828e-09,1.4901161193847656e-08
speed_1700rpm__torque_1800Nm__temperature_35degC__Bw,Bw,-0.09541112184524536,0.0,7.450580596923828e-09,0.0,0.0
speed_1800rpm__torque_200Nm__temperature_35degC__Fw,Fw,-0.11157504469156265,0.0006626800750382245,7.450580596923828e-09,3.725290298461914e-09,3.725290298461914e-09
speed_1800rpm__torque_200Nm__temperature_35degC__Bw,Bw,-0.19719579815864563,0.0,3.725290298461914e-09,0.0,0.0
speed_1800rpm__torque_600Nm__temperature_30degC__Fw,Fw,-0.0833996906876564,0.00044789473759010434,7.450580596923828e-09,7.450580596923828e-09,7.450580596923828e-09
speed_1800rpm__torque_600Nm__temperature_30degC__Bw,Bw,-0.13614283502101898,0.0,3.725290298461914e-09,0.0,0.0
speed_1800rpm__torque_700Nm__temperature_30degC__Fw,Fw,-0.0896964743733406,0.000513917300850153,7.450580596923828e-09,7.450580596923828e-09,7.450580596923828e-09
speed_1800rpm__torque_700Nm__temperature_30degC__Bw,Bw,-0.1318388134241104,0.0,3.725290298461914e-09,0.0,0.0
speed_1800rpm__torque_900Nm__temperature_35degC__Fw,Fw,-0.157667338848114,0.0012666673865169287,1.4901161193847656e-08,7.450580596923828e-09,7.450580596923828e-09
speed_1800rpm__torque_900Nm__temperature_35degC__Bw,Bw,-0.1644514799118042,0.0,7.450580596923828e-09,0.0,0.0
