group_domain,group,curve_count,curve_mae_deg,mean_uncertainty_score,spearman_correlation,marginal_90_coverage,marginal_90_mean_width_deg
torque,torque_high,37,0.0011438672814682123,0.00047614433154204275,0.36486486486486486,0.9285525760135135,0.00767501896245729
torque,torque_low,25,0.0019111515259758486,0.0002318914161735467,0.3892307692307692,0.8388671875,0.0055621273576443335
torque,torque_mid,35,0.001226822792546037,0.000257543566383692,0.34061624649859945,0.9161969866071429,0.0059864109059596035
speed,speed_high,24,0.002940904565743646,0.0004955385841218498,0.14782608695652172,0.80926513671875,0.00922221098958416
speed,speed_low,43,0.0006019070444378456,0.0003207560503088341,0.37420718816067655,0.9908816315406976,0.005874783111850835
speed,speed_mid,30,0.0012192320938052162,0.0002247738104206403,-0.26941045606229147,0.8454915364583333,0.005286817656700281
temperature,temperature_low,25,0.001007710740111184,0.00023105992771084622,0.6238461538461538,0.96224609375,0.006077289573541425
temperature,temperature_mid,72,0.0014978875944451635,0.0003701687819729488,0.3003087015242138,0.8797064887152778,0.006675292054473313
support,supported_core,97,0.0013715533536374368,0.0003343159844827162,0.35226435935198813,0.9009795827963918,0.006521167703717672
