epoch,chunk_length,training_total_loss,training_raw_mae_deg,training_mean_mae_deg,training_shape_mae_deg,validation_score,validation_curve_mae_deg
1,33,0.0026756761119116185,0.0018401733277430541,0.000998389968096257,0.0013451032803480534,0.002653899835422635,0.0018242920050397515
2,33,0.0026485761275601596,0.0018217906567029828,0.0009904698709697398,0.0013260173362268264,0.0026340617332607508,0.0018140122992917895
3,33,0.0026606794062265476,0.00183322804785052,0.0009856897427938706,0.0013382219056988698,0.0026082650292664766,0.001794345211237669
4,33,0.0026395800685899895,0.0018128746698155653,0.0010030123372670524,0.0013005815156692162,0.002626437461003661,0.0018037214176729321
5,33,0.002633698338772668,0.001812826720239638,0.0009851848630797724,0.0013129091997587576,0.0026248900685459375,0.0018046700861304998
6,33,0.0026399056389278105,0.0018171693677580807,0.0009871090783975846,0.001316484626989032,0.0026187843177467585,0.0017981448909267783
7,33,0.0026096838992089033,0.0017923298806255294,0.0009881781974569136,0.0012928319439768445,0.002613391261547804,0.0017959637334570289
8,33,0.0026216175580440564,0.0018009788121183424,0.0009939977059920514,0.0012943339263370565,0.0025975152384489775,0.0017877116333693266
9,33,0.0026631600976120247,0.0018306089115740602,0.0010142569040316482,0.001301450154007694,0.0026032549794763327,0.001790700713172555
10,33,0.002611922736409618,0.0017943468315765089,0.000991454031210133,0.001287135158849577,0.002597533166408539,0.0017868230352178216
11,33,0.0026105575582965517,0.0017936788147402017,0.000987646789939771,0.0012919673260279694,0.002586980350315571,0.001781045226380229
12,33,0.0026310535369787453,0.0018112468181264608,0.0009907344789352528,0.0012974891984878585,0.0026027080602943897,0.0017889823066070676
13,33,0.002602629198389518,0.001790813137885443,0.0009767614808583328,0.0012934727507621744,0.0025811095256358385,0.0017758094472810626
14,33,0.002593818754174335,0.00178432647073858,0.0009759331926118669,0.0012858364768976041,0.00257353438064456,0.001769258757121861
15,33,0.002554632547354802,0.0017605665394343263,0.000951191526837647,0.0012736111719616103,0.00253565632738173,0.001750798779539764
16,33,0.002641830441736898,0.0018209870363217453,0.0009816933049668754,0.0013197148218750954,0.002547078300267458,0.0017570066265761852
17,33,0.002610400879517371,0.0018023316705122936,0.0009569342594680398,0.0013181196950744231,0.0025234867352992296,0.0017455002525821328
18,33,0.0025670717112979916,0.001772022686985343,0.0009541257262922996,0.0012716341210085205,0.0024891390930861235,0.0017212318489328027
19,33,0.002599660456072279,0.001799573642634895,0.0009318302158093036,0.0013363955713007166,0.0024493299424648285,0.001702799927443266
20,33,0.002500171575500348,0.0017306737975369012,0.0009014841797220153,0.0012747065020660155,0.0024265421088784933,0.0016845101490616798
21,33,0.0024535206206099587,0.0017003507656586725,0.0008702732969162076,0.0012718135447696197,0.0024763522669672966,0.0017153118969872594
22,33,0.0025010877965711232,0.0017364049197694416,0.0008849687251630564,0.001288461905016109,0.002401970326900482,0.0016745398752391338
