group_id,canonical_candidate_id,legacy_candidate_id,canonical_candidate_family,legacy_candidate_family,canonical_candidate_source_label,legacy_candidate_source_label,candidate_surface,direction_scope,curve_mae_deg,curve_rmse_deg,mean_percentage_error_pct,p95_mean_percentage_error_pct,collage_path
auto_mixed_accepted_non_pinn_incumbent,accepted_periodic_gru_sequence_global,accepted_periodic_gru_sequence_global,periodic_gru_sequence,periodic_gru_sequence,accepted_non_pinn_incumbent,accepted_non_pinn_incumbent,global,mixed,0.001810346,0.002140512,3.567012127,9.193004513,output\analysis\wave_5_2r\offline_leader_cross_surface_track2\visual_collages\global\2026-07-31-13-39-26__track2_best_model_collage_report\collages\auto_mixed_accepted_non_pinn_incumbent\accepted_periodic_gru_sequence_global.png
auto_mixed_accepted_non_pinn_incumbent,accepted_periodic_mlp_harmonic_global,accepted_periodic_mlp_harmonic_global,periodic_mlp_harmonic,periodic_mlp_harmonic,accepted_non_pinn_incumbent,accepted_non_pinn_incumbent,global,mixed,0.001733891,0.002053521,3.384644502,8.907302997,output\analysis\wave_5_2r\offline_leader_cross_surface_track2\visual_collages\global\2026-07-31-13-39-26__track2_best_model_collage_report\collages\auto_mixed_accepted_non_pinn_incumbent\accepted_periodic_mlp_harmonic_global.png
auto_mixed_wave52r_offline_leader_cross_surface_promotion,wave52r_promotion_h08_global_seed_314159,wave52r_promotion_h08_global_seed_314159,wave52r_promotion_h08,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,wave52r_offline_leader_cross_surface_promotion,global,mixed,0.001870733,0.002203501,3.730637590,8.671876914,output\analysis\wave_5_2r\offline_leader_cross_surface_track2\visual_collages\global\2026-07-31-13-39-26__track2_best_model_collage_report\collages\auto_mixed_wave52r_offline_leader_cross_surface_promotion\wave52r_promotion_h08_global_seed_314159.png
auto_mixed_wave52r_offline_leader_cross_surface_promotion,wave52r_promotion_k01_global_seed_271828,wave52r_promotion_k01_global_seed_271828,wave52r_promotion_k01,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,wave52r_offline_leader_cross_surface_promotion,global,mixed,0.001463960,0.001737639,2.893177443,7.057230641,output\analysis\wave_5_2r\offline_leader_cross_surface_track2\visual_collages\global\2026-07-31-13-39-26__track2_best_model_collage_report\collages\auto_mixed_wave52r_offline_leader_cross_surface_promotion\wave52r_promotion_k01_global_seed_271828.png
