group_domain,group,curve_count,curve_mae_deg,mean_uncertainty_score,spearman_correlation,marginal_90_coverage,marginal_90_mean_width_deg
torque,torque_high,37,0.0011438672814682123,0.0010788625056178634,0.22830725462304408,0.9430294552364865,0.007759844295736622
torque,torque_low,25,0.0019111515259758486,0.0008632160284473575,0.5830769230769232,0.85552734375,0.006105460162746157
torque,torque_mid,35,0.001226822792546037,0.0007706223786798193,0.31624649859943976,0.9056919642857143,0.005985104632950838
speed,speed_high,24,0.002940904565743646,0.0012153799532033896,0.21391304347826084,0.77935791015625,0.008676998660819743
speed,speed_low,43,0.0006019070444378456,0.0008367581314989181,-0.0824524312896406,0.9804119731104651,0.0061851695762736615
speed,speed_mid,30,0.0012192320938052162,0.0007773459380501239,0.435817575083426,0.90390625,0.005833971517491572
temperature,temperature_low,25,0.001007710740111184,0.0007466587912578833,0.35307692307692307,0.9446484375,0.0054412328968851805
temperature,temperature_mid,72,0.0014978875944451635,0.0009694948179359926,0.26484018264840187,0.8939344618055556,0.007127758093639705
support,supported_core,97,0.0013715533536374368,0.0009120628522973046,0.28101988217967594,0.9070050740979382,0.006693086651177197
