group_domain,group,curve_count,curve_mae_deg,mean_uncertainty_score,spearman_correlation,marginal_90_coverage,marginal_90_mean_width_deg
torque,torque_high,37,0.0011438672814682123,1.0,0.0,0.9232342694256757,0.006831089810522579
torque,torque_low,25,0.0019111515259758486,1.0,0.0,0.8591796875,0.006831089810522578
torque,torque_mid,35,0.001226822792546037,1.0,0.0,0.9243303571428572,0.006831089810522578
speed,speed_high,24,0.002940904565743646,1.0,0.0,0.73638916015625,0.006831089810522578
speed,speed_low,43,0.0006019070444378456,1.0,0.0,0.9989893713662791,0.00683108981052258
speed,speed_mid,30,0.0012192320938052162,1.0,0.0,0.9120279947916666,0.006831089810522578
temperature,temperature_low,25,0.001007710740111184,1.0,0.0,0.95943359375,0.006831089810522578
temperature,temperature_mid,72,0.0014978875944451635,1.0,0.0,0.8889567057291666,0.006831089810522578
support,supported_core,97,0.0013715533536374368,1.0,0.0,0.9071208521262887,0.006831089810522578
