epoch,training_loss,validation_loss
1,0.0024384542444157737,0.002503870753571391
2,0.0024267028838526024,0.002494614804163575
3,0.0024081217585304794,0.002504634205251932
4,0.0025005264391819407,0.002494101645424962
5,0.0024077691256913334,0.0024927498307079077
6,0.0024477906882503005,0.0024963137693703175
7,0.0024291051925311603,0.0024928180500864983
8,0.0024221252384703865,0.002491020830348134
9,0.002416897930616383,0.00249235681258142
10,0.0024153025588020682,0.0024930129293352365
11,0.002440063055431427,0.0024936103727668524
12,0.002469588352670503,0.0024969822261482477
13,0.0024049295475273287,0.002492225030437112
14,0.0024557936324759626,0.0024905968457460403
15,0.002404888377113398,0.002489714417606592
16,0.0024009675550989286,0.0024849760811775923
17,0.002403309628324107,0.0024951992090791464
18,0.0024327051414306773,0.0024918955750763416
19,0.0024016295657168295,0.0024908743798732758
20,0.00243787937472726,0.002488999394699931
21,0.0024322153442690887,0.0024910771753638983
22,0.0024153528908310933,0.002492760308086872
23,0.0024253505168396025,0.0024979067966341972
24,0.002407710631053115,0.00249010999687016
25,0.0024283971355924775,0.002488205209374428
26,0.0025012156287164884,0.0024903572630137205
27,0.0024269616561616923,0.0024867402389645576
28,0.002415589235593067,0.0024868217296898365
29,0.002403815295872127,0.0024928732309490442
30,0.0024025441650950977,0.002488447120413184
31,0.0024104604421746594,0.00248846597969532
32,0.002409161810308348,0.0024932280648499727
33,0.002434315988360796,0.00248766434378922
34,0.0024170356580641033,0.0024847788736224174
35,0.002411084279396333,0.0024878017138689756
36,0.0024025322880249383,0.00249003735370934
37,0.002431726340356088,0.002488635014742613
38,0.0024245910314020028,0.0024880359414964914
39,0.00239963112886302,0.0024880659766495228
40,0.002418463134618346,0.0024896978866308928
