condition_id,split,direction,source_path,row_count,finite_value_pass,theta_min_deg,theta_max_deg,median_absolute_angle_step_deg,p95_absolute_angle_step_deg,unwrapped_revolution_count,wrap_count,direction_speed_sign_pass,torque_sign_observation,mean_speed_rpm,speed_std_rpm,mean_torque_nm,torque_std_nm,mean_temperature_deg_c,temperature_std_deg_c,mean_te_deg,te_std_deg,te_peak_to_peak_deg,nominal_speed_error_rpm,nominal_torque_magnitude_error_nm,nominal_temperature_error_deg_c,operating_metadata_pass,operating_metadata_issue
speed_100rpm__torque_200Nm__temperature_35degC,train,Fw,data/polished_dataset/forward/35degree/100rpm/100.0rpm200.0Nm35.0deg.csv,194400,True,0.0006920575272150279,359.99883664771977,0.0018518242148957142,0.0018571700073835018,0.9999949935921433,1,True,negative_measured,100.00001331446363,0.17263643827277453,-199.98944725151415,2.7130477998245697,35.99346748971193,0.1486571447314477,-0.031215333631160417,0.012224153093600884,0.03897380704685306,1.3314463629399143e-05,-0.010552748485849861,0.9934674897119322,True,none
speed_100rpm__torque_200Nm__temperature_35degC,train,Bw,data/polished_dataset/backward/35degree/100rpm/100.0rpm200.0Nm35.0deg.csv,194400,True,0.0017720533333567274,359.9999208665556,0.001851784892807018,0.0018576056594469038,0.9999949357351612,1,True,positive_measured,-100.0000064675175,0.1860700493266863,199.98294248176458,2.1787145868868976,35.92127273662551,0.15030711529037497,-0.0012288414564975599,0.012183817606765223,0.038255987071195055,6.467517494002095e-06,-0.017057518235418456,0.9212727366255109,True,none
speed_100rpm__torque_300Nm__temperature_25degC,train,Fw,data/polished_dataset/forward/25degree/100rpm/100.0rpm300.0Nm25.0deg.csv,194400,True,0.0006940329654530194,359.9988424043272,0.0018518242159757392,0.0018573003926576348,0.9999948554862036,1,True,negative_measured,100.00000072005075,0.17705680549178793,-300.0147324493883,2.63681732352382,24.582273096707823,0.1521826834513965,-0.03688681890269493,0.012190061332935742,0.03899358523321666,7.200507496918362e-07,0.014732449388304758,-0.4177269032921771,True,none
speed_100rpm__torque_300Nm__temperature_25degC,train,Bw,data/polished_dataset/backward/25degree/100rpm/100.0rpm300.0Nm25.0deg.csv,194400,True,0.0007860362530345509,359.9989363892629,0.0018518045542350592,0.0018580081974477025,0.9999947624401789,1,True,positive_measured,-99.99998924983583,0.19987566407921942,300.0224667139796,3.6914260224651,24.612190432098767,0.15236119079311347,0.0008577276825256166,0.012108483456611252,0.03795421164988301,-1.0750164165074239e-05,0.022466713979611086,-0.38780956790123255,True,none
speed_100rpm__torque_300Nm__temperature_35degC,train,Fw,data/polished_dataset/forward/35degree/100rpm/100.0rpm300.0Nm35.0deg.csv,194401,True,0.0006277683296587834,359.9987749113802,0.0018518107630143277,0.0018573717939034395,0.9999999814856518,1,True,negative_measured,99.99999907365294,0.1792434428207595,-299.9936001924364,2.9067749588505363,35.0526954593855,0.1469075567620854,-0.03595019337938446,0.0122034935871484,0.03969096061294933,-9.263470559517373e-07,-0.0063998075635822715,0.05269545938549669,True,none
speed_100rpm__torque_300Nm__temperature_35degC,train,Bw,data/polished_dataset/backward/35degree/100rpm/100.0rpm300.0Nm35.0deg.csv,194400,True,0.00010209158027702891,359.99825069680867,0.001851830424726586,0.0018580733902808788,0.9999948041973459,1,True,positive_measured,-99.99999429737385,0.20211106984644608,300.02278867476156,2.75346409157901,35.06974104938271,0.14873869850946564,0.003169885049269491,0.012147038941498108,0.038320735719161926,-5.702626154402424e-06,0.022788674761557104,0.06974104938271353,True,none
speed_100rpm__torque_400Nm__temperature_25degC,train,Fw,data/polished_dataset/forward/25degree/100rpm/100.0rpm400.0Nm25.0deg.csv,194400,True,0.00039670099021980366,359.9985451954938,0.0018518107630143277,0.0018575280495269908,0.9999947909892384,1,True,negative_measured,99.99999357387412,0.18440204648990877,-400.0104282569493,2.920721146278441,24.596794907407407,0.15275301319420528,-0.04076931063123999,0.012155265080838798,0.039941575376736656,-6.4261258785336395e-06,0.01042825694929661,-0.40320509259259296,True,none
speed_100rpm__torque_400Nm__temperature_25degC,train,Bw,data/polished_dataset/backward/25degree/100rpm/100.0rpm400.0Nm25.0deg.csv,194400,True,0.0008077795309100924,359.9989581511666,0.0018518304246413209,0.0018587366987503628,0.9999948179516014,1,True,positive_measured,-99.99999463339714,0.2249204804193281,400.0310923999502,4.106746641684311,24.62530380658436,0.15019784718253135,0.004823491342733968,0.012098022851316483,0.03813732001991603,-5.36660286343249e-06,0.031092399950182426,-0.374696193415641,True,none
speed_100rpm__torque_400Nm__temperature_35degC,train,Fw,data/polished_dataset/forward/35degree/100rpm/100.0rpm400.0Nm35.0deg.csv,194400,True,0.00030428171112326314,359.99844949589016,0.0018517983457400078,0.0018578922989405556,0.9999946316094753,1,True,negative_measured,99.99997890640567,0.19567323446393084,-399.9825323768604,3.471883595948191,36.43100576131687,0.14469427030747062,-0.039677646860751356,0.01221730855488246,0.04017241609529347,-2.109359432722613e-05,-0.017467623139623356,1.431005761316868,True,none
speed_100rpm__torque_400Nm__temperature_35degC,train,Bw,data/polished_dataset/backward/35degree/100rpm/100.0rpm400.0Nm35.0deg.csv,194400,True,0.000383981192583062,359.99853315763215,0.0018518562937970273,0.0018586249407803734,0.9999947551131967,1,True,positive_measured,-99.99998967755393,0.22351814838472658,400.00332656260304,2.977629935579166,36.42794773662551,0.14798638904512065,0.007207203615053181,0.012101675144962755,0.03843194391588593,-1.032244607301891e-05,0.0033265626030356543,1.4279477366255122,True,none
