epoch,chunk_length,training_total_loss,training_raw_mae_deg,training_mean_mae_deg,training_shape_mae_deg,validation_score,validation_curve_mae_deg
1,33,0.006253114395211775,0.004619327731170627,0.0011119286253571856,0.004307568815081965,0.002910452662035823,0.002024701563641429
2,33,0.002832289977367361,0.0019506170295265524,0.001018771463138766,0.0014842883453617783,0.002827842254191637,0.0019317680271342397
3,33,0.0028123379587520693,0.0019336852873134058,0.0010477850080987568,0.0014141691391096386,0.002592607866972685,0.0017953736241906881
4,33,0.0027667396609823026,0.0018956514649353055,0.0010451050827193053,0.0013892684743718007,0.002628206042572856,0.0018174125580117106
5,33,0.0027100591768705567,0.001859905306509761,0.0010156819033761357,0.0013643751099575744,0.002523049246519804,0.0017506865551695228
6,33,0.002703184148210079,0.0018585257389214496,0.0010127423650606773,0.0013482676044669609,0.0025504748336970806,0.0017571358475834131
7,33,0.00265234237439324,0.0018266307807332555,0.0009811195060285892,0.001335726907411807,0.0025564851239323616,0.0017694812268018723
8,33,0.002698483562833348,0.0018544042250141501,0.00101973723381931,0.0013319657503648899,0.002600316656753421,0.0017915911739692092
9,33,0.002640050080561534,0.0018156388920710185,0.000983783029030662,0.0013251962400106496,0.0024974667467176914,0.0017270960379391909
10,33,0.002630304163430146,0.0018102716421708465,0.0009800454975257432,0.00131515393353089,0.002676028525456786,0.0018219371559098363
11,33,0.00268533322851845,0.0018407513230475922,0.0010243160623060756,0.0013248118609839746,0.0025338390842080116,0.0017525464063510299
12,33,0.002662191845660726,0.0018275230473210646,0.0010086787745443194,0.001316433134867788,0.00252951099537313,0.0017498703673481941
13,33,0.0026105447417818185,0.0017911727935465615,0.0009821702490647344,0.0013082667631584457,0.0026314053684473038,0.001812140573747456
14,33,0.0026644465302355412,0.0018300292742720178,0.0010123744087163792,0.001308035194808834,0.0026146743912249804,0.001786063308827579
15,33,0.002621532612761786,0.0018089735463564826,0.0009572298995619856,0.0013308895489222608,0.002508527599275112,0.0017319578910246491
16,33,0.0025852998572423362,0.0017857320693343184,0.0009449102366234848,0.0013035626670475616,0.00257081538438797,0.0017677951836958528
17,33,0.0026631420451151424,0.001829501801863486,0.001013376611977989,0.0013029225046075014,0.0024909956846386194,0.0017292280681431293
18,33,0.0026375711895525455,0.0018122119959010634,0.0009967655290004818,0.0013030192782279364,0.002549293916672468,0.0017631342634558678
19,33,0.002787793507301357,0.001917685460580816,0.0010407382749605836,0.0013940701082478775,0.0024891654029488564,0.0017272642580792308
20,33,0.002686745860765493,0.00184664320536391,0.0010268345859638134,0.0013018549178986875,0.002530216472223401,0.0017402318771928549
21,33,0.0026263790313414363,0.001805957751944228,0.000990034399153448,0.0012967270558028546,0.0026468634605407715,0.0018083614995703101
22,33,0.0026274382564520768,0.0018056788519674608,0.0009865312577160292,0.0013090842525301457,0.0024781315587460995,0.0017157905967906117
23,33,0.0026598198306855073,0.0018408680470053886,0.0009552926464049622,0.0013603308132503094,0.0024462644942104816,0.0016973542515188456
24,33,0.002654236784681331,0.001825903631681793,0.001001613081952687,0.0013052184002062435,0.002510937862098217,0.0017322904895991087
25,33,0.0026194212584604703,0.0018031160715360974,0.000980632271357747,0.0012990657353860347,0.002492868807166815,0.001727592316456139
26,33,0.0026545564449110695,0.00182498526640323,0.0009908545924740475,0.0013316864375198304,0.0024897237308323383,0.0017193211242556572
27,33,0.002582162938102387,0.0017813088962548348,0.0009506220176686035,0.0012972807622687935,0.0025305519811809063,0.001749245566315949
28,33,0.0027057170938310582,0.0018479927838238519,0.0010646008128343627,0.0012968107110409195,0.0024950988590717316,0.0017236818093806505
29,33,0.0027167659501956647,0.0018753131207208647,0.000998849441773843,0.00136322075457767,0.0025936001911759377,0.0017722826451063156
30,33,0.002568550854596461,0.0017703135692796043,0.0009476978806941228,0.0012926618869113194,0.0024812216870486736,0.0017202772432938218
31,33,0.0026148376027988487,0.0018017718021562973,0.000965489300650133,0.0013163990603738227,0.0025512848515063524,0.001752382144331932
