0.002021631;-0.04242649
0.007630633;-0.042356784
0.013170652;-0.042359126
0.018708073;-0.042366081
0.024220683;-0.042396009
0.029727845;-0.04243167
0.035267612;-0.042437344
0.040810481;-0.042439663
0.046417639;-0.042376017
0.05199898;-0.0423372
0.057523996;-0.042356639
0.063021937;-0.042408699
0.068475623;-0.042507054
0.073931403;-0.042604141
0.079449797;-0.042641038
0.084981937;-0.04266826
0.090575684;-0.042634546
0.096190721;-0.042578568
0.101777343;-0.042550606
0.107346112;-0.042540824
0.112923011;-0.042521735
0.118497228;-0.04250275
0.124123916;-0.042429423
0.129730739;-0.042378618
0.135335047;-0.042333628
0.140890824;-0.042337447
0.146412486;-0.042375395
0.151964324;-0.042382603
0.157479364;-0.042423644
0.163081996;-0.042372268
0.168713713;-0.042288896
0.17431953;-0.042234725
0.179916713;-0.042191
0.18544592;-0.042211951
0.190952746;-0.042255711
0.196497794;-0.042266226
0.202065976;-0.042253893
0.207656287;-0.0422173
0.213291356;-0.04213574
0.218866412;-0.042120484
0.224433253;-0.042114662
0.229944102;-0.042161721
0.235463083;-0.042199765
0.241023386;-0.042197025
0.246589221;-0.042187026
0.252214484;-0.042116307
0.257799597;-0.042084729
0.263329307;-0.04211042
0.268892208;-0.042107415
0.274424599;-0.042135907
0.279987585;-0.042132486
0.285584182;-0.042098325
0.291234842;-0.042013434
0.296889357;-0.041925603
0.302499952;-0.041879848
0.308052879;-0.041888877
0.313587114;-0.041915304
0.319149513;-0.04191273
0.32476983;-0.041847618
0.33042334;-0.041749502
0.336038126;-0.041695873
0.341659784;-0.041638346
0.347202905;-0.041661436
0.35272616;-0.041705094
0.358275902;-0.041722336
0.363856489;-0.041706139
0.369542101;-0.041580345
0.375229809;-0.041451422
0.380872507;-0.041372193
0.386445131;-0.041363441
0.391978109;-0.041386987
0.397459958;-0.041462689
0.402977346;-0.041507855
0.408558939;-0.041487568
0.414186884;-0.041418537
0.419824636;-0.041340363
0.425366499;-0.041362983
0.430860166;-0.041433018
0.436333548;-0.041518089
0.441854876;-0.041552845
0.447421549;-0.041542176
0.453027869;-0.041490666
0.458666626;-0.04140239
0.464259367;-0.041357579
0.469770133;-0.041397627
0.475289365;-0.04143095
0.480789905;-0.04147921
0.486326488;-0.041489979
0.491917301;-0.041449213
0.497508701;-0.041410706
0.503045535;-0.041423055
0.508555546;-0.041460706
0.514016105;-0.041546207
0.519503988;-0.041604609
0.525026405;-0.041628315
0.530605651;-0.041595576
0.53617199;-0.041577538
0.541726258;-0.041576578
0.547271809;-0.041586856
0.552733373;-0.041680588
0.558231231;-0.041740067
0.563778123;-0.041752473
0.569331637;-0.041756978
0.574919516;-0.041726363
0.580468504;-0.041736466
0.585985892;-0.0417823
0.591460615;-0.041867648
0.596917234;-0.041963591
0.602407213;-0.042026719
0.607959051;-0.042032107
0.613580709;-0.041968103
0.61918946;-0.0419122
0.624725791;-0.041931608
0.630213674;-0.042003834
0.635703737;-0.042074233
0.641194806;-0.04214156
