candidate_id,candidate_family,candidate_source_label,candidate_surface,direction_label,source_file_path,speed_rpm,torque_nm,oil_temperature_deg,curve_mae_deg,curve_rmse_deg,signed_curve_mean_error_deg,absolute_curve_mean_error_deg,centered_curve_mae_deg,mean_percentage_error_pct,truth_peak_to_peak_deg,predicted_peak_to_peak_deg,peak_to_peak_error_pct,residual_peak_to_peak_pct,derivative_rmse_deg_per_deg,residual_smoothness_deg_per_deg2,residual_lag1_autocorrelation,closure_mismatch_deg,mean_harmonic_amplitude_error_pct,mean_harmonic_phase_error_deg,max_harmonic_amplitude_error_pct,max_harmonic_phase_error_deg
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\30degree\100rpm\100.0rpm100.0Nm30.0deg.csv,100.000000,100.000000,30.000000,0.000606,0.000746,-0.000344,0.000344,0.000532,1.560098,0.038862,0.038273,1.517096,11.381081,0.011806,1.759382,0.999398,0.000008,20.389174,3.385664,40.887675,8.511880
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\35degree\100rpm\100.0rpm100.0Nm35.0deg.csv,100.000000,100.000000,35.000000,0.000553,0.000695,0.000045,0.000045,0.000553,1.427494,0.038748,0.038827,0.204389,13.096496,0.014794,1.885577,0.999168,0.000417,25.914580,1.033497,60.937229,2.887273
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\30degree\100rpm\100.0rpm300.0Nm30.0deg.csv,100.000000,300.000000,30.000000,0.001348,0.001483,0.001342,0.001342,0.000509,3.370601,0.039986,0.038842,2.861554,10.587929,0.014446,3.162089,0.998993,0.000425,18.090256,2.499077,30.896058,6.392298
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\30degree\100rpm\100.0rpm400.0Nm30.0deg.csv,100.000000,400.000000,30.000000,0.001295,0.001432,0.001289,0.001289,0.000505,3.208068,0.040356,0.039131,3.035769,10.089943,0.015085,3.876369,0.998865,0.000910,7.287062,2.569340,14.434491,5.128684
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\35degree\100rpm\100.0rpm500.0Nm35.0deg.csv,100.000000,500.000000,35.000000,0.001230,0.001359,0.001227,0.001227,0.000473,3.038375,0.040494,0.040043,1.115269,10.025337,0.015904,5.126210,0.998505,0.000289,25.394087,0.801028,53.273020,1.179849
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\35degree\100rpm\100.0rpm600.0Nm35.0deg.csv,100.000000,600.000000,35.000000,0.000533,0.000670,0.000296,0.000296,0.000482,1.293529,0.041225,0.040349,2.124737,10.196517,0.019562,6.217181,0.997894,0.000505,24.138613,3.071786,50.231868,7.775614
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\35degree\100rpm\100.0rpm900.0Nm35.0deg.csv,100.000000,900.000000,35.000000,0.000567,0.000704,-0.000363,0.000363,0.000480,1.346513,0.042076,0.041342,1.744229,11.139310,0.024697,9.164359,0.996554,0.000443,37.066251,25.782393,99.889651,96.160822
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\30degree\100rpm\100.0rpm1000.0Nm30.0deg.csv,100.000000,1000.000000,30.000000,0.000637,0.000790,0.000432,0.000432,0.000527,1.502055,0.042379,0.040918,3.448497,11.259040,0.027438,9.381755,0.996538,0.000145,12.098518,5.507830,20.091747,12.841669
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\30degree\100rpm\100.0rpm1100.0Nm30.0deg.csv,100.000000,1100.000000,30.000000,0.000844,0.000999,0.000766,0.000766,0.000514,1.939742,0.043533,0.041362,4.988497,10.518221,0.029621,10.881196,0.995632,0.000460,4.621621,1.459017,11.236610,3.431999
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\30degree\200rpm\200.0rpm100.0Nm30.0deg.csv,200.000000,100.000000,30.000000,0.000652,0.000815,0.000329,0.000329,0.000599,1.640068,0.039770,0.038206,3.934425,13.238911,0.012880,0.850280,0.997880,0.000461,19.097492,2.257297,39.184346,5.017039
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\30degree\200rpm\200.0rpm200.0Nm30.0deg.csv,200.000000,200.000000,30.000000,0.000877,0.001058,0.000755,0.000755,0.000595,2.206152,0.039734,0.038477,3.163627,12.582917,0.013327,0.945205,0.997683,0.000389,18.976617,1.289915,35.110157,3.395707
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\25degree\200rpm\200.0rpm300.0Nm25.0deg.csv,200.000000,300.000000,25.000000,0.000664,0.000818,0.000505,0.000505,0.000514,1.656668,0.040080,0.037845,5.577964,11.558639,0.009675,0.785222,0.998345,0.000193,5.351489,2.545841,11.664035,3.898381
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\25degree\200rpm\200.0rpm900.0Nm25.0deg.csv,200.000000,900.000000,25.000000,0.000912,0.001122,-0.000715,0.000715,0.000687,2.177098,0.041894,0.039664,5.322185,15.926512,0.016933,0.989580,0.997267,0.001115,6.510738,1.490777,17.145746,3.238606
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\35degree\300rpm\300.0rpm100.0Nm35.0deg.csv,300.000000,100.000000,35.000000,0.000874,0.001022,0.000826,0.000826,0.000480,2.224935,0.039301,0.038746,1.413280,10.986705,0.008897,0.748348,0.996307,0.000250,21.848396,4.050054,55.756860,11.281852
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\30degree\300rpm\300.0rpm200.0Nm30.0deg.csv,300.000000,200.000000,30.000000,0.001014,0.001138,0.001005,0.001005,0.000427,2.582478,0.039280,0.038434,2.152793,10.478224,0.008560,0.776942,0.995602,0.000179,16.677307,1.071080,28.575187,2.199371
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\25degree\300rpm\300.0rpm800.0Nm25.0deg.csv,300.000000,800.000000,25.000000,0.001091,0.001219,-0.001078,0.001078,0.000456,2.672308,0.040842,0.039211,3.992926,10.222402,0.009549,0.854983,0.995168,0.000125,2.439538,5.532910,4.750001,13.983052
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\25degree\300rpm\300.0rpm1000.0Nm25.0deg.csv,300.000000,1000.000000,25.000000,0.000744,0.000882,-0.000668,0.000668,0.000460,1.776921,0.041859,0.040100,4.201759,9.590456,0.010116,0.875106,0.994710,0.000266,4.492289,3.374915,9.306793,5.960161
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\30degree\400rpm\400.0rpm0.0Nm30.0deg.csv,400.000000,0.000000,30.000000,0.003317,0.003392,-0.003317,0.003317,0.000570,8.538465,0.038849,0.038053,2.048520,11.970356,0.009609,0.706686,0.994368,0.000243,17.890913,3.522777,42.662758,6.870075
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\25degree\400rpm\400.0rpm300.0Nm25.0deg.csv,400.000000,300.000000,25.000000,0.000743,0.000901,0.000666,0.000666,0.000483,1.873628,0.039640,0.037816,4.603098,10.511276,0.009351,0.749747,0.991481,0.000235,5.986629,1.899598,15.886552,4.475498
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\25degree\400rpm\400.0rpm400.0Nm25.0deg.csv,400.000000,400.000000,25.000000,0.000625,0.000773,0.000447,0.000447,0.000509,1.546862,0.040393,0.038050,5.799855,10.888332,0.009804,0.785708,0.991251,0.000497,7.866740,1.464765,20.193823,2.360754
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\35degree\400rpm\400.0rpm600.0Nm35.0deg.csv,400.000000,600.000000,35.000000,0.000874,0.001072,-0.000358,0.000358,0.000826,2.062772,0.042357,0.040071,5.396505,15.462395,0.014074,0.845049,0.993467,0.001362,13.302494,1.984696,37.276726,4.407079
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\25degree\400rpm\400.0rpm700.0Nm25.0deg.csv,400.000000,700.000000,25.000000,0.000499,0.000619,-0.000059,0.000059,0.000496,1.221910,0.040822,0.038800,4.953027,12.398907,0.010218,0.816891,0.989523,0.000739,5.857682,1.223435,9.115747,2.134150
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\30degree\400rpm\400.0rpm700.0Nm30.0deg.csv,400.000000,700.000000,30.000000,0.001617,0.001946,-0.001535,0.001535,0.001031,3.758666,0.043017,0.039605,7.932207,14.633531,0.016191,0.905796,0.993984,0.000243,13.476572,4.342420,27.045501,11.034600
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\30degree\400rpm\400.0rpm900.0Nm30.0deg.csv,400.000000,900.000000,30.000000,0.000722,0.000890,-0.000590,0.000590,0.000540,1.696254,0.042588,0.040244,5.503913,11.442423,0.010994,0.812594,0.989058,0.000297,7.480000,0.955441,21.278912,2.626793
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\25degree\400rpm\400.0rpm1000.0Nm25.0deg.csv,400.000000,1000.000000,25.000000,0.001051,0.001277,-0.000829,0.000829,0.000787,2.453037,0.042865,0.040101,6.447834,14.398919,0.013378,0.813066,0.993285,0.000101,5.744974,5.577781,10.653499,13.263581
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\25degree\400rpm\400.0rpm1400.0Nm25.0deg.csv,400.000000,1400.000000,25.000000,0.001043,0.001269,-0.000883,0.000883,0.000731,2.353142,0.044320,0.041987,5.264516,13.286113,0.012492,0.756667,0.992581,0.001802,4.303312,6.454235,8.833807,13.125426
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\35degree\400rpm\400.0rpm1600.0Nm35.0deg.csv,400.000000,1600.000000,35.000000,0.000751,0.000953,-0.000532,0.000532,0.000627,1.678330,0.044763,0.044300,1.033164,12.316715,0.010617,0.749335,0.990859,0.000569,4.456117,5.945343,9.567790,14.612731
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\35degree\500rpm\500.0rpm300.0Nm35.0deg.csv,500.000000,300.000000,35.000000,0.000693,0.000845,0.000611,0.000611,0.000474,1.757379,0.039410,0.039255,0.392398,10.115551,0.009839,0.812795,0.983515,0.000018,15.977940,5.022121,35.641481,7.631419
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\25degree\500rpm\500.0rpm700.0Nm25.0deg.csv,500.000000,700.000000,25.000000,0.000955,0.001113,-0.000906,0.000906,0.000523,2.323930,0.041106,0.038892,5.386035,10.609005,0.015103,1.401305,0.964507,0.001030,6.588305,5.319357,16.634767,14.557961
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\30degree\500rpm\500.0rpm900.0Nm30.0deg.csv,500.000000,900.000000,30.000000,0.000680,0.000818,-0.000603,0.000603,0.000443,1.635385,0.041553,0.040282,3.056604,9.907537,0.012463,1.082933,0.969123,0.000112,2.866743,2.206474,6.863851,5.820609
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\25degree\500rpm\500.0rpm1200.0Nm25.0deg.csv,500.000000,1200.000000,25.000000,0.000785,0.000957,-0.000667,0.000667,0.000549,1.843281,0.042589,0.041034,3.651780,12.911082,0.017476,1.636874,0.957472,0.000263,4.893707,3.515276,13.447638,6.499374
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\35degree\500rpm\500.0rpm1400.0Nm35.0deg.csv,500.000000,1400.000000,35.000000,0.000615,0.000763,0.000273,0.000273,0.000569,1.383539,0.044416,0.043106,2.947319,11.856173,0.015353,1.327381,0.971678,0.000318,3.635964,5.203683,8.931064,11.223087
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\30degree\500rpm\500.0rpm1600.0Nm30.0deg.csv,500.000000,1600.000000,30.000000,0.000564,0.000704,-0.000253,0.000253,0.000528,1.253470,0.045023,0.043598,3.165524,11.152512,0.019177,1.798420,0.944263,0.000682,1.347755,5.277713,2.928020,10.803594
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\25degree\500rpm\500.0rpm1700.0Nm25.0deg.csv,500.000000,1700.000000,25.000000,0.000704,0.000872,0.000460,0.000460,0.000592,1.513767,0.046532,0.043378,6.779397,12.711235,0.022221,2.139031,0.939467,0.000508,6.970439,5.177828,13.325364,8.663532
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\30degree\600rpm\600.0rpm100.0Nm30.0deg.csv,600.000000,100.000000,30.000000,0.000672,0.000802,0.000604,0.000604,0.000424,1.716016,0.039152,0.038089,2.713785,9.000553,0.007107,0.412605,0.986850,0.000253,17.946813,0.278603,35.395190,0.616303
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\35degree\600rpm\600.0rpm100.0Nm35.0deg.csv,600.000000,100.000000,35.000000,0.001166,0.001301,0.001144,0.001144,0.000492,3.015321,0.038681,0.038756,0.192311,11.116268,0.007526,0.441661,0.989257,0.000913,18.856738,3.433382,42.963143,8.596289
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\35degree\600rpm\600.0rpm200.0Nm35.0deg.csv,600.000000,200.000000,35.000000,0.001371,0.001472,0.001370,0.001370,0.000433,3.499246,0.039182,0.039024,0.404865,9.385224,0.008368,0.524430,0.982016,0.000022,15.721354,7.004097,33.549868,16.393159
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\30degree\600rpm\600.0rpm500.0Nm30.0deg.csv,600.000000,500.000000,30.000000,0.000411,0.000511,0.000045,0.000045,0.000409,1.031289,0.039834,0.039045,1.981771,8.857435,0.008513,0.525678,0.979269,0.000096,9.485135,1.230544,14.687318,2.832382
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\35degree\600rpm\600.0rpm500.0Nm35.0deg.csv,600.000000,500.000000,35.000000,0.001783,0.001879,0.001783,0.001783,0.000482,4.447147,0.040084,0.039853,0.577268,10.038297,0.008223,0.494960,0.985874,0.001229,11.236341,6.558786,24.965998,15.819034
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\35degree\600rpm\600.0rpm700.0Nm35.0deg.csv,600.000000,700.000000,35.000000,0.000974,0.001132,-0.000933,0.000933,0.000522,2.396780,0.040629,0.040383,0.604669,10.532803,0.009299,0.564126,0.984480,0.000265,7.835107,4.505985,21.062043,10.166540
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\30degree\600rpm\600.0rpm1000.0Nm30.0deg.csv,600.000000,1000.000000,30.000000,0.000778,0.000922,-0.000726,0.000726,0.000454,1.877208,0.041437,0.040756,1.642998,10.223271,0.009010,0.516916,0.981643,0.000123,3.097614,0.523806,7.560383,1.054571
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\30degree\600rpm\600.0rpm1300.0Nm30.0deg.csv,600.000000,1300.000000,30.000000,0.000685,0.000839,-0.000541,0.000541,0.000511,1.604974,0.042652,0.042025,1.469798,10.266733,0.009006,0.514144,0.985484,0.000100,3.618414,2.476531,8.013136,5.572777
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\25degree\600rpm\600.0rpm1700.0Nm25.0deg.csv,600.000000,1700.000000,25.000000,0.001142,0.001323,0.001096,0.001096,0.000582,2.546693,0.044851,0.043294,3.471441,13.538066,0.008050,0.460233,0.991122,0.000302,14.009773,2.661664,31.019099,4.699593
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\30degree\700rpm\700.0rpm200.0Nm30.0deg.csv,700.000000,200.000000,30.000000,0.000716,0.000852,0.000637,0.000637,0.000455,1.812708,0.039497,0.038302,3.027264,9.814568,0.008191,0.440952,0.978863,0.000051,15.924638,3.035633,27.906813,4.998297
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\35degree\700rpm\700.0rpm700.0Nm35.0deg.csv,700.000000,700.000000,35.000000,0.000645,0.000802,0.000008,0.000008,0.000645,1.566030,0.041183,0.040474,1.721296,13.723640,0.009159,0.455639,0.987080,0.001497,5.842102,7.625000,16.173090,18.445069
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\25degree\700rpm\700.0rpm1000.0Nm25.0deg.csv,700.000000,1000.000000,25.000000,0.000850,0.001027,-0.000714,0.000714,0.000594,1.993998,0.042613,0.040378,5.244184,11.763669,0.009323,0.467371,0.984234,0.000184,6.466255,2.544845,13.014603,4.861540
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\35degree\700rpm\700.0rpm1200.0Nm35.0deg.csv,700.000000,1200.000000,35.000000,0.000956,0.001169,-0.000818,0.000818,0.000677,2.218239,0.043099,0.042325,1.795887,13.334721,0.009361,0.438508,0.987731,0.000226,5.564696,10.376002,9.963354,28.813873
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\30degree\700rpm\700.0rpm1400.0Nm30.0deg.csv,700.000000,1400.000000,30.000000,0.000620,0.000777,-0.000410,0.000410,0.000529,1.417059,0.043771,0.042622,2.625413,10.268115,0.008843,0.439386,0.982127,0.000888,0.343166,2.951658,0.497247,5.372340
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\35degree\700rpm\700.0rpm1600.0Nm35.0deg.csv,700.000000,1600.000000,35.000000,0.000598,0.000744,-0.000026,0.000026,0.000598,1.334654,0.044778,0.044338,0.981890,12.475753,0.009129,0.457836,0.984800,0.000709,2.791694,7.562464,4.939410,15.942186
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\30degree\700rpm\700.0rpm1800.0Nm30.0deg.csv,700.000000,1800.000000,30.000000,0.000892,0.001058,0.000799,0.000799,0.000553,1.959556,0.045506,0.044799,1.553243,11.601618,0.009574,0.480446,0.980650,0.000776,1.194252,2.212141,1.790103,5.952715
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\35degree\800rpm\800.0rpm0.0Nm35.0deg.csv,800.000000,0.000000,35.000000,0.003041,0.003158,-0.003041,0.003041,0.000688,7.761921,0.039182,0.038419,1.949178,15.700566,0.011067,0.473656,0.978662,0.000463,17.523707,0.698268,40.358183,1.265115
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\35degree\800rpm\800.0rpm100.0Nm35.0deg.csv,800.000000,100.000000,35.000000,0.001020,0.001195,0.000957,0.000957,0.000577,2.602153,0.039198,0.038733,1.187555,13.686684,0.008551,0.394075,0.981379,0.000679,14.147534,5.490929,32.362474,11.830061
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\25degree\800rpm\800.0rpm600.0Nm25.0deg.csv,800.000000,600.000000,25.000000,0.000551,0.000679,0.000001,0.000001,0.000551,1.333659,0.041285,0.038854,5.887991,11.301291,0.012738,0.632120,0.953341,0.001317,9.645791,1.791632,17.124496,4.635184
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\35degree\800rpm\800.0rpm800.0Nm35.0deg.csv,800.000000,800.000000,35.000000,0.000604,0.000753,-0.000069,0.000069,0.000601,1.445504,0.041807,0.040904,2.158788,12.299551,0.010972,0.531387,0.971686,0.000120,4.223688,7.228747,10.499911,18.691863
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\30degree\800rpm\800.0rpm1200.0Nm30.0deg.csv,800.000000,1200.000000,30.000000,0.000957,0.001146,-0.000876,0.000876,0.000594,2.197311,0.043538,0.041801,3.990968,12.304695,0.011454,0.557692,0.968069,0.001234,4.153359,3.383154,10.586697,9.451359
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\35degree\800rpm\800.0rpm1800.0Nm35.0deg.csv,800.000000,1800.000000,35.000000,0.000973,0.001169,0.000818,0.000818,0.000660,2.119558,0.045925,0.045819,0.230406,14.284187,0.010965,0.514295,0.977081,0.000042,3.778208,5.700871,7.299133,8.858450
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\30degree\900rpm\900.0rpm0.0Nm30.0deg.csv,900.000000,0.000000,30.000000,0.001850,0.001964,-0.001850,0.001850,0.000534,4.754486,0.038913,0.037774,2.925069,11.590219,0.012829,0.512202,0.939273,0.000989,14.375541,5.613600,36.269966,13.834831
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\35degree\900rpm\900.0rpm100.0Nm35.0deg.csv,900.000000,100.000000,35.000000,0.000940,0.001147,0.000758,0.000758,0.000691,2.351909,0.039953,0.038711,3.106979,15.222924,0.009615,0.398450,0.979254,0.000723,15.795174,5.786703,37.628008,10.163549
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\25degree\900rpm\900.0rpm700.0Nm25.0deg.csv,900.000000,700.000000,25.000000,0.000819,0.001001,0.000687,0.000687,0.000590,1.926214,0.042500,0.039364,7.379386,12.582620,0.011156,0.483888,0.960170,0.000407,9.034383,1.794666,14.105294,4.701734
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\35degree\900rpm\900.0rpm1500.0Nm35.0deg.csv,900.000000,1500.000000,35.000000,0.000647,0.000806,0.000014,0.000014,0.000646,1.441838,0.044839,0.044311,1.178112,12.569758,0.009961,0.404810,0.973615,0.000457,4.573183,8.066470,8.810935,22.673861
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\30degree\1000rpm\1000.0rpm600.0Nm30.0deg.csv,1000.000000,600.000000,30.000000,0.000575,0.000710,-0.000128,0.000128,0.000565,1.399683,0.041088,0.039694,3.391285,11.336805,0.011075,0.442820,0.947320,0.000428,4.656698,1.050744,8.582567,1.640117
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\35degree\1000rpm\1000.0rpm900.0Nm35.0deg.csv,1000.000000,900.000000,35.000000,0.000935,0.001154,0.000720,0.000720,0.000729,2.225386,0.041995,0.041592,0.959333,13.995974,0.010744,0.408341,0.970807,0.001012,1.220805,6.355483,2.091075,15.696313
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\35degree\1000rpm\1000.0rpm1400.0Nm35.0deg.csv,1000.000000,1400.000000,35.000000,0.001027,0.001261,0.000656,0.000656,0.000868,2.342723,0.043852,0.044028,0.401508,16.788952,0.012281,0.460508,0.973426,0.001061,6.768530,6.166709,11.341756,17.008699
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\30degree\1000rpm\1000.0rpm1800.0Nm30.0deg.csv,1000.000000,1800.000000,30.000000,0.000958,0.001185,0.000169,0.000169,0.000948,2.020900,0.047390,0.045539,3.905298,16.574783,0.013280,0.514797,0.973108,0.001609,4.445581,2.985413,6.932276,4.808018
wave52r_promotion_h08_fw_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,Fw,forward,data\polished_dataset\forward\25degree\1100rpm\1100.0rpm300.0Nm25.0deg.csv,1100.000000,300.000000,25.000000,0.002564,0.003177,0.000821,0.000821,0.002461,5.119402,0.050079,0.037924,24.270926,33.948082,0.024796,0.809778,0.984164,0.000960,12.712328,5.126278,35.025490,11.783310
