candidate_id,candidate_family,candidate_source_label,candidate_surface,direction_label,source_file_path,speed_rpm,torque_nm,oil_temperature_deg,curve_mae_deg,curve_rmse_deg,signed_curve_mean_error_deg,absolute_curve_mean_error_deg,centered_curve_mae_deg,mean_percentage_error_pct,truth_peak_to_peak_deg,predicted_peak_to_peak_deg,peak_to_peak_error_pct,residual_peak_to_peak_pct,derivative_rmse_deg_per_deg,residual_smoothness_deg_per_deg2,residual_lag1_autocorrelation,closure_mismatch_deg,mean_harmonic_amplitude_error_pct,mean_harmonic_phase_error_deg,max_harmonic_amplitude_error_pct,max_harmonic_phase_error_deg
wave52r_promotion_h08_global_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,global,forward,data\polished_dataset\forward\30degree\1700rpm\1700.0rpm400.0Nm30.0deg.csv,1700.000000,400.000000,30.000000,0.003372,0.004038,0.000836,0.000836,0.003317,6.418900,0.052534,0.039280,25.229928,35.926087,0.016049,0.290130,0.990739,0.003788,6.039066,4.562941,14.098477,9.126164
wave52r_promotion_h08_global_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,global,backward,data\polished_dataset\backward\30degree\1700rpm\1700.0rpm400.0Nm30.0deg.csv,1700.000000,400.000000,30.000000,0.005962,0.007791,-0.000053,0.000053,0.005963,9.785829,0.060929,0.042324,30.536098,63.768595,0.024818,0.313504,0.994654,0.009273,8.265680,5.954957,12.553423,14.962407
wave52r_promotion_h08_global_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,global,forward,data\polished_dataset\forward\35degree\1700rpm\1700.0rpm500.0Nm35.0deg.csv,1700.000000,500.000000,35.000000,0.003796,0.004612,0.001113,0.001113,0.003705,7.187156,0.052818,0.041229,21.940194,42.848017,0.019158,0.358091,0.989668,0.002504,9.180310,2.430475,26.232523,5.521275
wave52r_promotion_h08_global_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,global,backward,data\polished_dataset\backward\35degree\1700rpm\1700.0rpm500.0Nm35.0deg.csv,1700.000000,500.000000,35.000000,0.005611,0.007000,-0.000018,0.000018,0.005611,8.782290,0.063894,0.045145,29.343945,55.365427,0.026641,0.452041,0.992038,0.000571,7.902697,2.233875,17.283603,4.162718
wave52r_promotion_h08_global_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,global,forward,data\polished_dataset\forward\30degree\1700rpm\1700.0rpm800.0Nm30.0deg.csv,1700.000000,800.000000,30.000000,0.004002,0.004896,0.001518,0.001518,0.003821,7.106229,0.056324,0.041198,26.855688,50.104125,0.024503,0.506143,0.984077,0.001252,7.397467,2.430130,12.961565,7.172714
wave52r_promotion_h08_global_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,global,backward,data\polished_dataset\backward\30degree\1700rpm\1700.0rpm800.0Nm30.0deg.csv,1700.000000,800.000000,30.000000,0.006156,0.007307,0.000084,0.000084,0.006156,8.811365,0.069861,0.044871,35.770813,47.164292,0.031808,0.601274,0.989368,0.000435,8.894525,1.495898,16.744969,2.289981
wave52r_promotion_h08_global_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,global,forward,data\polished_dataset\forward\25degree\1700rpm\1700.0rpm1200.0Nm25.0deg.csv,1700.000000,1200.000000,25.000000,0.001140,0.001404,-0.000748,0.000748,0.000967,2.561010,0.044499,0.041818,6.023398,17.938324,0.010199,0.223455,0.956375,0.000472,5.328362,8.265229,11.665350,19.731310
wave52r_promotion_h08_global_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,global,backward,data\polished_dataset\backward\25degree\1700rpm\1700.0rpm1200.0Nm25.0deg.csv,1700.000000,1200.000000,25.000000,0.001325,0.001611,0.000594,0.000594,0.001242,2.896688,0.045734,0.041868,8.453421,19.176120,0.009886,0.209498,0.974471,0.001219,5.761623,7.478393,16.627752,21.271650
wave52r_promotion_h08_global_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,global,forward,data\polished_dataset\forward\25degree\1700rpm\1700.0rpm1600.0Nm25.0deg.csv,1700.000000,1600.000000,25.000000,0.003122,0.003401,-0.003107,0.003107,0.001128,6.810768,0.045835,0.043309,5.509815,18.144015,0.010338,0.219391,0.967129,0.000102,3.738039,5.455524,10.352343,12.413708
wave52r_promotion_h08_global_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,global,backward,data\polished_dataset\backward\25degree\1700rpm\1700.0rpm1600.0Nm25.0deg.csv,1700.000000,1600.000000,25.000000,0.001985,0.002339,0.000326,0.000326,0.001971,4.138494,0.047960,0.044344,7.539137,24.319566,0.012005,0.235572,0.984680,0.000202,6.447615,6.632252,15.574466,18.321883
wave52r_promotion_h08_global_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,global,forward,data\polished_dataset\forward\35degree\1700rpm\1700.0rpm1800.0Nm35.0deg.csv,1700.000000,1800.000000,35.000000,0.007440,0.008956,0.002344,0.002344,0.007193,10.284034,0.072341,0.049845,31.096425,61.571586,0.029925,0.431369,0.993593,0.001476,1.304417,3.345249,3.265167,7.174799
wave52r_promotion_h08_global_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,global,backward,data\polished_dataset\backward\35degree\1700rpm\1700.0rpm1800.0Nm35.0deg.csv,1700.000000,1800.000000,35.000000,0.019697,0.021983,-0.000318,0.000318,0.019700,16.575879,0.118831,0.055550,53.253322,64.353058,0.062729,0.480452,0.995877,0.004052,4.152597,1.602054,8.672390,3.996400
wave52r_promotion_h08_global_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,global,forward,data\polished_dataset\forward\35degree\1800rpm\1800.0rpm200.0Nm35.0deg.csv,1800.000000,200.000000,35.000000,0.002532,0.003032,0.000665,0.000665,0.002489,5.593010,0.045262,0.039766,12.143599,33.342548,0.015214,0.298503,0.982873,0.001414,6.520705,6.035882,13.056400,9.442092
wave52r_promotion_h08_global_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,global,backward,data\polished_dataset\backward\35degree\1800rpm\1800.0rpm200.0Nm35.0deg.csv,1800.000000,200.000000,35.000000,0.003383,0.004169,0.001067,0.001067,0.003262,6.692464,0.050550,0.044573,11.822713,48.872637,0.016520,0.287227,0.989416,0.005113,11.657879,4.361780,26.377597,8.623468
wave52r_promotion_h08_global_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,global,forward,data\polished_dataset\forward\30degree\1800rpm\1800.0rpm600.0Nm30.0deg.csv,1800.000000,600.000000,30.000000,0.002571,0.003131,-0.000329,0.000329,0.002557,5.404778,0.047570,0.040496,14.872384,35.235634,0.017588,0.358947,0.979049,0.003681,5.537846,4.175063,12.931990,6.678276
wave52r_promotion_h08_global_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,global,backward,data\polished_dataset\backward\30degree\1800rpm\1800.0rpm600.0Nm30.0deg.csv,1800.000000,600.000000,30.000000,0.004507,0.005561,0.000529,0.000529,0.004482,8.071820,0.055831,0.045111,19.200989,58.247092,0.020842,0.338828,0.991216,0.001582,10.517376,3.917873,20.245730,7.631208
wave52r_promotion_h08_global_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,global,forward,data\polished_dataset\forward\30degree\1800rpm\1800.0rpm700.0Nm30.0deg.csv,1800.000000,700.000000,30.000000,0.002648,0.003237,-0.000596,0.000596,0.002599,5.460841,0.048486,0.040986,15.467406,36.324918,0.015214,0.290430,0.985226,0.002600,8.405707,2.946198,13.316815,7.473936
wave52r_promotion_h08_global_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,global,backward,data\polished_dataset\backward\30degree\1800rpm\1800.0rpm700.0Nm30.0deg.csv,1800.000000,700.000000,30.000000,0.004466,0.005282,0.000535,0.000535,0.004450,7.880563,0.056670,0.045819,19.148141,48.927720,0.020843,0.351975,0.990178,0.007591,9.033802,3.727478,15.971126,8.808800
wave52r_promotion_h08_global_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,global,forward,data\polished_dataset\forward\35degree\1800rpm\1800.0rpm900.0Nm35.0deg.csv,1800.000000,900.000000,35.000000,0.003348,0.003986,-0.000424,0.000424,0.003332,6.803918,0.049212,0.044325,9.931465,41.821990,0.016632,0.292558,0.988819,0.002373,6.640161,3.347412,12.241663,9.459073
wave52r_promotion_h08_global_seed_314159,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,global,backward,data\polished_dataset\backward\35degree\1800rpm\1800.0rpm900.0Nm35.0deg.csv,1800.000000,900.000000,35.000000,0.005556,0.006672,-0.000397,0.000397,0.005544,9.817679,0.056593,0.050560,10.660124,58.948949,0.024066,0.367504,0.992016,0.002082,6.716536,2.556545,13.716466,4.000679
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,forward,data\polished_dataset\forward\30degree\100rpm\100.0rpm100.0Nm30.0deg.csv,100.000000,100.000000,30.000000,0.000991,0.001098,-0.000985,0.000985,0.000391,2.549150,0.038862,0.038468,1.015465,9.809427,0.011710,1.759214,0.998898,0.000003,9.290950,5.524774,20.289017,12.550188
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,backward,data\polished_dataset\backward\30degree\100rpm\100.0rpm100.0Nm30.0deg.csv,100.000000,100.000000,30.000000,0.001367,0.001456,0.001367,0.001367,0.000401,3.601829,0.037959,0.037660,0.786705,9.607000,0.016978,2.521691,0.997916,0.000130,4.517498,2.590887,6.970422,5.650835
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,forward,data\polished_dataset\forward\35degree\100rpm\100.0rpm100.0Nm35.0deg.csv,100.000000,100.000000,35.000000,0.000531,0.000666,-0.000316,0.000316,0.000465,1.371333,0.038748,0.038616,0.339554,10.728196,0.014744,1.885524,0.998844,0.000416,9.002644,5.944936,17.802640,17.487473
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,backward,data\polished_dataset\backward\35degree\100rpm\100.0rpm100.0Nm35.0deg.csv,100.000000,100.000000,35.000000,0.001110,0.001201,0.001108,0.001108,0.000371,2.946888,0.037680,0.037349,0.878819,8.837261,0.014068,2.596071,0.998268,0.000466,7.483620,5.761928,16.341130,13.774989
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,forward,data\polished_dataset\forward\30degree\100rpm\100.0rpm300.0Nm30.0deg.csv,100.000000,300.000000,30.000000,0.000514,0.000614,0.000458,0.000458,0.000325,1.285340,0.039986,0.039175,2.028180,8.763155,0.014367,3.162014,0.997630,0.000420,7.270374,1.168790,21.439376,3.266536
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,backward,data\polished_dataset\backward\30degree\100rpm\100.0rpm300.0Nm30.0deg.csv,100.000000,300.000000,30.000000,0.000335,0.000423,-0.000185,0.000185,0.000302,0.879720,0.038071,0.036924,3.011390,9.010846,0.012682,3.358735,0.997799,0.000933,6.856154,0.203131,10.479215,0.466173
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,forward,data\polished_dataset\forward\30degree\100rpm\100.0rpm400.0Nm30.0deg.csv,100.000000,400.000000,30.000000,0.000498,0.000607,0.000440,0.000440,0.000332,1.233750,0.040356,0.039534,2.037719,8.148942,0.015009,3.876373,0.997487,0.000919,2.179997,1.195058,3.733878,2.370622
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,backward,data\polished_dataset\backward\30degree\100rpm\100.0rpm400.0Nm30.0deg.csv,100.000000,400.000000,30.000000,0.000495,0.000602,-0.000422,0.000422,0.000343,1.272850,0.038894,0.037053,4.733040,8.146917,0.017393,3.898570,0.996913,0.000363,4.447140,1.586976,10.058648,4.477822
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,forward,data\polished_dataset\forward\35degree\100rpm\100.0rpm500.0Nm35.0deg.csv,100.000000,500.000000,35.000000,0.000824,0.000911,0.000813,0.000813,0.000328,2.034293,0.040494,0.040141,0.872053,7.904899,0.015855,5.126205,0.996992,0.000288,5.362761,2.331921,8.521053,5.520103
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,backward,data\polished_dataset\backward\35degree\100rpm\100.0rpm500.0Nm35.0deg.csv,100.000000,500.000000,35.000000,0.000407,0.000504,-0.000283,0.000283,0.000333,1.049080,0.038803,0.037331,3.791619,7.711051,0.017788,4.889154,0.996481,0.000008,3.253789,1.136148,6.034912,2.507841
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,forward,data\polished_dataset\forward\35degree\100rpm\100.0rpm600.0Nm35.0deg.csv,100.000000,600.000000,35.000000,0.000368,0.000458,0.000050,0.000050,0.000366,0.892737,0.041225,0.040350,2.122103,8.211066,0.019525,6.217183,0.996343,0.000507,7.948389,4.416682,12.163905,11.771476
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,backward,data\polished_dataset\backward\35degree\100rpm\100.0rpm600.0Nm35.0deg.csv,100.000000,600.000000,35.000000,0.001031,0.001100,-0.001030,0.001030,0.000307,2.610736,0.039478,0.037774,4.318342,8.219670,0.017534,5.678836,0.995894,0.000928,3.629003,1.379764,10.558412,3.160604
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,forward,data\polished_dataset\forward\35degree\100rpm\100.0rpm900.0Nm35.0deg.csv,100.000000,900.000000,35.000000,0.000392,0.000488,-0.000194,0.000194,0.000355,0.930989,0.042076,0.041075,2.379617,7.820348,0.024662,9.164381,0.993752,0.000445,28.343821,2.511729,94.409026,4.731428
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,backward,data\polished_dataset\backward\35degree\100rpm\100.0rpm900.0Nm35.0deg.csv,100.000000,900.000000,35.000000,0.001445,0.001513,-0.001445,0.001445,0.000360,3.590504,0.040238,0.038991,3.099861,8.134525,0.021545,7.301513,0.995387,0.000730,8.902470,5.269738,14.971756,15.271452
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,forward,data\polished_dataset\forward\30degree\100rpm\100.0rpm1000.0Nm30.0deg.csv,100.000000,1000.000000,30.000000,0.000397,0.000501,0.000143,0.000143,0.000383,0.936875,0.042379,0.041368,2.386586,8.697544,0.027404,9.381791,0.993454,0.000148,3.002714,2.999766,6.927315,5.235311
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,backward,data\polished_dataset\backward\30degree\100rpm\100.0rpm1000.0Nm30.0deg.csv,100.000000,1000.000000,30.000000,0.000460,0.000578,-0.000296,0.000296,0.000396,1.119963,0.041064,0.039509,3.785144,9.945064,0.024677,7.814180,0.995138,0.000175,4.340908,0.527438,11.205593,1.493712
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,forward,data\polished_dataset\forward\30degree\100rpm\100.0rpm1100.0Nm30.0deg.csv,100.000000,1100.000000,30.000000,0.000465,0.000576,0.000333,0.000333,0.000378,1.068411,0.043533,0.041763,4.066638,8.291108,0.029591,10.881231,0.991894,0.000466,3.987973,1.664219,8.868770,3.543390
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,backward,data\polished_dataset\backward\30degree\100rpm\100.0rpm1100.0Nm30.0deg.csv,100.000000,1100.000000,30.000000,0.000434,0.000543,0.000017,0.000017,0.000434,1.031065,0.042085,0.039843,5.327213,10.716675,0.027695,8.981602,0.994870,0.001175,3.027059,3.392404,5.511882,8.281334
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,forward,data\polished_dataset\forward\30degree\200rpm\200.0rpm100.0Nm30.0deg.csv,200.000000,100.000000,30.000000,0.000555,0.000704,-0.000337,0.000337,0.000486,1.395643,0.039770,0.038462,3.289015,11.754029,0.012808,0.850144,0.996946,0.000470,8.958586,4.842924,19.638686,9.308290
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,backward,data\polished_dataset\backward\30degree\200rpm\200.0rpm100.0Nm30.0deg.csv,200.000000,100.000000,30.000000,0.001492,0.001599,0.001492,0.001492,0.000472,3.889786,0.038365,0.037466,2.342620,9.579144,0.013208,0.929752,0.996267,0.000080,4.632379,1.139047,7.784528,2.387093
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,forward,data\polished_dataset\forward\30degree\200rpm\200.0rpm200.0Nm30.0deg.csv,200.000000,200.000000,30.000000,0.000482,0.000592,-0.000065,0.000065,0.000480,1.213378,0.039734,0.038831,2.274198,11.083659,0.013256,0.945236,0.996377,0.000397,7.425205,0.813415,19.859936,1.783326
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,backward,data\polished_dataset\backward\30degree\200rpm\200.0rpm200.0Nm30.0deg.csv,200.000000,200.000000,30.000000,0.000714,0.000856,0.000561,0.000561,0.000518,1.862171,0.038338,0.037146,3.108594,11.886863,0.014737,0.998223,0.996324,0.000000,6.978510,1.575216,12.751356,2.330958
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,forward,data\polished_dataset\forward\25degree\200rpm\200.0rpm300.0Nm25.0deg.csv,200.000000,300.000000,25.000000,0.000463,0.000576,0.000327,0.000327,0.000380,1.155505,0.040080,0.038410,4.167057,8.344859,0.009581,0.785234,0.997004,0.000184,6.016455,0.689183,13.724777,1.936984
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,backward,data\polished_dataset\backward\25degree\200rpm\200.0rpm300.0Nm25.0deg.csv,200.000000,300.000000,25.000000,0.000577,0.000720,-0.000161,0.000161,0.000562,1.471349,0.039192,0.037396,4.583138,12.972960,0.015312,0.913324,0.996644,0.001302,5.524480,0.474016,8.259546,0.597236
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,forward,data\polished_dataset\forward\25degree\200rpm\200.0rpm900.0Nm25.0deg.csv,200.000000,900.000000,25.000000,0.000672,0.000838,0.000366,0.000366,0.000604,1.604066,0.041894,0.040432,3.489757,12.017325,0.016875,0.989693,0.996430,0.001124,2.501072,2.671374,6.882422,7.316185
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,backward,data\polished_dataset\backward\25degree\200rpm\200.0rpm900.0Nm25.0deg.csv,200.000000,900.000000,25.000000,0.000568,0.000715,0.000292,0.000292,0.000515,1.397273,0.040639,0.038992,4.051508,11.997589,0.014527,1.175951,0.996416,0.000336,5.689551,2.029819,13.069070,4.774684
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,forward,data\polished_dataset\forward\35degree\300rpm\300.0rpm100.0Nm35.0deg.csv,300.000000,100.000000,35.000000,0.000437,0.000542,0.000247,0.000247,0.000386,1.111444,0.039301,0.038743,1.420172,9.004314,0.008843,0.748334,0.994306,0.000254,4.011795,2.635790,9.696761,4.138296
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,backward,data\polished_dataset\backward\35degree\300rpm\300.0rpm100.0Nm35.0deg.csv,300.000000,100.000000,35.000000,0.001709,0.001778,0.001709,0.001709,0.000399,4.458828,0.038324,0.037194,2.948995,8.990503,0.009546,0.809739,0.993642,0.000024,5.315064,1.391640,8.625768,3.098131
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,forward,data\polished_dataset\forward\30degree\300rpm\300.0rpm200.0Nm30.0deg.csv,300.000000,200.000000,30.000000,0.000359,0.000449,0.000229,0.000229,0.000310,0.914965,0.039280,0.038792,1.241013,7.942178,0.008507,0.776960,0.991648,0.000166,9.285244,1.193862,26.741618,2.930869
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,backward,data\polished_dataset\backward\30degree\300rpm\300.0rpm200.0Nm30.0deg.csv,300.000000,200.000000,30.000000,0.000471,0.000576,-0.000403,0.000403,0.000329,1.240739,0.037986,0.037312,1.773464,8.449793,0.009222,0.960893,0.991102,0.000077,7.028120,1.450393,11.752592,3.991325
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,forward,data\polished_dataset\forward\25degree\300rpm\300.0rpm800.0Nm25.0deg.csv,300.000000,800.000000,25.000000,0.000380,0.000472,-0.000215,0.000215,0.000336,0.929808,0.040842,0.040054,1.928231,7.274392,0.009484,0.855094,0.991228,0.000112,3.376368,2.903165,8.113933,6.894372
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,backward,data\polished_dataset\backward\25degree\300rpm\300.0rpm800.0Nm25.0deg.csv,300.000000,800.000000,25.000000,0.000358,0.000450,-0.000065,0.000065,0.000354,0.898683,0.039798,0.038494,3.277142,8.554286,0.009627,0.907384,0.991890,0.000131,3.528541,1.104122,5.623029,2.616090
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,forward,data\polished_dataset\forward\25degree\300rpm\300.0rpm1000.0Nm25.0deg.csv,300.000000,1000.000000,25.000000,0.000552,0.000657,0.000507,0.000507,0.000333,1.319809,0.041859,0.040754,2.637893,8.157815,0.010048,0.875234,0.990064,0.000278,1.263095,3.357403,2.979836,7.367601
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,backward,data\polished_dataset\backward\25degree\300rpm\300.0rpm1000.0Nm25.0deg.csv,300.000000,1000.000000,25.000000,0.000393,0.000491,0.000160,0.000160,0.000373,0.970833,0.040531,0.038993,3.792699,7.807916,0.010030,0.897593,0.991950,0.000650,1.868697,1.078116,4.870065,2.056655
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,forward,data\polished_dataset\forward\30degree\400rpm\400.0rpm0.0Nm30.0deg.csv,400.000000,0.000000,30.000000,0.003713,0.003774,-0.003713,0.003713,0.000550,9.558466,0.038849,0.038027,2.114146,10.424792,0.009562,0.706688,0.993822,0.000247,12.333416,7.611770,28.083968,14.625693
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,backward,data\polished_dataset\backward\30degree\400rpm\400.0rpm0.0Nm30.0deg.csv,400.000000,0.000000,30.000000,0.000437,0.000542,0.000093,0.000093,0.000430,1.102377,0.039649,0.037625,5.103779,9.375026,0.010111,0.750428,0.989027,0.000062,21.919669,13.218620,50.084660,37.936777
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,forward,data\polished_dataset\forward\25degree\400rpm\400.0rpm300.0Nm25.0deg.csv,400.000000,300.000000,25.000000,0.000565,0.000686,0.000452,0.000452,0.000415,1.425471,0.039640,0.038404,3.118030,8.711797,0.009332,0.749714,0.988307,0.000219,5.124522,0.704329,15.349793,1.333571
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,backward,data\polished_dataset\backward\25degree\400rpm\400.0rpm300.0Nm25.0deg.csv,400.000000,300.000000,25.000000,0.000369,0.000459,0.000056,0.000056,0.000365,0.953278,0.038667,0.037231,3.714058,8.637750,0.010664,0.965879,0.981919,0.000279,3.303441,2.382821,7.092984,6.059698
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,forward,data\polished_dataset\forward\25degree\400rpm\400.0rpm400.0Nm25.0deg.csv,400.000000,400.000000,25.000000,0.000468,0.000573,0.000205,0.000205,0.000440,1.158097,0.040393,0.038770,4.016603,8.705121,0.009786,0.785722,0.987871,0.000529,4.297563,1.019390,7.963192,2.687818
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,backward,data\polished_dataset\backward\25degree\400rpm\400.0rpm400.0Nm25.0deg.csv,400.000000,400.000000,25.000000,0.000483,0.000584,-0.000023,0.000023,0.000482,1.245533,0.038756,0.037401,3.495235,9.630713,0.012667,1.111823,0.984676,0.000769,3.804804,1.124729,6.346052,2.584301
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,forward,data\polished_dataset\forward\35degree\400rpm\400.0rpm600.0Nm35.0deg.csv,400.000000,600.000000,35.000000,0.001031,0.001268,-0.000822,0.000822,0.000797,2.433941,0.042357,0.040006,5.550246,13.566849,0.014050,0.845071,0.992879,0.001358,4.354963,3.308633,9.537309,5.710602
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,backward,data\polished_dataset\backward\35degree\400rpm\400.0rpm600.0Nm35.0deg.csv,400.000000,600.000000,35.000000,0.000719,0.000861,-0.000660,0.000660,0.000447,1.799971,0.039971,0.038514,3.643516,9.490194,0.011728,0.971568,0.985275,0.000166,3.631630,0.785259,6.393476,2.042592
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,forward,data\polished_dataset\forward\25degree\400rpm\400.0rpm700.0Nm25.0deg.csv,400.000000,700.000000,25.000000,0.000492,0.000609,0.000334,0.000334,0.000407,1.205421,0.040822,0.039676,2.806185,9.377191,0.010187,0.816934,0.984760,0.000755,2.449282,1.262603,3.785719,2.467186
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,backward,data\polished_dataset\backward\25degree\400rpm\400.0rpm700.0Nm25.0deg.csv,400.000000,700.000000,25.000000,0.000456,0.000567,0.000270,0.000270,0.000401,1.153798,0.039487,0.038056,3.623020,9.296927,0.011804,1.037371,0.981206,0.000194,1.079415,1.222244,2.703954,2.867071
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,forward,data\polished_dataset\forward\30degree\400rpm\400.0rpm700.0Nm30.0deg.csv,400.000000,700.000000,30.000000,0.001468,0.001792,-0.001374,0.001374,0.001006,3.413031,0.043017,0.039651,7.825130,13.483592,0.016178,0.905893,0.993504,0.000258,7.259635,3.601157,10.740629,9.402542
wave52r_promotion_k01_global_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,global,backward,data\polished_dataset\backward\30degree\400rpm\400.0rpm700.0Nm30.0deg.csv,400.000000,700.000000,30.000000,0.001907,0.001977,0.001907,0.001907,0.000422,4.805126,0.039678,0.038856,2.072351,9.121712,0.011834,1.031695,0.982793,0.000350,2.340432,2.119172,5.699845,3.362417
