candidate_id,candidate_family,candidate_source_label,candidate_surface,direction_label,source_file_path,speed_rpm,torque_nm,oil_temperature_deg,harmonic_order,truth_amplitude_deg,predicted_amplitude_deg,amplitude_error_pct,phase_error_deg
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\500rpm\500.0rpm1400.0Nm35.0deg.csv,500.000000,1400.000000,35.000000,3,0.000936,0.000942,0.583039,0.246912
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\500rpm\500.0rpm1400.0Nm35.0deg.csv,500.000000,1400.000000,35.000000,4,0.000067,0.000023,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\500rpm\500.0rpm1400.0Nm35.0deg.csv,500.000000,1400.000000,35.000000,5,0.000027,0.000019,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\500rpm\500.0rpm1400.0Nm35.0deg.csv,500.000000,1400.000000,35.000000,6,0.000031,0.000084,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\500rpm\500.0rpm1400.0Nm35.0deg.csv,500.000000,1400.000000,35.000000,8,0.000047,0.000011,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\500rpm\500.0rpm1400.0Nm35.0deg.csv,500.000000,1400.000000,35.000000,10,0.000026,0.000003,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\500rpm\500.0rpm1400.0Nm35.0deg.csv,500.000000,1400.000000,35.000000,12,0.000063,0.000007,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\500rpm\500.0rpm1400.0Nm35.0deg.csv,500.000000,1400.000000,35.000000,19,0.000023,0.000005,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\500rpm\500.0rpm1600.0Nm30.0deg.csv,500.000000,1600.000000,30.000000,1,0.017086,0.017013,0.430041,0.079685
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\500rpm\500.0rpm1600.0Nm30.0deg.csv,500.000000,1600.000000,30.000000,2,0.000331,0.000307,7.305693,3.913813
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\500rpm\500.0rpm1600.0Nm30.0deg.csv,500.000000,1600.000000,30.000000,3,0.001084,0.001189,9.644265,2.663224
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\500rpm\500.0rpm1600.0Nm30.0deg.csv,500.000000,1600.000000,30.000000,4,0.000056,0.000031,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\500rpm\500.0rpm1600.0Nm30.0deg.csv,500.000000,1600.000000,30.000000,5,0.000057,0.000032,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\500rpm\500.0rpm1600.0Nm30.0deg.csv,500.000000,1600.000000,30.000000,6,0.000035,0.000027,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\500rpm\500.0rpm1600.0Nm30.0deg.csv,500.000000,1600.000000,30.000000,8,0.000068,0.000015,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\500rpm\500.0rpm1600.0Nm30.0deg.csv,500.000000,1600.000000,30.000000,10,0.000031,0.000012,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\500rpm\500.0rpm1600.0Nm30.0deg.csv,500.000000,1600.000000,30.000000,12,0.000050,0.000010,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\500rpm\500.0rpm1600.0Nm30.0deg.csv,500.000000,1600.000000,30.000000,19,0.000022,0.000009,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\25degree\500rpm\500.0rpm1700.0Nm25.0deg.csv,500.000000,1700.000000,25.000000,1,0.017042,0.017117,0.440984,0.042293
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\25degree\500rpm\500.0rpm1700.0Nm25.0deg.csv,500.000000,1700.000000,25.000000,2,0.000324,0.000302,6.833290,13.055066
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\25degree\500rpm\500.0rpm1700.0Nm25.0deg.csv,500.000000,1700.000000,25.000000,3,0.001190,0.001184,0.529417,0.157964
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\25degree\500rpm\500.0rpm1700.0Nm25.0deg.csv,500.000000,1700.000000,25.000000,4,0.000050,0.000024,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\25degree\500rpm\500.0rpm1700.0Nm25.0deg.csv,500.000000,1700.000000,25.000000,5,0.000055,0.000030,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\25degree\500rpm\500.0rpm1700.0Nm25.0deg.csv,500.000000,1700.000000,25.000000,6,0.000010,0.000049,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\25degree\500rpm\500.0rpm1700.0Nm25.0deg.csv,500.000000,1700.000000,25.000000,8,0.000073,0.000010,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\25degree\500rpm\500.0rpm1700.0Nm25.0deg.csv,500.000000,1700.000000,25.000000,10,0.000027,0.000005,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\25degree\500rpm\500.0rpm1700.0Nm25.0deg.csv,500.000000,1700.000000,25.000000,12,0.000049,0.000005,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\25degree\500rpm\500.0rpm1700.0Nm25.0deg.csv,500.000000,1700.000000,25.000000,19,0.000044,0.000003,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\600rpm\600.0rpm100.0Nm30.0deg.csv,600.000000,100.000000,30.000000,1,0.017237,0.017275,0.220552,0.208629
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\600rpm\600.0rpm100.0Nm30.0deg.csv,600.000000,100.000000,30.000000,2,0.000329,0.000330,0.425897,1.192069
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\600rpm\600.0rpm100.0Nm30.0deg.csv,600.000000,100.000000,30.000000,3,0.000769,0.000800,4.010215,2.786360
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\600rpm\600.0rpm100.0Nm30.0deg.csv,600.000000,100.000000,30.000000,4,0.000048,0.000029,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\600rpm\600.0rpm100.0Nm30.0deg.csv,600.000000,100.000000,30.000000,5,0.000055,0.000022,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\600rpm\600.0rpm100.0Nm30.0deg.csv,600.000000,100.000000,30.000000,6,0.000020,0.000004,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\600rpm\600.0rpm100.0Nm30.0deg.csv,600.000000,100.000000,30.000000,8,0.000048,0.000013,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\600rpm\600.0rpm100.0Nm30.0deg.csv,600.000000,100.000000,30.000000,10,0.000020,0.000008,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\600rpm\600.0rpm100.0Nm30.0deg.csv,600.000000,100.000000,30.000000,12,0.000004,0.000009,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\600rpm\600.0rpm100.0Nm30.0deg.csv,600.000000,100.000000,30.000000,19,0.000034,0.000007,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm100.0Nm35.0deg.csv,600.000000,100.000000,35.000000,1,0.017280,0.017277,0.015618,0.426016
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm100.0Nm35.0deg.csv,600.000000,100.000000,35.000000,2,0.000335,0.000318,5.218583,5.745185
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm100.0Nm35.0deg.csv,600.000000,100.000000,35.000000,3,0.000792,0.000787,0.596219,3.861320
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm100.0Nm35.0deg.csv,600.000000,100.000000,35.000000,4,0.000052,0.000028,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm100.0Nm35.0deg.csv,600.000000,100.000000,35.000000,5,0.000050,0.000021,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm100.0Nm35.0deg.csv,600.000000,100.000000,35.000000,6,0.000021,0.000011,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm100.0Nm35.0deg.csv,600.000000,100.000000,35.000000,8,0.000067,0.000013,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm100.0Nm35.0deg.csv,600.000000,100.000000,35.000000,10,0.000011,0.000007,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm100.0Nm35.0deg.csv,600.000000,100.000000,35.000000,12,0.000035,0.000009,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm100.0Nm35.0deg.csv,600.000000,100.000000,35.000000,19,0.000023,0.000006,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm200.0Nm35.0deg.csv,600.000000,200.000000,35.000000,1,0.017152,0.017221,0.402296,0.063173
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm200.0Nm35.0deg.csv,600.000000,200.000000,35.000000,2,0.000356,0.000316,11.208412,0.852350
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm200.0Nm35.0deg.csv,600.000000,200.000000,35.000000,3,0.000803,0.000792,1.391275,2.514628
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm200.0Nm35.0deg.csv,600.000000,200.000000,35.000000,4,0.000043,0.000034,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm200.0Nm35.0deg.csv,600.000000,200.000000,35.000000,5,0.000040,0.000023,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm200.0Nm35.0deg.csv,600.000000,200.000000,35.000000,6,0.000003,0.000016,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm200.0Nm35.0deg.csv,600.000000,200.000000,35.000000,8,0.000036,0.000011,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm200.0Nm35.0deg.csv,600.000000,200.000000,35.000000,10,0.000001,0.000005,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm200.0Nm35.0deg.csv,600.000000,200.000000,35.000000,12,0.000034,0.000007,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm200.0Nm35.0deg.csv,600.000000,200.000000,35.000000,19,0.000027,0.000004,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\600rpm\600.0rpm500.0Nm30.0deg.csv,600.000000,500.000000,30.000000,1,0.017066,0.017140,0.435649,0.125141
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\600rpm\600.0rpm500.0Nm30.0deg.csv,600.000000,500.000000,30.000000,2,0.000331,0.000325,2.004221,1.930245
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\600rpm\600.0rpm500.0Nm30.0deg.csv,600.000000,500.000000,30.000000,3,0.000863,0.000836,3.088559,1.160166
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\600rpm\600.0rpm500.0Nm30.0deg.csv,600.000000,500.000000,30.000000,4,0.000043,0.000045,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\600rpm\600.0rpm500.0Nm30.0deg.csv,600.000000,500.000000,30.000000,5,0.000030,0.000027,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\600rpm\600.0rpm500.0Nm30.0deg.csv,600.000000,500.000000,30.000000,6,0.000018,0.000023,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\600rpm\600.0rpm500.0Nm30.0deg.csv,600.000000,500.000000,30.000000,8,0.000094,0.000011,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\600rpm\600.0rpm500.0Nm30.0deg.csv,600.000000,500.000000,30.000000,10,0.000022,0.000006,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\600rpm\600.0rpm500.0Nm30.0deg.csv,600.000000,500.000000,30.000000,12,0.000022,0.000006,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\600rpm\600.0rpm500.0Nm30.0deg.csv,600.000000,500.000000,30.000000,19,0.000035,0.000004,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm500.0Nm35.0deg.csv,600.000000,500.000000,35.000000,1,0.017104,0.017164,0.353073,0.032410
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm500.0Nm35.0deg.csv,600.000000,500.000000,35.000000,2,0.000339,0.000314,7.233289,2.755751
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm500.0Nm35.0deg.csv,600.000000,500.000000,35.000000,3,0.000830,0.000827,0.437848,3.736572
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm500.0Nm35.0deg.csv,600.000000,500.000000,35.000000,4,0.000034,0.000046,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm500.0Nm35.0deg.csv,600.000000,500.000000,35.000000,5,0.000024,0.000031,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm500.0Nm35.0deg.csv,600.000000,500.000000,35.000000,6,0.000022,0.000033,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm500.0Nm35.0deg.csv,600.000000,500.000000,35.000000,8,0.000024,0.000009,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm500.0Nm35.0deg.csv,600.000000,500.000000,35.000000,10,0.000019,0.000008,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm500.0Nm35.0deg.csv,600.000000,500.000000,35.000000,12,0.000032,0.000006,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm500.0Nm35.0deg.csv,600.000000,500.000000,35.000000,19,0.000028,0.000006,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm700.0Nm35.0deg.csv,600.000000,700.000000,35.000000,1,0.017108,0.017128,0.112799,0.105118
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm700.0Nm35.0deg.csv,600.000000,700.000000,35.000000,2,0.000321,0.000315,1.860052,0.216776
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm700.0Nm35.0deg.csv,600.000000,700.000000,35.000000,3,0.000874,0.000855,2.146840,2.199967
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm700.0Nm35.0deg.csv,600.000000,700.000000,35.000000,4,0.000051,0.000037,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm700.0Nm35.0deg.csv,600.000000,700.000000,35.000000,5,0.000025,0.000032,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm700.0Nm35.0deg.csv,600.000000,700.000000,35.000000,6,0.000028,0.000026,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm700.0Nm35.0deg.csv,600.000000,700.000000,35.000000,8,0.000046,0.000011,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm700.0Nm35.0deg.csv,600.000000,700.000000,35.000000,10,0.000012,0.000009,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm700.0Nm35.0deg.csv,600.000000,700.000000,35.000000,12,0.000042,0.000007,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\35degree\600rpm\600.0rpm700.0Nm35.0deg.csv,600.000000,700.000000,35.000000,19,0.000010,0.000007,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\600rpm\600.0rpm1000.0Nm30.0deg.csv,600.000000,1000.000000,30.000000,1,0.017074,0.017053,0.124700,0.092706
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\600rpm\600.0rpm1000.0Nm30.0deg.csv,600.000000,1000.000000,30.000000,2,0.000322,0.000313,3.000689,1.169647
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\600rpm\600.0rpm1000.0Nm30.0deg.csv,600.000000,1000.000000,30.000000,3,0.000929,0.000938,0.918298,0.396272
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\600rpm\600.0rpm1000.0Nm30.0deg.csv,600.000000,1000.000000,30.000000,4,0.000041,0.000056,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\600rpm\600.0rpm1000.0Nm30.0deg.csv,600.000000,1000.000000,30.000000,5,0.000030,0.000028,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\600rpm\600.0rpm1000.0Nm30.0deg.csv,600.000000,1000.000000,30.000000,6,0.000038,0.000043,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\600rpm\600.0rpm1000.0Nm30.0deg.csv,600.000000,1000.000000,30.000000,8,0.000028,0.000009,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\600rpm\600.0rpm1000.0Nm30.0deg.csv,600.000000,1000.000000,30.000000,10,0.000021,0.000010,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\600rpm\600.0rpm1000.0Nm30.0deg.csv,600.000000,1000.000000,30.000000,12,0.000024,0.000007,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\600rpm\600.0rpm1000.0Nm30.0deg.csv,600.000000,1000.000000,30.000000,19,0.000027,0.000007,,
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\600rpm\600.0rpm1300.0Nm30.0deg.csv,600.000000,1300.000000,30.000000,1,0.017077,0.017042,0.205075,0.099278
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\600rpm\600.0rpm1300.0Nm30.0deg.csv,600.000000,1300.000000,30.000000,2,0.000310,0.000304,1.839070,5.305307
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\600rpm\600.0rpm1300.0Nm30.0deg.csv,600.000000,1300.000000,30.000000,3,0.001001,0.001028,2.681144,0.058391
wave52r_promotion_k01_bw_seed_314159,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,Bw,backward,data\polished_dataset\backward\30degree\600rpm\600.0rpm1300.0Nm30.0deg.csv,600.000000,1300.000000,30.000000,4,0.000044,0.000058,,
