candidate_id,run_role,run_instance_id,training_random_seed,output_directory,best_checkpoint_path,minimum_stiffness_nm_per_deg,maximum_stiffness_nm_per_deg,fitted_forward_stiffness_nm_per_deg,fitted_forward_intercept_deg,validation_mae_deg,test_mae_deg,test_rmse_deg,test_physics_compliance_equation_loss,test_physics_zero_torque_boundary_loss,test_physics_compliance_monotonicity_loss,test_physics_stiffness_bounds_loss,mean_curve_mae_deg,mean_signed_curve_mean_error_deg,mean_absolute_curve_mean_error_deg,mean_centered_curve_mae_deg,mean_peak_to_peak_error_pct,mean_harmonic_amplitude_error_pct,mean_harmonic_phase_error_deg,raw_error_improves_control,offset_error_improves_control,centered_shape_within_gate,harmonic_amplitude_within_gate,harmonic_phase_within_gate,run_curve_first_gate_pass
phase3_c1_linear_compliance_soft_Fw,initial_screen,2026-07-26-18-14-00__te_phase3_pinn_c1_linear_compliance_soft_fw__polished_setpoints,,output/training_runs/quasi_static_compliance_pinn/2026-07-26-18-14-00__te_phase3_pinn_c1_linear_compliance_soft_fw__polished_setpoints,output/training_runs/quasi_static_compliance_pinn/2026-07-26-18-14-00__te_phase3_pinn_c1_linear_compliance_soft_fw__polished_setpoints/checkpoints/quasi_static_compliance_pinn-epoch=017-val_mae=0.00170183.ckpt,5000.0,100000.0,28275.587931275368,-0.022369997575879097,0.00170182716101408,0.0014947345480322838,0.0018873440567404032,0.00021757249487563968,2.2791866740590194e-06,0.0,0.0,0.001843,-9e-06,0.000932,0.001481,10.0087,34.128423,21.434153,True,True,True,True,True,True
phase3_c1_fw_seed_271828,seeded_repeat,2026-07-26-20-00-21__te_phase3_pinn_c1_linear_compliance_soft_fw_seed_271828__polished_setpoints,271828,output/training_runs/quasi_static_compliance_pinn/2026-07-26-20-00-21__te_phase3_pinn_c1_linear_compliance_soft_fw_seed_271828__polished_setpoints,output/training_runs/quasi_static_compliance_pinn/2026-07-26-20-00-21__te_phase3_pinn_c1_linear_compliance_soft_fw_seed_271828__polished_setpoints/checkpoints/quasi_static_compliance_pinn-epoch=016-val_mae=0.00212320.ckpt,5000.0,100000.0,28958.11453461647,-0.022283852100372314,0.0021231968421489,0.001897743670269847,0.002340055536478758,0.0006936295540072024,2.031573785643559e-06,0.0,0.0,0.002198,7e-06,0.00135,0.001605,6.827516,45.692679,22.965806,False,False,True,False,True,False
phase3_c1_fw_seed_314159,seeded_repeat,2026-07-26-19-52-45__te_phase3_pinn_c1_linear_compliance_soft_fw_seed_314159__polished_setpoints,314159,output/training_runs/quasi_static_compliance_pinn/2026-07-26-19-52-45__te_phase3_pinn_c1_linear_compliance_soft_fw_seed_314159__polished_setpoints,output/training_runs/quasi_static_compliance_pinn/2026-07-26-19-52-45__te_phase3_pinn_c1_linear_compliance_soft_fw_seed_314159__polished_setpoints/checkpoints/quasi_static_compliance_pinn-epoch=019-val_mae=0.00167640.ckpt,5000.0,100000.0,27259.39206779003,-0.020961789414286613,0.0016763968160375953,0.0014724736101925373,0.0018639324698597193,0.000305295514408499,3.313896741019562e-06,0.0,0.0,0.001816,-0.000306,0.000872,0.001513,6.383986,41.194147,20.029616,True,True,True,True,True,True
