condition_id,split,direction,nominal_speed_rpm,nominal_torque_nm,measured_signed_torque_nm,measured_temperature_deg_c,measured_curve_mean_te_deg,measured_curve_peak_to_peak_te_deg,low_torque_condition,direction_torque_sign_pass
speed_100rpm__torque_1200Nm__temperature_30degC,train,Bw,100.0,1200.0,1200.0219514403493,30.478015637860082,0.036679357105052685,0.04192394308310599,False,True
speed_100rpm__torque_1300Nm__temperature_25degC,train,Fw,100.0,1300.0,-1300.033119622572,24.389815020576126,-0.07393357640489136,0.04375397434628878,False,True
speed_100rpm__torque_1300Nm__temperature_25degC,train,Bw,100.0,1300.0,1300.0005825140552,24.431267386831276,0.038420848649413336,0.0425330425328332,False,True
speed_100rpm__torque_1300Nm__temperature_30degC,train,Fw,100.0,1300.0,-1300.0891906783413,30.557092849794238,-0.07504394603558603,0.04444489980086493,False,True
speed_100rpm__torque_1300Nm__temperature_30degC,train,Bw,100.0,1300.0,1300.0005191761409,30.61930180041152,0.040612853224931834,0.042325023353113375,False,True
speed_100rpm__torque_1300Nm__temperature_35degC,train,Fw,100.0,1300.0,-1299.9969757884674,35.913431515269984,-0.07288975016056431,0.04464509482935036,False,True
speed_100rpm__torque_1300Nm__temperature_35degC,train,Bw,100.0,1300.0,1299.9493500186545,35.86409238683128,0.040540157874373324,0.04251613799024476,False,True
speed_100rpm__torque_1400Nm__temperature_25degC,train,Fw,100.0,1400.0,-1399.9538115441167,25.098835448377322,-0.07678455758982884,0.04337323933015115,False,True
speed_100rpm__torque_1400Nm__temperature_25degC,train,Bw,100.0,1400.0,1399.952090889458,25.217589082248363,0.0418845207454856,0.04304201756141033,False,True
speed_100rpm__torque_1400Nm__temperature_30degC,train,Fw,100.0,1400.0,-1400.0029016963738,30.695008127572017,-0.07865203561057088,0.0441616680472042,False,True
speed_100rpm__torque_1400Nm__temperature_30degC,train,Bw,100.0,1400.0,1400.0666666337,30.759653602604924,0.04448831589340993,0.04286107400289435,False,True
speed_100rpm__torque_1400Nm__temperature_35degC,train,Fw,100.0,1400.0,-1399.9968398631042,36.07877264005843,-0.0769618261862084,0.04538299101957427,False,True
speed_100rpm__torque_1400Nm__temperature_35degC,train,Bw,100.0,1400.0,1400.0985669029847,36.08572865226337,0.04460361660002978,0.04362813093655821,False,True
speed_100rpm__torque_1500Nm__temperature_25degC,train,Fw,100.0,1500.0,-1499.9601165846052,24.93933760288066,-0.08134912735174292,0.044157697507572286,False,True
speed_100rpm__torque_1500Nm__temperature_25degC,train,Bw,100.0,1500.0,1499.968696360428,24.944975411522638,0.04591965500722246,0.043547945097195194,False,True
speed_100rpm__torque_1500Nm__temperature_30degC,train,Fw,100.0,1500.0,-1499.9966338042384,30.851380459776028,-0.08229083270215913,0.044782096519682596,False,True
speed_100rpm__torque_1500Nm__temperature_30degC,train,Bw,100.0,1500.0,1500.0208120851642,30.92916255144033,0.048474352586169646,0.04378208476848981,False,True
speed_100rpm__torque_1500Nm__temperature_35degC,train,Fw,100.0,1500.0,-1500.0350465573451,36.108176655469876,-0.08099076955057195,0.045814667310431816,False,True
speed_100rpm__torque_1500Nm__temperature_35degC,train,Bw,100.0,1500.0,1499.9621834557786,36.11764691358025,0.04887859181138925,0.04389486068626431,False,True
speed_100rpm__torque_1600Nm__temperature_25degC,train,Fw,100.0,1600.0,-1599.9574840412217,24.856018724279835,-0.08495841995468928,0.045174215402987675,False,True
