angular_position_deg,measured_te_deg,predicted_te_deg,residual_te_deg,speed_rpm,torque_nm,oil_temperature_deg
0.008114771917462349,-0.051507074385881424,-0.05321706458926201,-0.0017099902033805847,700.0,1400.0,30.0
0.021352646872401237,-0.051243044435977936,-0.053169965744018555,-0.001926921308040619,700.0,1400.0,30.0
0.03461206331849098,-0.050960175693035126,-0.05312379449605942,-0.002163618803024292,700.0,1400.0,30.0
0.047783803194761276,-0.050767455250024796,-0.05307901278138161,-0.0023115575313568115,700.0,1400.0,30.0
0.060860246419906616,-0.05066714808344841,-0.05303570628166199,-0.0023685581982135773,700.0,1400.0,30.0
0.07384372502565384,-0.050647199153900146,-0.052993930876255035,-0.002346731722354889,700.0,1400.0,30.0
0.08671984076499939,-0.05072805657982826,-0.052953775972127914,-0.002225719392299652,700.0,1400.0,30.0
0.09975780546665192,-0.05064799264073372,-0.05291448533535004,-0.0022664926946163177,700.0,1400.0,30.0
0.1128118634223938,-0.050543636083602905,-0.05287659913301468,-0.0023329630494117737,700.0,1400.0,30.0
0.12594731152057648,-0.050350069999694824,-0.05284001678228378,-0.0024899467825889587,700.0,1400.0,30.0
0.13903003931045532,-0.05021221935749054,-0.052805181592702866,-0.002592962235212326,700.0,1400.0,30.0
0.15194059908390045,-0.050255268812179565,-0.05277243256568909,-0.0025171637535095215,700.0,1400.0,30.0
0.16484731435775757,-0.0502987764775753,-0.05274136736989021,-0.002442590892314911,700.0,1400.0,30.0
0.17767278850078583,-0.0504244826734066,-0.052712202072143555,-0.0022877193987369537,700.0,1400.0,30.0
0.19048042595386505,-0.05057553946971893,-0.05268482863903046,-0.0021092891693115234,700.0,1400.0,30.0
0.2034681886434555,-0.050546832382678986,-0.052658893167972565,-0.002112060785293579,700.0,1400.0,30.0
0.21652275323867798,-0.050448521971702576,-0.052634719759225845,-0.0021861977875232697,700.0,1400.0,30.0
0.2298114150762558,-0.05011453852057457,-0.05261210352182388,-0.0024975650012493134,700.0,1400.0,30.0
0.24310922622680664,-0.04977263882756233,-0.052591513842344284,-0.002818875014781952,700.0,1400.0,30.0
0.2561172544956207,-0.04972685128450394,-0.05257337540388107,-0.0028465241193771362,700.0,1400.0,30.0
0.26905155181884766,-0.049752555787563324,-0.0525573268532753,-0.002804771065711975,700.0,1400.0,30.0
0.2818346917629242,-0.04992900416254997,-0.05254342406988144,-0.0026144199073314667,700.0,1400.0,30.0
0.2946884334087372,-0.050037167966365814,-0.05253142863512039,-0.0024942606687545776,700.0,1400.0,30.0
0.3077148497104645,-0.04997417330741882,-0.052521295845508575,-0.002547122538089752,700.0,1400.0,30.0
0.32074812054634094,-0.04989680275321007,-0.052513208240270615,-0.002616405487060547,700.0,1400.0,30.0
0.3338298201560974,-0.04976541921496391,-0.05250714346766472,-0.0027417242527008057,700.0,1400.0,30.0
0.34685203433036804,-0.0497000627219677,-0.05250314623117447,-0.002803083509206772,700.0,1400.0,30.0
0.35973912477493286,-0.04977443814277649,-0.05250117555260658,-0.0027267374098300934,700.0,1400.0,30.0
0.3725815415382385,-0.049885064363479614,-0.05250116065144539,-0.0026160962879657745,700.0,1400.0,30.0
0.3853120803833008,-0.05010489746928215,-0.05250304564833641,-0.0023981481790542603,700.0,1400.0,30.0
0.39816731214523315,-0.05020939186215401,-0.052506837993860245,-0.002297446131706238,700.0,1400.0,30.0
0.4111555814743042,-0.05017430707812309,-0.05251257121562958,-0.002338264137506485,700.0,1400.0,30.0
0.424115926027298,-0.05015937238931656,-0.05252015218138695,-0.002360779792070389,700.0,1400.0,30.0
0.4371595084667206,-0.0500560998916626,-0.05252962186932564,-0.00247352197766304,700.0,1400.0,30.0
0.4500897526741028,-0.050071392208337784,-0.05254078656435013,-0.0024693943560123444,700.0,1400.0,30.0
0.4629790186882019,-0.050139568746089935,-0.05255362391471863,-0.0024140551686286926,700.0,1400.0,30.0
0.47593435645103455,-0.05013870447874069,-0.05256819352507591,-0.0024294890463352203,700.0,1400.0,30.0
0.4888884127140045,-0.050139594823122025,-0.05258437618613243,-0.0024447813630104065,700.0,1400.0,30.0
0.5019603371620178,-0.050030969083309174,-0.05260227620601654,-0.002571307122707367,700.0,1400.0,30.0
0.5150355100631714,-0.04992308467626572,-0.05262169614434242,-0.002698611468076706,700.0,1400.0,30.0
0.5281298160552979,-0.049793682992458344,-0.052642595022916794,-0.0028489120304584503,700.0,1400.0,30.0
0.5411888957023621,-0.049697645008563995,-0.052664801478385925,-0.00296715646982193,700.0,1400.0,30.0
0.5541239380836487,-0.04973265156149864,-0.05268807336688042,-0.002955421805381775,700.0,1400.0,30.0
0.567055881023407,-0.04977167025208473,-0.05271252989768982,-0.0029408596456050873,700.0,1400.0,30.0
0.5798811912536621,-0.04991840571165085,-0.05273788422346115,-0.0028194785118103027,700.0,1400.0,30.0
0.5926514267921448,-0.05011732876300812,-0.05276413634419441,-0.0026468075811862946,700.0,1400.0,30.0
0.6054690480232239,-0.050277285277843475,-0.05279141664505005,-0.0025141313672065735,700.0,1400.0,30.0
