condition_id,split,direction,model_id,validity_scope,nominal_speed_rpm,nominal_torque_nm,nominal_temperature_deg_c,mae_deg,rmse_deg,centered_mae_deg,centered_rmse_deg,offset_abs_error_deg,peak_to_peak_abs_error_deg,derivative_mae_deg_per_sample,periodic_closure_error_deg,retained_amplitude_mae_deg,retained_phase_mae_rad,curve_materialization_runtime_microseconds,prediction_memory_bytes
speed_400rpm__torque_500Nm__temperature_30degC,train,Bw,PF_E_REDUCED_QUADRATIC,valid_common_split,400.0,500.0,30.0,0.0007069417070869773,0.0008634065325516301,0.0005304955757791023,0.0006606773189004729,0.0005558563849982403,0.0019583500018666156,0.0006778418831866464,0.00022585695874144385,5.979393091049042e-05,0.2885185856170287,163.69996592402458,16384
speed_400rpm__torque_500Nm__temperature_30degC,train,Bw,PF_B_RECOVERED_ONNX,out_of_domain_bw_stress_only,400.0,500.0,30.0,0.05254381784647151,0.05255816776122772,0.0009811978202276745,0.0012280897907644753,0.052543817846471504,0.0017419472841281314,0.000702289602207345,9.273656681546907e-05,0.0003938481613282847,0.9971816959750144,51.85030310127429,16384
speed_400rpm__torque_500Nm__temperature_30degC,train,Bw,PF_C_PLC_ORDER10,valid_recovered_plc,400.0,500.0,30.0,0.0005389280965013059,0.0006761168118922626,0.0005300062813341513,0.0006648682332954759,0.00012281765214296365,0.001622680336804086,0.0006736123682559978,0.0005327927103590951,6.968863396506554e-05,0.08638035428369603,170.69990281015635,16384
speed_400rpm__torque_500Nm__temperature_30degC,train,Bw,PF_D_DIRECT_ORACLE,target_leaking_ceiling_only,400.0,500.0,30.0,0.0003890827152047657,0.0004762874001912102,0.00038908271520476565,0.0004762874001912102,1.734723475976807e-18,0.0008268450232681163,0.0006650529690922229,0.00049719974021371,6.806380305047889e-19,1.663021572303099e-15,68.60005669295788,16384
speed_400rpm__torque_600Nm__temperature_30degC,train,Fw,PF_A_LOCAL_QUADRATIC,valid_common_split,400.0,600.0,30.0,0.0011087333884853181,0.001278665531184269,0.0005736922434526273,0.0007117241088498564,0.0010622778984430703,0.0022512497280805857,0.000752146879071,0.0003124873714309487,4.21525922885796e-05,0.4104530558211668,244.70000062137842,16384
speed_400rpm__torque_600Nm__temperature_30degC,train,Fw,PF_A_PAPER_QUADRATIC,valid_common_split,400.0,600.0,30.0,0.0013238205778851606,0.0016264526741840966,0.0009649300573950561,0.0012316306133902208,0.0010622778984430634,0.006290629068599375,0.0007544829893449945,1.2210346498418845e-05,0.00032889824735975333,0.9530983273117815,445.0000124052167,16384
speed_400rpm__torque_600Nm__temperature_30degC,train,Fw,PF_E_REDUCED_QUADRATIC,valid_common_split,400.0,600.0,30.0,0.001112804440579895,0.001290541533926115,0.0005924504020468403,0.0007328459028115959,0.0010622778984430703,0.0022445236549194433,0.000752192699838728,0.00033251701255504126,7.234547287145919e-05,0.5450971191435203,170.8000199869275,16384
speed_400rpm__torque_600Nm__temperature_30degC,train,Fw,PF_B_RECOVERED_ONNX,valid_recovered_fw,400.0,600.0,30.0,0.0009805456912182731,0.0012043159250501518,0.0007510870294213739,0.000941986055682547,0.0007503593260758737,0.0036545382513935784,0.0007512425911212696,9.819255688547218e-05,0.0001971761315996249,0.7147578231215767,51.850186685952465,16384
speed_400rpm__torque_600Nm__temperature_30degC,train,Fw,PF_C_PLC_ORDER10,valid_recovered_plc,400.0,600.0,30.0,1.9889716198200684,2.004198742018945,0.20016131889970096,0.24658567083400204,1.9889716198200684,1.3618679447785669,0.06657458421882428,0.059617204885435315,0.10095635841206245,1.5289893552728149,172.00002912431955,16384
speed_400rpm__torque_600Nm__temperature_30degC,train,Fw,PF_D_DIRECT_ORACLE,target_leaking_ceiling_only,400.0,600.0,30.0,0.0004330584822081834,0.0005459638925344509,0.0004330584822081835,0.0005459638925344509,6.938893903907228e-18,0.0008330398218777194,0.0007372593179230569,0.00030780437214009485,1.3130892977879998e-18,1.9970522149550775e-15,40.39995837956667,16384
speed_400rpm__torque_600Nm__temperature_30degC,train,Bw,PF_A_LOCAL_QUADRATIC,valid_common_split,400.0,600.0,30.0,0.0010507882099375808,0.001278258769327361,0.0006958479554348665,0.0008355308050667653,0.0009673850087461473,0.00188091623241491,0.0010161717869761585,0.0003746102302661161,4.3608292310599574e-05,0.1381139741087164,219.59992591291666,16384
speed_400rpm__torque_600Nm__temperature_30degC,train,Bw,PF_A_PAPER_QUADRATIC,valid_common_split,400.0,600.0,30.0,0.001197765610538529,0.0014755003556040076,0.0009056381874347939,0.0011141218713591303,0.0009673850087461456,0.004336339510193764,0.0010384374321361785,8.218546041834085e-06,0.0002784913476546499,1.1989032250522509,471.699982881546,16384
speed_400rpm__torque_600Nm__temperature_30degC,train,Bw,PF_E_REDUCED_QUADRATIC,valid_common_split,400.0,600.0,30.0,0.0010553128363849898,0.001281934703192968,0.000698233269738246,0.0008411437618526697,0.0009673850087461473,0.001979664191181764,0.0010162354459106917,0.00029308435328304766,6.121549873252613e-05,0.2863681767741515,171.80002760142088,16384
speed_400rpm__torque_600Nm__temperature_30degC,train,Bw,PF_B_RECOVERED_ONNX,out_of_domain_bw_stress_only,400.0,600.0,30.0,0.05932302456639679,0.05933960804398109,0.0011230675728965637,0.001402796887646048,0.059323024566396786,0.0020570166989675107,0.0010395996502806722,9.819255688547218e-05,0.00042144246628293957,1.0563958939438827,51.450300055476944,16384
speed_400rpm__torque_600Nm__temperature_30degC,train,Bw,PF_C_PLC_ORDER10,valid_recovered_plc,400.0,600.0,30.0,0.0008279669512044354,0.0010024839808092892,0.0007017253876429165,0.0008431775314152335,0.0005422414428054648,0.0015195646732069426,0.0010130095584167946,0.0006128102532774946,6.869971547894104e-05,0.07660844268202549,171.99991270899773,16384
speed_400rpm__torque_600Nm__temperature_30degC,train,Bw,PF_D_DIRECT_ORACLE,target_leaking_ceiling_only,400.0,600.0,30.0,0.0005894422484589874,0.0006944370425263468,0.0005894422484589874,0.0006944370425263468,0.0,0.0009362092188713797,0.0010102830118865732,0.0003477741909774165,2.740622158227247e-19,1.4420370761689426e-15,38.800062611699104,16384
speed_400rpm__torque_700Nm__temperature_35degC,train,Fw,PF_A_LOCAL_QUADRATIC,valid_common_split,400.0,700.0,35.0,0.0007615179194511317,0.0009562870772621708,0.0006795262015291497,0.000850726608833251,0.00043674845295856024,0.002486439758746871,0.000996523079130227,0.0003682371551366713,3.901763774750024e-05,0.2769047666544728,220.40004841983318,16384
speed_400rpm__torque_700Nm__temperature_35degC,train,Fw,PF_A_PAPER_QUADRATIC,valid_common_split,400.0,700.0,35.0,0.001162005915945815,0.0014166015192186544,0.00110122371712639,0.0013475943948721729,0.00043674845295856024,0.007053329375084634,0.0010038102827366084,6.7397748631098375e-06,0.00035384199173294823,0.9925015288426378,592.9999751970172,16384
speed_400rpm__torque_700Nm__temperature_35degC,train,Fw,PF_E_REDUCED_QUADRATIC,valid_common_split,400.0,700.0,35.0,0.0007751783853742198,0.0009789544886589783,0.0006895759414851712,0.0008761293738391951,0.00043674845295856024,0.00256127028179598,0.0009962949719946792,0.00032784613330264986,8.363796004186346e-05,0.4548318980647223,199.0000018849969,16384
speed_400rpm__torque_700Nm__temperature_35degC,train,Fw,PF_B_RECOVERED_ONNX,valid_recovered_fw,400.0,700.0,35.0,0.0018725613012151746,0.0021266808576120033,0.0008886326092756602,0.0010808246896800535,0.001831553837677538,0.0042190505563167585,0.000999133648029071,0.00011464386309302521,0.00022068613688219934,0.7048481682765378,52.25018973174981,16384
speed_400rpm__torque_700Nm__temperature_35degC,train,Fw,PF_C_PLC_ORDER10,valid_recovered_plc,400.0,700.0,35.0,4.0862543824631485,4.120906274819302,0.4247297189219132,0.5332857092083126,4.086254382463149,3.0150146910871474,0.14814669415833148,0.2178985090642387,0.21909367994601014,1.5540949893050708,179.90008927881718,16384
speed_400rpm__torque_700Nm__temperature_35degC,train,Fw,PF_D_DIRECT_ORACLE,target_leaking_ceiling_only,400.0,700.0,35.0,0.0005762705800347527,0.0007151945097051721,0.0005762705800347527,0.0007151945097051721,1.3877787807814457e-17,0.001494083857310806,0.000984739342919371,0.00010420956745363016,1.1557293991425342e-18,1.4687325429936966e-15,41.49996675550938,16384
speed_400rpm__torque_700Nm__temperature_35degC,train,Bw,PF_A_LOCAL_QUADRATIC,valid_common_split,400.0,700.0,35.0,0.0006817041929354409,0.0008568888125286956,0.0005868613718055251,0.0007333918720998829,0.00044316452810966994,0.0009107843630998536,0.0007621647222553576,0.0006031306875534659,4.862850711187585e-05,0.2394469038050929,223.20006974041462,16384
speed_400rpm__torque_700Nm__temperature_35degC,train,Bw,PF_A_PAPER_QUADRATIC,valid_common_split,400.0,700.0,35.0,0.000937259921409506,0.0011583040626034233,0.0008571508923356341,0.0010701745196316946,0.00044316452810966994,0.003945255646861476,0.000797619017709738,9.635834813268018e-06,0.0002885348096638973,1.1915216032404399,444.30000707507133,16384
speed_400rpm__torque_700Nm__temperature_35degC,train,Bw,PF_E_REDUCED_QUADRATIC,valid_common_split,400.0,700.0,35.0,0.0006759335295689823,0.0008476584146715942,0.0005794042067650547,0.0007225856274441761,0.00044316452810966994,0.0011712178603983242,0.0007607971448521851,0.0004538553319924643,4.862296799549781e-05,0.31999805521684055,167.99999866634607,16384
speed_400rpm__torque_700Nm__temperature_35degC,train,Bw,PF_B_RECOVERED_ONNX,out_of_domain_bw_stress_only,400.0,700.0,35.0,0.0670805838916105,0.0670959074537681,0.0011626956447110784,0.0014338974179557249,0.0670805838916105,0.0015783555057566276,0.0008025561238543113,0.00011464386309302521,0.0004565677405513893,1.029419932792674,52.65030919286899,16384
speed_400rpm__torque_700Nm__temperature_35degC,train,Bw,PF_C_PLC_ORDER10,valid_recovered_plc,400.0,700.0,35.0,0.0007300065346853944,0.0009265530928079719,0.0005706859566360069,0.0007305143599054496,0.0005699556156087485,0.001105446170142091,0.0007563867244145729,0.0006171960691431916,7.29618714938652e-05,0.07065912363529421,200.4000125452876,16384
speed_400rpm__torque_700Nm__temperature_35degC,train,Bw,PF_D_DIRECT_ORACLE,target_leaking_ceiling_only,400.0,700.0,35.0,0.0004382662602780269,0.0005369570325170066,0.0004382662602780269,0.0005369570325170066,0.0,0.00012569005340428568,0.0007468822985759707,0.00039261641490633686,3.9452912387666966e-19,1.3580957346369537e-15,37.09993325173855,16384
speed_400rpm__torque_800Nm__temperature_25degC,train,Fw,PF_A_LOCAL_QUADRATIC,valid_common_split,400.0,800.0,25.0,0.0008383623178829583,0.0010374096827293568,0.0006671272734485791,0.000815866692718218,0.0006407654715523195,0.0029621146329056325,0.0009682442059952962,0.00033771600131220214,4.492860843143464e-05,0.21222774990474547,231.50001652538776,16384
speed_400rpm__torque_800Nm__temperature_25degC,train,Fw,PF_A_PAPER_QUADRATIC,valid_common_split,400.0,800.0,25.0,0.0012006493131308492,0.0014751248868608913,0.0010651244774420201,0.0013286884669864102,0.0006407654715523195,0.0074728284370736,0.0009811507708321313,1.000892045515539e-05,0.0003601973602777745,0.9860881494036193,432.3000321164727,16384
speed_400rpm__torque_800Nm__temperature_25degC,train,Fw,PF_E_REDUCED_QUADRATIC,valid_common_split,400.0,800.0,25.0,0.0008639765974153464,0.0010640931850466628,0.0006919238109293733,0.000849537472351332,0.0006407654715523195,0.0030001004281935695,0.0009695897202988354,0.0003115198315239917,8.984298184575585e-05,0.4735346965065889,164.09996896982193,16384
speed_400rpm__torque_800Nm__temperature_25degC,train,Fw,PF_B_RECOVERED_ONNX,valid_recovered_fw,400.0,800.0,25.0,0.0033566874638316893,0.0035394165122800765,0.0009080982944216832,0.0011225500067061787,0.0033566874638316854,0.0050365035945590525,0.0009747857455033921,9.3373238864769e-05,0.0002462958558189029,0.6894066982274725,51.45018364015512,16384
speed_400rpm__torque_800Nm__temperature_25degC,train,Fw,PF_C_PLC_ORDER10,valid_recovered_plc,400.0,800.0,25.0,7.988547149254563,8.05988344543226,0.8827048750031854,1.069969905226211,7.988547149254563,5.4476302731409625,0.3073173856825403,0.6349984586556001,0.444681045968729,1.448952179761115,172.00002912431955,16384
speed_400rpm__torque_800Nm__temperature_25degC,train,Fw,PF_D_DIRECT_ORACLE,target_leaking_ceiling_only,400.0,800.0,25.0,0.000563020828767392,0.0006658445722921791,0.0005630208287673919,0.0006658445722921791,6.938893903907228e-18,0.0018657932085978102,0.0009628258282995319,0.00010636872485188242,4.999376684238714e-19,2.471788206214064e-15,37.50005271285772,16384
speed_400rpm__torque_800Nm__temperature_25degC,train,Bw,PF_A_LOCAL_QUADRATIC,valid_common_split,400.0,800.0,25.0,0.0006628983609141445,0.0008321044861674374,0.0006551631501081768,0.0008175672893652792,0.00015485994724228486,0.0014605649099651632,0.0008856196450585987,0.0008460948462494788,4.367275359208717e-05,0.15824335215426505,244.59999985992908,16384
speed_400rpm__torque_800Nm__temperature_25degC,train,Bw,PF_A_PAPER_QUADRATIC,valid_common_split,400.0,800.0,25.0,0.0009498700700588936,0.0011779518798972306,0.0009364606113689594,0.0011677281481978306,0.00015485994724228486,0.005214406382118009,0.0009332078170659619,1.2180625932237121e-05,0.0003041473922268949,1.2112697716234821,443.600001744926,16384
speed_400rpm__torque_800Nm__temperature_25degC,train,Bw,PF_E_REDUCED_QUADRATIC,valid_common_split,400.0,800.0,25.0,0.000664932108102793,0.0008352078020415118,0.0006578036897551764,0.0008207255749220491,0.00015485994724228833,0.0019287052750422001,0.0008855788068917349,0.0007068880323598051,5.8539896699515574e-05,0.2576729562205718,166.199984960258,16384
speed_400rpm__torque_800Nm__temperature_25degC,train,Bw,PF_B_RECOVERED_ONNX,out_of_domain_bw_stress_only,400.0,800.0,25.0,0.0672418885705584,0.06725905111232217,0.0012208303416564128,0.001519334721045161,0.0672418885705584,0.0033536321372066927,0.0009313436736703454,9.3373238864769e-05,0.0004728493675280098,0.919278783335898,52.1503053856223,16384
speed_400rpm__torque_800Nm__temperature_25degC,train,Bw,PF_C_PLC_ORDER10,valid_recovered_plc,400.0,800.0,25.0,0.0007181561778032116,0.0008685633211906748,0.0006675269216692831,0.0008205552796336364,0.0002847652998227493,0.0017771390556239747,0.000879116419100862,0.0007187910975938669,7.249064002561976e-05,0.06567050139242919,172.69991803914309,16384
speed_400rpm__torque_800Nm__temperature_25degC,train,Bw,PF_D_DIRECT_ORACLE,target_leaking_ceiling_only,400.0,800.0,25.0,0.0005133636386424434,0.000640070991806536,0.0005133636386424434,0.000640070991806536,0.0,0.0017260610151623307,0.0008713686888246003,0.0004919672663111219,7.709882115452476e-19,7.140314574173424e-16,39.00006413459778,16384
speed_400rpm__torque_800Nm__temperature_30degC,train,Fw,PF_A_LOCAL_QUADRATIC,valid_common_split,400.0,800.0,30.0,0.0010535411374362454,0.0012586195333193987,0.000644741200852669,0.0007989786196756189,0.0009725000231127906,0.00256107832433633,0.0008983658457515455,0.00037857017444877655,4.608099749686867e-05,0.4731474245751093,217.2000240534544,16384
speed_400rpm__torque_800Nm__temperature_30degC,train,Fw,PF_A_PAPER_QUADRATIC,valid_common_split,400.0,800.0,30.0,0.0013628582711200095,0.0016483403105582225,0.0010763477809419462,0.0013308904855234313,0.0009725000231127975,0.007193779538532417,0.000910059764842106,1.4627272092233856e-05,0.0003643835284445961,1.0048337799445402,443.0999979376793,16384
speed_400rpm__torque_800Nm__temperature_30degC,train,Fw,PF_E_REDUCED_QUADRATIC,valid_common_split,400.0,800.0,30.0,0.0010599553142402276,0.0012743811425000495,0.0006614530988026512,0.0008235842406246902,0.0009725000231128045,0.0025663387629996023,0.0008984483405387129,0.0004239134955597579,8.1582578528256e-05,0.669182427725054,163.89996744692326,16384
speed_400rpm__torque_800Nm__temperature_30degC,train,Fw,PF_B_RECOVERED_ONNX,valid_recovered_fw,400.0,800.0,30.0,0.004593470861610351,0.004720671373985164,0.0008912687260739825,0.0010884684950422958,0.004593470861610355,0.004525987682541539,0.0009016128088335752,0.00010835852372233223,0.00024139111116963744,0.6998509460538073,50.85029548678092,16384
speed_400rpm__torque_800Nm__temperature_30degC,train,Fw,PF_C_PLC_ORDER10,valid_recovered_plc,400.0,800.0,30.0,7.985739220410974,8.05704887807655,0.8820390330294997,1.0695820339293844,7.9857392204109745,5.204056640628206,0.3058495045964038,0.39812861956466605,0.44451737167601657,1.41335851826798,174.69993326812983,16384
speed_400rpm__torque_800Nm__temperature_30degC,train,Fw,PF_D_DIRECT_ORACLE,target_leaking_ceiling_only,400.0,800.0,30.0,0.0005210712331447031,0.000636569810475819,0.0005210712331447031,0.000636569810475819,0.0,0.0017265544621377846,0.0008906032124839384,0.0002458960248403058,1.1775640262273117e-18,2.3461171277321883e-15,38.00005652010441,16384
speed_400rpm__torque_800Nm__temperature_30degC,train,Bw,PF_A_LOCAL_QUADRATIC,valid_common_split,400.0,800.0,30.0,0.0005024224113655251,0.0006306813284850225,0.0005015276749402845,0.0006292565824535657,4.236852060778007e-05,0.0008289959973886013,0.0005697294490946782,0.0005192254031330321,3.801263397439557e-05,0.1682062362879228,224.79996550828218,16384
speed_400rpm__torque_800Nm__temperature_30degC,train,Bw,PF_A_PAPER_QUADRATIC,valid_common_split,400.0,800.0,30.0,0.0008547661585982884,0.0010659329874618134,0.0008526964625560216,0.001065090626294671,4.236852060778007e-05,0.003937500514430169,0.0006314546155784484,9.03167796489912e-06,0.00030885652008342607,1.1797225764549542,438.4999629110098,16384
speed_400rpm__torque_800Nm__temperature_30degC,train,Bw,PF_E_REDUCED_QUADRATIC,valid_common_split,400.0,800.0,30.0,0.0005089312099435152,0.0006407676519896397,0.0005081179913427877,0.0006393653824675091,4.236852060778007e-05,0.0010519277509301941,0.0005718775321694907,0.00043667444072519046,6.192275020650271e-05,0.27966320773872194,165.8000983297825,16384
speed_400rpm__torque_800Nm__temperature_30degC,train,Bw,PF_B_RECOVERED_ONNX,out_of_domain_bw_stress_only,400.0,800.0,30.0,0.07628030312589101,0.07629427425549715,0.001178112775381318,0.0014600134229504223,0.07628030312589101,0.0017809510275405838,0.0006338661886927765,0.00010835852372233223,0.0004785948435007029,0.9692111718235827,51.55030081692628,16384
speed_400rpm__torque_800Nm__temperature_30degC,train,Bw,PF_C_PLC_ORDER10,valid_recovered_plc,400.0,800.0,30.0,0.0006193584533365852,0.0007683957453465334,0.0005129371642289182,0.0006466279177258367,0.00041509560041538135,0.000335681820472368,0.0005630673343350305,0.0007517350738028283,7.654254950188158e-05,0.06214328849232161,171.40002455562353,16384
speed_400rpm__torque_800Nm__temperature_30degC,train,Bw,PF_D_DIRECT_ORACLE,target_leaking_ceiling_only,400.0,800.0,30.0,0.00031884016934108616,0.00040548069625505513,0.0003188401693410861,0.00040548069625505513,0.0,0.00047882255107258714,0.0005477495865653762,0.00044031141222891645,2.394279797572156e-19,9.645062526431047e-16,37.29993477463722,16384
speed_400rpm__torque_800Nm__temperature_35degC,train,Fw,PF_A_LOCAL_QUADRATIC,valid_common_split,400.0,800.0,35.0,0.0007427367805759792,0.0009142464063549367,0.0007423080878984648,0.0009141428727793173,1.3758622012860489e-05,0.0033871246548817097,0.0011213769413791217,0.0004133301469703629,3.7831004671911076e-05,0.22253907628931552,230.30000738799572,16384
speed_400rpm__torque_800Nm__temperature_35degC,train,Fw,PF_A_PAPER_QUADRATIC,valid_common_split,400.0,800.0,35.0,0.0011803967559087317,0.0014512957635919772,0.0011802477315741872,0.0014512305446552339,1.3758622012867427e-05,0.008299477241180624,0.001128972543714749,6.695780117825512e-06,0.00037504065087075734,1.0857656531543478,435.599940828979,16384
speed_400rpm__torque_800Nm__temperature_35degC,train,Fw,PF_E_REDUCED_QUADRATIC,valid_common_split,400.0,800.0,35.0,0.000759650536397444,0.0009378472042915909,0.0007592806948030441,0.0009377462764084217,1.3758622012874366e-05,0.0034653939262568045,0.0011220975673410256,0.0003724930308655894,8.215287386888113e-05,0.40895784965781895,163.1000777706504,16384
speed_400rpm__torque_800Nm__temperature_35degC,train,Fw,PF_B_RECOVERED_ONNX,valid_recovered_fw,400.0,800.0,35.0,0.0047711040940130985,0.00491548073427016,0.0009584445211586996,0.0011825889281878812,0.004771104094013101,0.005392067518226316,0.001120943225363641,0.00012087303570955388,0.00023747748443128446,0.7789276965257086,64.95028643581561,16384
speed_400rpm__torque_800Nm__temperature_35degC,train,Fw,PF_C_PLC_ORDER10,valid_recovered_plc,400.0,800.0,35.0,7.987286534411615,8.05860609011472,0.8811563537147267,1.0697597547304525,7.987286534411614,5.246629528405406,0.30650410227635544,0.3338060602382962,0.4445537414100247,1.5498154683904892,173.80004283040762,16384
speed_400rpm__torque_800Nm__temperature_35degC,train,Fw,PF_D_DIRECT_ORACLE,target_leaking_ceiling_only,400.0,800.0,35.0,0.0006474470907284491,0.0007877229924095488,0.0006474470907284491,0.0007877229924095488,0.0,0.0024220832877432097,0.0011107014886702301,0.00028931567185549317,1.3454647793274974e-18,2.5822322675179207e-15,41.49996675550938,16384
speed_400rpm__torque_800Nm__temperature_35degC,train,Bw,PF_A_LOCAL_QUADRATIC,valid_common_split,400.0,800.0,35.0,0.0007580380931355895,0.0009225340643655992,0.0005619473645076589,0.0007009841803170514,0.0005997418435128091,0.0021241415918401355,0.0006616798367681496,0.0007126605176405801,4.959482057103449e-05,0.2109052484696156,216.39990154653788,16384
speed_400rpm__torque_800Nm__temperature_35degC,train,Bw,PF_A_PAPER_QUADRATIC,valid_common_split,400.0,800.0,35.0,0.0010540202045549053,0.0012854350043096478,0.0009143746408265828,0.0011369489308866959,0.0005997418435128091,0.0055833575262708365,0.0007148677705286295,1.0498493640931361e-05,0.00032058483221018093,1.105034407853025,444.800010882318,16384
speed_400rpm__torque_800Nm__temperature_35degC,train,Bw,PF_E_REDUCED_QUADRATIC,valid_common_split,400.0,800.0,35.0,0.0007462808516515928,0.0009125879164656415,0.0005479135092050288,0.0006878418614906754,0.0005997418435128091,0.0024781274293849617,0.0006564526775927456,0.0005515299618452305,4.928090448166344e-05,0.2882091619538702,167.89999790489674,16384
speed_400rpm__torque_800Nm__temperature_35degC,train,Bw,PF_B_RECOVERED_ONNX,out_of_domain_bw_stress_only,400.0,800.0,35.0,0.07800175419254,0.0780164923917975,0.0012201583682035686,0.0015163864962353965,0.07800175419254002,0.003226067075845017,0.0007212680574132014,0.00012087303570955388,0.0004851107251787892,1.0308451924456865,51.35029929402761,16384
speed_400rpm__torque_800Nm__temperature_35degC,train,Bw,PF_C_PLC_ORDER10,valid_recovered_plc,400.0,800.0,35.0,0.000800093648245159,0.0009640740758519679,0.000566954690861893,0.0007055719558414336,0.0006569680653273173,0.002445224378247457,0.000653026933231538,0.0006606317838858608,8.689841511964934e-05,0.05478458666134039,172.89991956204176,16384
speed_400rpm__torque_800Nm__temperature_35degC,train,Bw,PF_D_DIRECT_ORACLE,target_leaking_ceiling_only,400.0,800.0,35.0,0.0003731083506788508,0.00046455267961055286,0.0003731083506788508,0.00046455267961055286,0.0,0.0012692445684867604,0.0006407271880829286,0.0005954194535087304,4.848793049171284e-19,6.931184021791776e-16,58.900099247694016,16384
speed_400rpm__torque_1000Nm__temperature_35degC,train,Fw,PF_A_LOCAL_QUADRATIC,valid_common_split,400.0,1000.0,35.0,0.0006800097771329733,0.0008425934518704349,0.0006094187110454474,0.0007577796268350859,0.00036842063227866817,0.0023632613333924232,0.0008220951196413048,0.0005122886046133313,5.366212402701792e-05,0.20889715802290543,225.90009029954672,16384
speed_400rpm__torque_1000Nm__temperature_35degC,train,Fw,PF_A_PAPER_QUADRATIC,valid_common_split,400.0,1000.0,35.0,0.0012177278186128592,0.001532160764308718,0.0011854670572321309,0.0014872063896441748,0.00036842063227866817,0.008040482049575956,0.0008354470060526629,5.114829693682321e-06,0.00042588733468294397,1.1762816459756644,434.09992940723896,16384
speed_400rpm__torque_1000Nm__temperature_35degC,train,Fw,PF_E_REDUCED_QUADRATIC,valid_common_split,400.0,1000.0,35.0,0.0007009623615131873,0.0008680439204447569,0.0006332689418441166,0.0007859812246691969,0.00036842063227866817,0.0024714828360966473,0.0008233144194316495,0.000450015927593618,9.803486150297416e-05,0.3692291625367465,162.40007244050503,16384
speed_400rpm__torque_1000Nm__temperature_35degC,train,Fw,PF_B_RECOVERED_ONNX,valid_recovered_fw,400.0,1000.0,35.0,0.002014779483967846,0.0023024453208811352,0.000950448522145477,0.0011666956749335467,0.0019849623819455098,0.005005586003437562,0.000828186023726719,0.00013765077424469224,0.0002807131306909901,0.9429111238955659,50.65029396388225,16384
speed_400rpm__torque_1000Nm__temperature_35degC,train,Fw,PF_C_PLC_ORDER10,valid_recovered_plc,400.0,1000.0,35.0,26.769564264261902,27.035415794243708,3.058348969707565,3.7820809442943117,26.769564264261906,20.980189696478718,1.119962488805705,0.031175745718044823,1.563131543661853,1.0241940470480335,167.99999866634607,16384
speed_400rpm__torque_1000Nm__temperature_35degC,train,Fw,PF_D_DIRECT_ORACLE,target_leaking_ceiling_only,400.0,1000.0,35.0,0.0004703821447883791,0.0005645953431763428,0.0004703821447883791,0.0005645953431763428,0.0,0.0012231402541935735,0.0008077240186579246,0.0005201596423142427,1.100766372342922e-18,2.1660913803363733e-15,33.400021493434906,16384
speed_400rpm__torque_1000Nm__temperature_35degC,train,Bw,PF_A_LOCAL_QUADRATIC,valid_common_split,400.0,1000.0,35.0,0.0011998230108972202,0.0014309066671343415,0.0007601617110239668,0.0009368958084015446,0.0010815360069129122,0.0015490585849562769,0.0010571601791100295,0.0009980787153368448,6.960394776399706e-05,0.15844733011180318,216.1999000236392,16384
speed_400rpm__torque_1000Nm__temperature_35degC,train,Bw,PF_A_PAPER_QUADRATIC,valid_common_split,400.0,1000.0,35.0,0.001499057057009636,0.0018066973720921443,0.0011763468336637361,0.0014472163832943343,0.0010815360069129122,0.006124606321082124,0.0010994556052454857,1.2930442113541496e-05,0.00037964609374636606,1.1371181592420312,426.10010132193565,16384
speed_400rpm__torque_1000Nm__temperature_35degC,train,Bw,PF_E_REDUCED_QUADRATIC,valid_common_split,400.0,1000.0,35.0,0.001185274753170982,0.0014172886375094851,0.0007491644265181179,0.0009159623069561144,0.0010815360069129122,0.001957614365014626,0.0010547088042420624,0.0007984456404260473,6.500307048619525e-05,0.22830714150113923,162.29995526373386,16384
speed_400rpm__torque_1000Nm__temperature_35degC,train,Bw,PF_B_RECOVERED_ONNX,out_of_domain_bw_stress_only,400.0,1000.0,35.0,0.08646954513357272,0.08648939020726083,0.0015046721278489535,0.001852669106142624,0.08646954513357272,0.0038433663337429994,0.0011031818230938892,0.00013765077424469224,0.0005483050011049072,1.1272810721277917,50.75017831000976,16384
speed_400rpm__torque_1000Nm__temperature_35degC,train,Bw,PF_C_PLC_ORDER10,valid_recovered_plc,400.0,1000.0,35.0,0.001278617853257971,0.0015242209806375236,0.0007986332401200719,0.0009743791341057092,0.001172107034717828,0.0021846280042398664,0.0010555281081555904,0.0006824223153682404,0.00010903226010638732,0.4021437675088078,168.6000032350421,16384
speed_400rpm__torque_1000Nm__temperature_35degC,train,Bw,PF_D_DIRECT_ORACLE,target_leaking_ceiling_only,400.0,1000.0,35.0,0.0006071003634875743,0.000737086638114007,0.0006071003634875743,0.000737086638114007,3.469446951953614e-18,0.0011601914824294762,0.001041528103789156,0.0004449943110777163,7.107547575182751e-19,2.010351761604233e-15,35.90004052966833,16384
speed_400rpm__torque_1100Nm__temperature_25degC,train,Fw,PF_A_LOCAL_QUADRATIC,valid_common_split,400.0,1100.0,25.0,0.0009443769419785844,0.0011167070393520117,0.0005780615047271846,0.0007262868207347983,0.0008482582541686629,0.002251788890372433,0.0007445982829076799,0.0004696176489690576,3.684812794881125e-05,0.09076733115927421,221.40005603432655,16384
