example_file,mae_deg,rmse_deg,centered_mae_deg,centered_rmse_deg,offset_abs_error_deg,peak_to_peak_abs_error_deg,derivative_mae_deg_per_sample,periodic_closure_error_deg
reference/te_modeling/implementations/polynomial_fourier_te_predictor_matlab/Experiments/1000.0rpm600.0Nm25.0deg.csv,0.001342914981503034,0.0015898937855705218,0.0008057648845248868,0.0009809627835624872,0.0012511891410418724,0.0038771962927622097,0.0004645491222991644,8.723974051029482e-05
reference/te_modeling/implementations/polynomial_fourier_te_predictor_matlab/Experiments/300.0rpm1000.0Nm25.0deg.csv,0.0010605435860772071,0.0013342947691970424,0.0009448515842922134,0.0011390242866275281,0.0006949577005683494,0.004736445828375041,0.0004696948384398958,0.0001155228103211503
reference/te_modeling/implementations/polynomial_fourier_te_predictor_matlab/Experiments/500.0rpm100.0Nm35.0deg.csv,0.0007124601621724203,0.0008842205645769047,0.0006115241241677283,0.0007646067912131787,0.00044409735605088416,0.001889127504436039,0.0005014281115914371,9.423734196330365e-05
reference/te_modeling/implementations/polynomial_fourier_te_predictor_matlab/Experiments/500.0rpm800.0Nm35.0deg.csv,0.0010623025009328614,0.001327830396668075,0.0008047794530306898,0.0009847848101608415,0.0008906921129055584,0.004521686603924019,0.0005399327028107168,0.00011236126214113351
reference/te_modeling/implementations/polynomial_fourier_te_predictor_matlab/Experiments/700.0rpm400.0Nm30.0deg.csv,0.0012329752273219066,0.0014682698747687424,0.0007115134310204906,0.0008645832969342038,0.0011867232819051804,0.0034353111944406475,0.0005211985633079844,8.309614167287607e-05
