epoch,curve_loss,spectral_loss,derivative_loss,weak_loss,active_spectral_weight,active_derivative_weight,active_weak_weight,total_loss,curve_gradient_norm,spectral_gradient_norm,derivative_gradient_norm,weak_gradient_norm,validation_curve_mae_deg
1,0.04739933833479881,2.0751945972442627,0.0,0.0,0.5,0.0,0.0,1.0849965810775757,4.967085361480713,7416.97021484375,nan,nan,0.004333308432251215
2,0.06309650093317032,63.16241455078125,0.0,0.0,0.5,0.0,0.0,31.644304275512695,nan,nan,nan,nan,0.004298605024814606
3,0.0629311203956604,46.149810791015625,0.0,0.0,0.5,0.0,0.0,23.137836456298828,nan,nan,nan,nan,0.004154987633228302
4,0.06019778922200203,19.237045288085938,0.0,0.0,0.5,0.0,0.0,9.678720474243164,nan,nan,nan,nan,0.00407617911696434
5,0.058451827615499496,12.058164596557617,0.0,0.0,0.5,0.0,0.0,6.087533950805664,nan,nan,nan,nan,0.004037159029394388
6,0.05614475533366203,13.080259323120117,0.0,0.0,0.5,0.0,0.0,6.596274375915527,nan,nan,nan,nan,0.004056064411997795
7,0.05430207401514053,13.512174606323242,0.0,0.0,0.5,0.0,0.0,6.810389518737793,nan,nan,nan,nan,0.00404072180390358
8,0.0517105795443058,11.42778205871582,0.0,0.0,0.5,0.0,0.0,5.765601634979248,8.81430435180664,24722.185546875,nan,nan,0.003905991790816188
9,0.0474424809217453,8.497138023376465,0.0,0.0,0.5,0.0,0.0,4.296011447906494,nan,nan,nan,nan,0.0036953515373170376
10,0.04305629804730415,6.746037006378174,0.0,0.0,0.5,0.0,0.0,3.416074752807617,nan,nan,nan,nan,0.0035048718564212322
11,0.04025581479072571,5.665004253387451,0.0,0.0,0.5,0.0,0.0,2.872757911682129,nan,nan,nan,nan,0.0033815812785178423
12,0.03923909366130829,5.0512285232543945,0.0,0.0,0.5,0.0,0.0,2.5648534297943115,nan,nan,nan,nan,0.0033511819783598185
13,0.03966221958398819,5.127841472625732,0.0,0.0,0.5,0.0,0.0,2.6035828590393066,nan,nan,nan,nan,0.0034012068063020706
14,0.041148897260427475,5.078573703765869,0.0,0.0,0.5,0.0,0.0,2.5804357528686523,nan,nan,nan,nan,0.0034719803370535374
15,0.042741235345602036,3.627711772918701,0.0,0.0,0.5,0.0,0.0,1.8565970659255981,nan,nan,nan,nan,0.003494472708553076
16,0.043290648609399796,2.4125893115997314,0.0,0.0,0.5,0.0,0.0,1.2495852708816528,4.847813129425049,5877.10595703125,nan,nan,0.003387982025742531
17,0.04177262634038925,2.718595266342163,0.0,0.0,0.5,0.0,0.0,1.401070237159729,nan,nan,nan,nan,0.003330850275233388
18,0.0409763939678669,3.4510672092437744,0.0,0.0,0.5,0.0,0.0,1.766510009765625,nan,nan,nan,nan,0.0032684889156371355
19,0.03965158388018608,2.6197476387023926,0.0,0.0,0.5,0.0,0.0,1.3495254516601562,nan,nan,nan,nan,0.003193783573806286
20,0.0374356172978878,2.173131227493286,0.0,0.0,0.5,0.0,0.0,1.1240012645721436,nan,nan,nan,nan,0.0031609078869223595
21,0.036088455468416214,2.7155234813690186,0.0,0.0,0.5,0.0,0.0,1.3938502073287964,nan,nan,nan,nan,0.003114874940365553
22,0.035018328577280045,2.347806930541992,0.0,0.0,0.5,0.0,0.0,1.2089217901229858,nan,nan,nan,nan,0.0030566342175006866
23,0.03438877314329147,1.9845505952835083,0.0,0.0,0.5,0.0,0.0,1.0266640186309814,nan,nan,nan,nan,0.00304519128985703
24,0.03439817950129509,2.0035433769226074,0.0,0.0,0.5,0.0,0.0,1.0361698865890503,2.1612958908081055,7076.82958984375,nan,nan,0.003043566597625613
25,0.033963680267333984,1.713726282119751,0.0,0.0,0.5,0.0,0.0,0.8908268213272095,nan,nan,nan,nan,0.0030797268263995647
26,0.033260829746723175,1.6628025770187378,0.0,0.0,0.5,0.0,0.0,0.8646621108055115,nan,nan,nan,nan,0.003158751642331481
27,0.03299247846007347,1.5422824621200562,0.0,0.0,0.5,0.0,0.0,0.8041337132453918,nan,nan,nan,nan,0.0031931153498589993
28,0.032624416053295135,1.4239028692245483,0.0,0.0,0.5,0.0,0.0,0.7445758581161499,nan,nan,nan,nan,0.003199709113687277
29,0.03241220489144325,1.5011097192764282,0.0,0.0,0.5,0.0,0.0,0.7829670906066895,nan,nan,nan,nan,0.003184432629495859
30,0.03218476474285126,1.303439974784851,0.0,0.0,0.5,0.0,0.0,0.683904767036438,nan,nan,nan,nan,0.003179772524163127
31,0.031998053193092346,1.2021105289459229,0.0,0.0,0.5,0.0,0.0,0.6330533027648926,nan,nan,nan,nan,0.0031938361935317516
32,0.031961388885974884,1.2010806798934937,0.0,0.0,0.5,0.0,0.0,0.6325017213821411,1.5179567337036133,3383.163818359375,nan,nan,0.003171834396198392
