term_name,output_index,coefficient,selected,selection_probability,sign_agreement
one,0,0.002115700556982919,True,1.0,0.6145833333333334
one,1,-0.04378938793226848,True,1.0,0.59375
one,2,0.0181203719442858,True,1.0,0.53125
one,3,-0.003743153275997342,True,1.0,0.6354166666666666
one,4,-0.005608737621174448,True,1.0,0.7291666666666666
one,5,-0.010130179232759468,True,1.0,0.5833333333333334
one,6,0.0023447202057881675,True,1.0,0.53125
one,7,-0.013213965335548574,True,1.0,0.7291666666666666
one,8,-0.01053747602984194,True,1.0,0.6666666666666666
one,9,-0.005990749672746952,True,1.0,0.7395833333333334
one,10,-0.009072586995304277,True,1.0,0.6875
one,11,-0.007295481799041443,True,1.0,0.6875
one,12,-0.012723527585507982,True,1.0,0.53125
one,13,-0.014815747078066963,True,1.0,0.7604166666666666
one,14,0.06396802398864089,True,1.0,0.8645833333333334
one,15,0.004999539814271983,True,1.0,0.84375
one,16,-0.06123316469592209,True,1.0,0.8541666666666666
one,17,0.015101237083456405,True,1.0,0.6979166666666666
one,18,-0.0991397647224258,True,1.0,0.7916666666666666
torque,0,91.46853948427537,True,1.0,1.0
torque,1,625.7693641979222,True,1.0,1.0
torque,2,-892.542722530581,True,1.0,1.0
torque,3,-505.4112143834253,True,1.0,1.0
torque,4,-150.1327623019259,True,1.0,0.9895833333333334
torque,5,-87.9222434560598,True,1.0,0.9791666666666666
torque,6,-115.99320784904147,True,1.0,1.0
torque,7,-28.647503848661817,True,1.0,0.90625
torque,8,312.81200777736234,True,1.0,1.0
torque,9,-0.03560150687438171,True,1.0,0.5625
torque,10,69.85995999665256,True,1.0,1.0
torque,11,149.6037232126346,True,1.0,0.8854166666666666
torque,12,154.34780684770132,True,1.0,0.9895833333333334
torque,13,0.03538885632755694,True,1.0,0.7083333333333334
torque,14,0.06447970859235155,True,1.0,0.6979166666666666
torque,15,-0.022925306600748156,True,1.0,0.6666666666666666
torque,16,0.022277993385896293,True,1.0,0.6458333333333334
torque,17,-22.162025962665567,True,1.0,0.875
torque,18,0.08146707165357167,True,1.0,0.78125
speed,0,-38.48419414186843,True,1.0,0.9583333333333334
speed,1,-647.9205456745123,True,1.0,1.0
speed,2,0.1950762901791242,True,1.0,0.5
speed,3,73.87901662667136,True,1.0,0.9270833333333334
speed,4,0.0061635970940099585,True,0.9895833333333334,0.5789473684210527
speed,5,133.5783312048397,True,1.0,0.9895833333333334
speed,6,54.099321281435394,True,1.0,0.9791666666666666
speed,7,-0.5244311347584563,True,1.0,0.7708333333333334
speed,8,-0.026171403250112715,True,1.0,0.5416666666666666
speed,9,140.13261561294556,True,1.0,1.0
speed,10,-29.943188792854965,True,1.0,1.0
speed,11,-0.36527518499303363,True,1.0,0.8125
speed,12,-122.3626527397669,True,1.0,1.0
speed,13,-1544.924515321887,True,1.0,1.0
speed,14,2336.8218479982634,True,1.0,1.0
speed,15,1.7780395831814813,True,1.0,0.8020833333333334
speed,16,-419.548467286631,True,1.0,0.9583333333333334
speed,17,-319.1642432239534,True,1.0,0.9791666666666666
speed,18,1200.5713834819878,True,1.0,1.0
temperature,0,0.008165984152885282,True,0.0,0.0
temperature,1,0.014687815344774358,True,0.9895833333333334,1.0
temperature,2,-0.08021319243740903,True,0.5729166666666666,0.0
temperature,3,-0.02428188390832564,True,0.9583333333333334,0.9891304347826086
temperature,4,-0.024808733892539868,True,0.9479166666666666,0.9120879120879121
temperature,5,-0.018064027791202586,True,0.9270833333333334,0.898876404494382
temperature,6,-0.04736399766559373,True,0.875,0.7619047619047619
temperature,7,0.030693512876277616,True,0.6770833333333334,0.9230769230769231
temperature,8,-0.0760715351612846,True,1.0,1.0
temperature,9,-0.01954914438515978,True,0.9479166666666666,0.945054945054945
temperature,10,0.003266955736136138,True,0.0,0.0
temperature,11,-0.029415584726310416,True,0.7604166666666666,0.958904109589041
temperature,12,0.044449492069981264,True,0.6979166666666666,0.9402985074626866
temperature,13,-0.03334877607614397,True,0.9791666666666666,0.9893617021276596
temperature,14,0.02107377613661388,True,0.8541666666666666,0.9878048780487805
temperature,15,0.015940982598039766,True,0.90625,1.0
temperature,16,-0.04732668772914369,True,0.6770833333333334,0.9538461538461539
temperature,17,-0.0480825484798878,True,0.75,0.8055555555555556
temperature,18,-0.01244130595465533,True,0.90625,0.9310344827586207
torque_sq,0,-0.007444693000115624,True,0.6770833333333334,1.0
torque_sq,1,-0.022615880127900972,True,0.96875,0.967741935483871
torque_sq,2,0.11199672434431053,True,0.9895833333333334,1.0
torque_sq,3,0.053503129137819884,True,0.9895833333333334,1.0
torque_sq,4,0.02692717319987634,True,0.9166666666666666,0.9886363636363636
torque_sq,5,0.025167163937558083,True,0.7291666666666666,0.0
torque_sq,6,0.013049350125228667,True,0.9479166666666666,1.0
torque_sq,7,-0.017576760244631683,True,0.875,0.7142857142857143
torque_sq,8,-0.019761375923683662,True,0.90625,0.8620689655172413
torque_sq,9,0.005555691602843286,True,0.78125,0.9733333333333334
torque_sq,10,-0.008545090455179222,True,0.75,0.9861111111111112
torque_sq,11,-0.053603832985707596,True,0.9270833333333334,0.9438202247191011
torque_sq,12,-0.0320115230451522,True,0.9479166666666666,0.989010989010989
torque_sq,13,0.0,False,0.875,0.5952380952380952
torque_sq,14,0.0,False,0.9375,0.6666666666666666
torque_sq,15,0.0,False,0.9375,0.7333333333333333
torque_sq,16,0.0,False,0.9479166666666666,0.6923076923076923
torque_sq,17,-0.035947922554945055,True,0.90625,0.5517241379310345
torque_sq,18,0.0,False,0.9479166666666666,0.6593406593406593
speed_sq,0,-0.000591352439519338,True,0.25,0.0
speed_sq,1,0.07354287293912706,True,0.9791666666666666,0.9787234042553191
speed_sq,2,0.005896103938383818,True,0.9270833333333334,0.8089887640449438
speed_sq,3,0.0037310976943791025,True,0.7708333333333334,0.0
speed_sq,4,-0.0032610456100198955,True,0.8645833333333334,0.927710843373494
speed_sq,5,-0.0019689556836302497,True,0.625,0.0
speed_sq,6,-0.0036619656839872025,True,0.4583333333333333,0.0
speed_sq,7,0.06174903570791151,True,0.8958333333333334,0.8604651162790697
speed_sq,8,0.036792170716038554,True,0.9270833333333334,0.9101123595505618
speed_sq,9,0.01622341281428829,True,0.75,0.8888888888888888
speed_sq,10,0.011968216987745344,True,0.78125,0.9733333333333334
speed_sq,11,-0.05309308342700958,True,0.96875,0.9032258064516129
speed_sq,12,0.01370284143893062,True,0.7291666666666666,0.0
speed_sq,13,0.09497459006212579,True,0.96875,0.946236559139785
speed_sq,14,-0.17383423404105602,True,1.0,1.0
speed_sq,15,-0.09784200763623939,True,0.9895833333333334,1.0
speed_sq,16,0.11206173287028065,True,0.9895833333333334,1.0
speed_sq,17,0.01207787554659142,True,0.9270833333333334,0.5955056179775281
speed_sq,18,0.04324667032938534,True,0.96875,0.8064516129032258
temperature_sq,0,-0.001578662498929293,True,0.2916666666666667,0.0
temperature_sq,1,0.02133637978091774,True,0.9166666666666666,0.7727272727272727
temperature_sq,2,-0.05021191606968583,True,0.9375,0.7111111111111111
temperature_sq,3,-0.007202012939518377,True,0.6770833333333334,0.0
temperature_sq,4,0.003342415629635823,True,0.71875,0.0
temperature_sq,5,0.009347797090559854,True,0.6666666666666666,0.0
temperature_sq,6,-0.0003368592709162368,True,0.40625,0.0
temperature_sq,7,-0.015817843298664033,True,0.8958333333333334,0.686046511627907
temperature_sq,8,-0.010312575148739608,True,0.8541666666666666,0.6341463414634146
temperature_sq,9,0.0007955321784991367,True,0.6770833333333334,0.0
temperature_sq,10,0.003017692904304799,True,0.3541666666666667,0.0
temperature_sq,11,0.03923634493317611,True,0.9166666666666666,0.8068181818181818
temperature_sq,12,-0.0010298065085524923,True,0.75,0.0
temperature_sq,13,-0.01582546386888826,True,0.9375,0.0
temperature_sq,14,0.009848440615154249,True,0.9375,0.7
