epoch,training_raw_mae_deg,validation_score,validation_curve_mae_deg,adaptive_effective_sample_size,closure_multiplier,correction_multiplier,penalty
1,0.0018009142043220615,0.002580521861091256,0.001783648389391601,675.0000000000001,0.0,0.0,1.0
2,0.0018075415823976834,0.002568368334323168,0.001774510252289474,675.0000000000001,0.0,0.0,1.0
3,0.0018099293567586778,0.0025689457543194294,0.001776480465196073,675.0000000000001,0.0,0.0,1.0
4,0.0018126639702660573,0.0025755709502846003,0.001778538920916617,675.0000000000001,0.0,0.0,1.0
5,0.0017949329664779092,0.002576833823695779,0.001778803183697164,675.0000000000001,0.0,0.0,1.0
6,0.001796253607608378,0.002566765993833542,0.0017740939510986209,675.0000000000001,0.0,0.0,1.0
7,0.001770198209817673,0.002557050436735153,0.0017680689925327897,675.0000000000001,0.0,0.0,1.0
8,0.001778594559318451,0.002553437137976289,0.0017667805077508092,675.0000000000001,0.0,0.0,1.0
9,0.0017651122667133635,0.0025537910405546427,0.001766342087648809,675.0000000000001,0.0,0.0,1.0
10,0.0017619190824239752,0.0025579812936484814,0.0017654895782470703,675.0000000000001,0.0,0.0,1.0
11,0.001803537254048468,0.0025530254933983088,0.001763113890774548,675.0000000000001,0.0,0.0,1.0
12,0.001762778389939042,0.002555981045588851,0.0017643851460888982,675.0000000000001,0.0,0.0,1.0
13,0.0017691855900920928,0.0025462883058935404,0.0017615403048694134,675.0000000000001,0.0,0.0,1.0
14,0.0017732814750309254,0.002554181031882763,0.0017630773363634944,675.0000000000001,0.0,0.0,1.0
15,0.001766059677614722,0.0025585065595805645,0.001765187829732895,675.0000000000001,0.0,0.0,1.0
16,0.0017756308485797152,0.002556390594691038,0.0017643871251493692,675.0000000000001,0.0,0.0,1.0
17,0.0017931848861883547,0.0025381993036717176,0.001758216181769967,675.0000000000001,0.0,0.0,1.0
18,0.0017643356939431192,0.0025295333471149206,0.0017518311506137252,675.0000000000001,0.0,0.0,1.0
19,0.0017728194442772588,0.0025124456733465195,0.0017442567041143775,675.0000000000001,0.0,0.0,1.0
20,0.0017658834058661447,0.002521102549508214,0.0017477329820394516,675.0000000000001,0.0,0.0,1.0
21,0.0017730003455653787,0.0025108063127845526,0.0017395287286490202,675.0000000000001,0.0,0.0,1.0
22,0.001744692998959921,0.002529432997107506,0.0017538376851007342,675.0000000000001,0.0,0.0,1.0
23,0.0017974727034438835,0.002508580219000578,0.0017398798372596502,675.0000000000001,0.0,0.0,1.0
24,0.0017374537081111135,0.002528911456465721,0.0017476899083703756,675.0000000000001,0.0,0.0,1.0
25,0.001792192239812467,0.0025067098904401064,0.0017381528159603477,675.0000000000001,0.0,0.0,1.0
26,0.0017301328101217053,0.002511796774342656,0.0017437180504202843,675.0000000000001,0.0,0.0,1.0
27,0.0017562130801812854,0.002504708245396614,0.001737604383379221,675.0000000000001,0.0,0.0,1.0
28,0.0017524184307170121,0.0025022635236382484,0.0017351802671328187,675.0000000000001,0.0,0.0,1.0
29,0.0017307369217146621,0.00250396435149014,0.0017362363869324327,675.0000000000001,0.0,0.0,1.0
30,0.0017261406146856242,0.0025156692136079073,0.0017449022270739079,675.0000000000001,0.0,0.0,1.0
31,0.0017299335977863954,0.0024841444101184607,0.001725891139358282,675.0000000000001,0.0,0.0,1.0
32,0.0017256399150937796,0.0024824636057019234,0.0017238117288798094,675.0000000000001,0.0,0.0,1.0
33,0.001752729190589297,0.0024875567760318518,0.0017270029056817293,675.0000000000001,0.0,0.0,1.0
34,0.0017345079551126029,0.002474020002409816,0.0017186973709613085,675.0000000000001,0.0,0.0,1.0
35,0.0017220586170117523,0.002520150039345026,0.0017483220435678959,675.0000000000001,0.0,0.0,1.0
36,0.001772774480889703,0.002487007062882185,0.0017277367878705263,675.0000000000001,0.0,0.0,1.0
