group_domain,group,curve_count,curve_mae_deg,mean_uncertainty_score,spearman_correlation,marginal_90_coverage,marginal_90_mean_width_deg
torque,torque_high,37,0.0011438672814682123,0.0002260541191186138,-0.11806543385490753,0.9160024282094594,0.00706532804375808
torque,torque_low,25,0.0019111515259758486,0.0003331148751055108,0.2815384615384615,0.869453125,0.007043461492151784
torque,torque_mid,35,0.001226822792546037,0.00019342447002797564,-0.3137254901960784,0.9158342633928571,0.006703339418843545
speed,speed_high,24,0.002940904565743646,0.0002555368353378094,0.008695652173913044,0.7318522135416666,0.006909812021935695
speed,speed_low,43,0.0006019070444378456,0.00025528727738154827,-0.05587435819993959,0.9977402797965116,0.007186792402846815
speed,speed_mid,30,0.0012192320938052162,0.00021171645868305408,-0.12658509454949946,0.907177734375,0.0065750997577832615
temperature,temperature_low,25,0.001007710740111184,0.00032791327333402104,0.26,0.96044921875,0.006886631079411834
temperature,temperature_mid,72,0.0014978875944451635,0.00021199859587020973,-0.11528072544858191,0.8843248155381944,0.006943816355514887
support,supported_core,97,0.0013715533536374368,0.00024187351274232603,-0.04693088575636439,0.9039445070876289,0.00692907788229245
