W0514 19:30:28.797000 29532 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
[INFO] Loading original-dataset exact config | config=R:\config\paper_reimplementation\rcim_ml_compensation\original_dataset_exact_model_bank\campaigns\track1\exact_paper\bidirectional_paper_faithful_grid_search\forward\lgbm\2026-05-04_track1_forward_lgbm_paper_faithful_grid_search_campaign\001_track1_paper_faithful_grid_search_forward_lgbm.yaml stage=search
[INFO] Original-dataset exact stage execution plan | stage=search run_evaluation=True run_export=True
[INFO] Building original-dataset exact bundle
[INFO] Original-dataset exact bundle ready | direction=forward rows=969 targets=19 families=1
[INFO] Original-dataset exact search settings | mode=paper_reference_grid_search grid_search_n_jobs=-1 grid_search_verbose=2 historical_cross_validate_verbose=1 grid_search_pre_dispatch=2*n_jobs
[INFO] Family fit started | family=LGBM stage=search estimator=LGBMRegressor targets=19 threadpool_limit=1 joblib_cpu_limit=system_default os_cpu_count=32
[INFO] Family target scope | family=LGBM kinds=ampl,phase harmonics=0,1,3,39,40,78,81,156,162,240 preview=fft_y_Fw_filtered_ampl_0, fft_y_Fw_filtered_ampl_1, fft_y_Fw_filtered_phase_1, ..., fft_y_Fw_filtered_ampl_240, fft_y_Fw_filtered_phase_240
[INFO] Grid search configured | family=LGBM stage=search candidates=720 estimated_cv_fits=3600 parameter_count=4 n_jobs=-1 verbose=2 historical_cross_validate_verbose=1 pre_dispatch=2*n_jobs
W0514 19:31:16.759000 3280 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0514 19:31:16.778000 7444 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0514 19:31:16.901000 1628 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0514 19:31:16.921000 13080 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0514 19:31:17.009000 28476 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0514 19:31:17.066000 15924 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0514 19:31:17.101000 16664 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0514 19:31:17.132000 24928 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0514 19:31:17.254000 26332 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0514 19:31:17.308000 3124 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0514 19:31:17.362000 19312 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0514 19:31:17.412000 14916 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0514 19:31:17.454000 28640 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0514 19:31:17.480000 28296 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0514 19:31:17.563000 1880 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0514 19:31:17.697000 25780 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0514 19:31:17.717000 30064 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0514 19:31:17.798000 23468 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0514 19:31:17.979000 6216 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0514 19:31:17.994000 17380 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0514 19:31:18.072000 16132 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0514 19:31:18.130000 20132 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0514 19:31:18.158000 22532 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0514 19:31:18.163000 5696 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0514 19:31:18.172000 21644 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0514 19:31:18.172000 6080 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0514 19:31:18.176000 21696 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0514 19:31:18.178000 6832 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0514 19:31:18.183000 15652 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0514 19:31:18.191000 30500 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0514 19:31:18.197000 29164 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0514 19:31:18.222000 10192 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
[CV] END estimator__learning_rate=0.01, estimator__max_depth=14, estimator__num_leaves=10, estimator__subsample=0.8; total time=  22.3s
[CV] END estimator__learning_rate=0.01, estimator__max_depth=14, estimator__num_leaves=46, estimator__subsample=0.1; total time=  28.9s
[CV] END estimator__learning_rate=0.01, estimator__max_depth=14, estimator__num_leaves=64, estimator__subsample=0.8; total time=  29.0s
[CV] END estimator__learning_rate=0.01, estimator__max_depth=14, estimator__num_leaves=31, estimator__subsample=0.3; total time=  29.3s
[CV] END estimator__learning_rate=0.01, estimator__max_depth=15, estimator__num_leaves=28, estimator__subsample=0.1; total time=  29.4s
[CV] END estimator__learning_rate=0.01, estimator__max_depth=15, estimator__num_leaves=46, estimator__subsample=0.5; total time=  29.0s
[CV] END estimator__learning_rate=0.01, estimator__max_depth=15, estimator__num_leaves=82, estimator__subsample=0.3; total time=  29.1s
[CV] END estimator__learning_rate=0.01, estimator__max_depth=15, estimator__num_leaves=31, estimator__subsample=0.8; total time=  29.5s
[CV] END estimator__learning_rate=0.01, estimator__max_depth=16, estimator__num_leaves=46, estimator__subsample=0.1; total time=  29.0s
[CV] END estimator__learning_rate=0.01, estimator__max_depth=16, estimator__num_leaves=64, estimator__subsample=0.8; total time=  29.1s
[CV] END estimator__learning_rate=0.01, estimator__max_depth=16, estimator__num_leaves=31, estimator__subsample=0.3; total time=  29.3s
[CV] END estimator__learning_rate=0.01, estimator__max_depth=17, estimator__num_leaves=10, estimator__subsample=0.8; total time=  15.9s
[CV] END estimator__learning_rate=0.01, estimator__max_depth=17, estimator__num_leaves=46, estimator__subsample=0.5; total time=  29.0s
[CV] END estimator__learning_rate=0.01, estimator__max_depth=17, estimator__num_leaves=82, estimator__subsample=0.1; total time=  29.1s
[CV] END estimator__learning_rate=0.01, estimator__max_depth=17, estimator__num_leaves=31, estimator__subsample=0.8; total time=  29.5s
[CV] END estimator__learning_rate=0.01, estimator__max_depth=18, estimator__num_leaves=28, estimator__subsample=0.3; total time=  29.2s
[CV] END estimator__learning_rate=0.01, estimator__max_depth=18, estimator__num_leaves=46, estimator__subsample=0.8; total time=  28.8s
[CV] END estimator__learning_rate=0.01, estimator__max_depth=18, estimator__num_leaves=82, estimator__subsample=0.5; total time=  29.0s
[CV] END estimator__learning_rate=0.01, estimator__max_depth=12, estimator__num_leaves=10, estimator__subsample=0.1; total time=  16.3s
[CV] END estimator__learning_rate=0.01, estimator__max_depth=12, estimator__num_leaves=28, estimator__subsample=0.5; total time=  29.0s
[CV] END estimator__learning_rate=0.01, estimator__max_depth=12, estimator__num_leaves=64, estimator__subsample=0.1; total time=  29.0s
[CV] END estimator__learning_rate=0.01, estimator__max_depth=12, estimator__num_leaves=82, estimator__subsample=0.8; total time=  29.1s
[CV] END estimator__learning_rate=0.2, estimator__max_depth=14, estimator__num_leaves=10, estimator__subsample=0.3; total time=  15.8s
[CV] END estimator__learning_rate=0.2, estimator__max_depth=14, estimator__num_leaves=28, estimator__subsample=0.8; total time=  30.1s
[CV] END estimator__learning_rate=0.2, estimator__max_depth=14, estimator__num_leaves=64, estimator__subsample=0.3; total time=  29.9s
[CV] END estimator__learning_rate=0.2, estimator__max_depth=14, estimator__num_leaves=82, estimator__subsample=0.8; total time=  29.9s
[CV] END estimator__learning_rate=0.2, estimator__max_depth=15, estimator__num_leaves=10, estimator__subsample=0.5; total time=  15.9s
[CV] END estimator__learning_rate=0.2, estimator__max_depth=15, estimator__num_leaves=28, estimator__subsample=0.8; total time=  29.8s
[CV] END estimator__learning_rate=0.2, estimator__max_depth=15, estimator__num_leaves=64, estimator__subsample=0.5; total time=  29.9s
[CV] END estimator__learning_rate=0.2, estimator__max_depth=15, estimator__num_leaves=31, estimator__subsample=0.1; total time=  30.1s
[CV] END estimator__learning_rate=0.2, estimator__max_depth=16, estimator__num_leaves=10, estimator__subsample=0.5; total time=  15.8s
[CV] END estimator__learning_rate=0.2, estimator__max_depth=16, estimator__num_leaves=46, estimator__subsample=0.1; total time=  30.0s
[CV] END estimator__learning_rate=0.2, estimator__max_depth=16, estimator__num_leaves=64, estimator__subsample=0.5; total time=  29.8s
[CV] END estimator__learning_rate=0.2, estimator__max_depth=16, estimator__num_leaves=31, estimator__subsample=0.3; total time=  30.0s
[CV] END estimator__learning_rate=0.2, estimator__max_depth=17, estimator__num_leaves=10, estimator__subsample=0.8; total time=  15.8s
[CV] END estimator__learning_rate=0.2, estimator__max_depth=17, estimator__num_leaves=46, estimator__subsample=0.3; total time=  29.9s
[CV] END estimator__learning_rate=0.2, estimator__max_depth=17, estimator__num_leaves=64, estimator__subsample=0.8; total time=  30.1s
[CV] END estimator__learning_rate=0.2, estimator__max_depth=17, estimator__num_leaves=31, estimator__subsample=0.5; total time=  30.3s
[CV] END estimator__learning_rate=0.2, estimator__max_depth=18, estimator__num_leaves=28, estimator__subsample=0.1; total time=  30.2s
[CV] END estimator__learning_rate=0.2, estimator__max_depth=18, estimator__num_leaves=46, estimator__subsample=0.8; total time=  30.1s
[CV] END estimator__learning_rate=0.2, estimator__max_depth=18, estimator__num_leaves=82, estimator__subsample=0.3; total time=  30.1s
[CV] END estimator__learning_rate=0.2, estimator__max_depth=12, estimator__num_leaves=10, estimator__subsample=0.1; total time=  15.8s
[CV] END estimator__learning_rate=0.2, estimator__max_depth=12, estimator__num_leaves=28, estimator__subsample=0.3; total time=  30.0s
[CV] END estimator__learning_rate=0.2, estimator__max_depth=12, estimator__num_leaves=46, estimator__subsample=0.8; total time=  29.7s
[CV] END estimator__learning_rate=0.2, estimator__max_depth=12, estimator__num_leaves=82, estimator__subsample=0.5; total time=  29.9s
[CV] END estimator__learning_rate=0.39, estimator__max_depth=14, estimator__num_leaves=10, estimator__subsample=0.1; total time=  15.9s
[CV] END estimator__learning_rate=0.39, estimator__max_depth=14, estimator__num_leaves=28, estimator__subsample=0.5; total time=  29.8s
[CV] END estimator__learning_rate=0.39, estimator__max_depth=14, estimator__num_leaves=64, estimator__subsample=0.1; total time=  30.0s
[CV] END estimator__learning_rate=0.39, estimator__max_depth=14, estimator__num_leaves=82, estimator__subsample=0.8; total time=  29.9s
[CV] END estimator__learning_rate=0.39, estimator__max_depth=15, estimator__num_leaves=10, estimator__subsample=0.3; total time=  15.9s
[CV] END estimator__learning_rate=0.39, estimator__max_depth=15, estimator__num_leaves=28, estimator__subsample=0.8; total time=  29.7s
[CV] END estimator__learning_rate=0.39, estimator__max_depth=15, estimator__num_leaves=64, estimator__subsample=0.3; total time=  29.9s
[CV] END estimator__learning_rate=0.39, estimator__max_depth=15, estimator__num_leaves=82, estimator__subsample=0.8; total time=  29.7s
[CV] END estimator__learning_rate=0.39, estimator__max_depth=16, estimator__num_leaves=10, estimator__subsample=0.5; total time=  15.8s
[CV] END estimator__learning_rate=0.39, estimator__max_depth=16, estimator__num_leaves=28, estimator__subsample=0.8; total time=  29.7s
