epoch,curve_loss,complex_loss,band_loss,surface_loss,total_loss,validation_curve_mae_deg
1,6.381070613861084,2308.14990234375,0.0,0.0,2314.531005859375,0.05340973287820816
2,5.919475078582764,2103.344970703125,0.0,0.0,2109.264404296875,0.05107138305902481
3,5.317662239074707,1247.96044921875,0.0,0.0,1253.278076171875,0.048678405582904816
4,4.829927444458008,892.5252075195312,0.0,0.0,897.3551635742188,0.04618064686655998
5,4.356289863586426,597.8952026367188,0.0,0.0,602.25146484375,0.04356475919485092
6,3.865521192550659,239.12974548339844,0.0,0.0,242.99526977539062,0.040888234972953796
7,3.4257357120513916,72.804443359375,0.0,0.0,76.23017883300781,0.0382191501557827
8,3.036233425140381,58.843326568603516,0.0,0.0,61.87955856323242,0.035545919090509415
9,2.6750595569610596,90.19120025634766,0.0,0.0,92.86625671386719,0.033022377640008926
10,2.360935688018799,165.3882598876953,0.0,0.0,167.7491912841797,0.030678866431117058
11,2.080834150314331,206.32191467285156,0.0,0.0,208.4027557373047,0.028487524017691612
12,1.8283718824386597,184.99502563476562,0.0,0.0,186.82339477539062,0.02643115632236004
13,1.6036505699157715,134.65234375,0.0,0.0,136.25599670410156,0.024506419897079468
14,1.4059505462646484,89.5323715209961,0.0,0.0,90.93832397460938,0.02268722839653492
15,1.2302683591842651,50.88981246948242,0.0,0.0,52.120079040527344,0.02090994268655777
16,1.0695462226867676,22.477807998657227,0.0,0.0,23.547353744506836,0.019123556092381477
17,0.920600414276123,24.971567153930664,0.0,0.0,25.892168045043945,0.017288926988840103
18,0.7802032828330994,40.33082580566406,0.0,0.0,41.11103057861328,0.015434510074555874
19,0.6498531699180603,52.48316192626953,0.0,0.0,53.13301467895508,0.01365506462752819
20,0.534176766872406,56.47865295410156,0.0,0.0,57.0128288269043,0.011994644068181515
21,0.43392977118492126,49.58229064941406,0.0,0.0,50.01622009277344,0.010515217669308186
22,0.34943869709968567,36.07295608520508,0.0,0.0,36.422393798828125,0.009321131743490696
23,0.28074511885643005,19.489398956298828,0.0,0.0,19.770143508911133,0.008515928871929646
24,0.229134202003479,12.528314590454102,0.0,0.0,12.75744915008545,0.007969607599079609
25,0.19371125102043152,16.577407836914062,0.0,0.0,16.7711181640625,0.007560372818261385
26,0.16994230449199677,24.137662887573242,0.0,0.0,24.307605743408203,0.007255309261381626
27,0.15378563106060028,26.194841384887695,0.0,0.0,26.3486270904541,0.006972789764404297
28,0.1408909559249878,22.29890251159668,0.0,0.0,22.43979263305664,0.006692396942526102
29,0.1297927051782608,13.38117790222168,0.0,0.0,13.510971069335938,0.006406876258552074
30,0.11992198973894119,10.16051959991455,0.0,0.0,10.280441284179688,0.006177881732583046
31,0.11247389018535614,11.429214477539062,0.0,0.0,11.541687965393066,0.005992906633764505
32,0.10718534141778946,15.650257110595703,0.0,0.0,15.757442474365234,0.005831609945744276
33,0.10268539190292358,16.747314453125,0.0,0.0,16.850000381469727,0.00563404243439436
34,0.09708129614591599,11.709739685058594,0.0,0.0,11.8068208694458,0.005352232605218887
35,0.08966965228319168,7.809272766113281,0.0,0.0,7.898942470550537,0.004983463324606419
36,0.08005211502313614,8.536842346191406,0.0,0.0,8.616894721984863,0.004538387060165405
37,0.06963088363409042,10.258143424987793,0.0,0.0,10.327774047851562,0.004079736769199371
38,0.059648074209690094,11.878454208374023,0.0,0.0,11.938102722167969,0.0037040365859866142
39,0.05160842463374138,9.173384666442871,0.0,0.0,9.224992752075195,0.0034968166146427393
40,0.04680752381682396,6.4326605796813965,0.0,0.0,6.479467868804932,0.003474506316706538
41,0.04496841877698898,6.957543849945068,0.0,0.0,7.002512454986572,0.003550622146576643
42,0.04553584009408951,7.68287467956543,0.0,0.0,7.728410720825195,0.003674837527796626
43,0.04708116129040718,9.210376739501953,0.0,0.0,9.257457733154297,0.00383267505094409
44,0.04849863797426224,6.01397705078125,0.0,0.0,6.062475681304932,0.004046246875077486
45,0.05068075656890869,7.739391326904297,0.0,0.0,7.790071964263916,0.004194736480712891
46,0.052045486867427826,7.2283935546875,0.0,0.0,7.2804388999938965,0.0042829085141420364
47,0.05280642956495285,7.892548084259033,0.0,0.0,7.945354461669922,0.004324892070144415
48,0.053169116377830505,7.736028671264648,0.0,0.0,7.78919792175293,0.004230709746479988
