condition_id,split,source_path,row_count,nominal_speed_rpm,direction_window_order,valid_row_count,transition_row_count,transition_duration_s,finite_value_pass,raw_speed_outlier_count,raw_speed_outlier_fraction,forward_valid_median_speed_rpm,backward_valid_median_speed_rpm,forward_valid_speed_mad_rpm,backward_valid_speed_mad_rpm,valid_raw_acceleration_p95_rpm_per_s,transition_raw_acceleration_p95_rpm_per_s,valid_causal_5_acceleration_p95_rpm_per_s,transition_causal_5_acceleration_p95_rpm_per_s,valid_causal_21_acceleration_p95_rpm_per_s,transition_causal_21_acceleration_p95_rpm_per_s,valid_causal_101_acceleration_p95_rpm_per_s,transition_causal_101_acceleration_p95_rpm_per_s,causal_101_valid_to_transition_p95_ratio,valid_speed_stability_pass,robust_transition_excitation_pass,validated_transient_te_target_available,load_inertia_available,commanded_drive_law_available
speed_100rpm__torque_1200Nm__temperature_30degC,train,data/original_dataset/Test_30deg/100rpm/100.0rpm1200.0Nm30.0deg.csv,460131,99.99811646412127,Fw_then_Bw,388800,32456,8.114,True,1,2.1732941271072805e-06,99.99811646412127,-99.99951346738574,0.21357086370699108,0.22737313217173494,484.13865976427246,470.2805308625102,351.6822996735357,341.80282726886446,172.80025355336477,174.3356030257246,30.57983610780184,31.60724353671185,0.9674945577675359,True,False,False,False,False
speed_100rpm__torque_1200Nm__temperature_35degC,validation,data/original_dataset/Test_35deg/100rpm/100.0rpm1200.0Nm35.0deg.csv,458186,99.99917820096016,Fw_then_Bw,388801,30509,7.62725,True,1,2.1825197627164516e-06,99.99917820096016,-99.99884293453458,0.2150237317740249,0.23044638995391153,509.6194411938768,502.4671865006326,368.446087837242,366.2109887599968,176.19559310730892,176.80226791471796,30.89851878655736,30.911796812983994,0.9995704543961982,True,False,False,False,False
speed_100rpm__torque_1300Nm__temperature_25degC,train,data/original_dataset/Test_25deg/100rpm/100.0rpm1300.0Nm25.0deg.csv,466564,99.99412113393191,Fw_then_Bw,388800,38888,9.722,True,1,2.1433286751656795e-06,99.99412113393191,-100.00063107387784,0.23449773046498024,0.24765726023663603,497.9968265009262,489.7264104026249,360.6677323766462,356.15264356134446,181.9538289591975,179.6228573435684,33.14918298641203,33.70465469538999,0.9835194362915715,True,False,False,False,False
speed_100rpm__torque_1300Nm__temperature_30degC,train,data/original_dataset/Test_30deg/100rpm/100.0rpm1300.0Nm30.0deg.csv,458588,99.99850766568368,Fw_then_Bw,388800,30910,7.7275,True,1,2.1806065575200396e-06,99.99850766568368,-100.0020279995321,0.22485852969111875,0.24911013315431774,517.6664174844632,526.1597301190477,378.01270484920053,388.72140884398897,185.4236567925284,183.42264177543086,32.801731943288814,32.91470871703551,0.9965675900486332,True,False,False,False,False
speed_100rpm__torque_1300Nm__temperature_35degC,train,data/original_dataset/Test_35deg/100rpm/100.0rpm1300.0Nm35.0deg.csv,459155,99.9960490007652,Fw_then_Bw,388801,31477,7.86925,True,1,2.1779137763935924e-06,99.9960490007652,-100.0026986002922,0.23150806858515693,0.25290993896003044,531.74770437181,534.4298590596054,385.2993600070249,389.2332231998239,188.43582201571962,178.14550995827855,33.49441570219369,30.814864080741692,1.0869564640762648,True,False,False,False,False
speed_100rpm__torque_1400Nm__temperature_25degC,train,data/original_dataset/Test_25deg/100rpm/100.0rpm1400.0Nm25.0deg.csv,466565,99.99359026551247,Fw_then_Bw,388800,38888,9.722,True,1,2.1433240813177156e-06,99.99359026551247,-100.00163686345331,0.24028120484824456,0.2592802047729492,508.05493568379063,505.1494905880219,367.6860833168121,367.6861673593379,191.30962601016677,192.71458617986355,34.73372152535603,35.149774132375455,0.988163434409207,True,False,False,False,False
speed_100rpm__torque_1400Nm__temperature_30degC,train,data/original_dataset/Test_30deg/100rpm/100.0rpm1400.0Nm30.0deg.csv,459282,99.99711066969515,Fw_then_Bw,388801,31605,7.90125,True,1,2.177311542799413e-06,99.99711066969515,-100.0019722074891,0.24553392722737044,0.2563745413984435,520.5720275019416,520.7954595486399,379.1302412748223,383.0998528003419,195.32229857782113,197.9789454312708,34.844375040279374,35.71852407242204,0.975526731441359,True,False,False,False,False
speed_100rpm__torque_1400Nm__temperature_35degC,train,data/original_dataset/Test_35deg/100rpm/100.0rpm1400.0Nm35.0deg.csv,459134,99.99677539841893,Fw_then_Bw,388801,31457,7.86425,True,1,2.178013390426324e-06,99.99677539841893,-100.00197219778784,0.24592506330616004,0.2638064688653685,551.4176251987237,545.8296975120334,398.2186079025496,392.63068199160216,200.72929844974396,200.89320114680012,35.525990816040576,37.08176108279986,0.9580448656878673,True,False,False,False,False
speed_100rpm__torque_1500Nm__temperature_25degC,train,data/original_dataset/Test_25deg/100rpm/100.0rpm1500.0Nm25.0deg.csv,466564,99.990405132606,Fw_then_Bw,388800,38888,9.722,True,1,2.1433286751656795e-06,99.990405132606,-100.00202805773976,0.27257946688526147,0.27509412029758096,530.4069491103292,523.3994772425038,384.1817066073645,387.57917582986465,206.8174726196645,213.6640186821041,37.80542312574369,40.65283882881374,0.9299577646948514,True,False,False,False,False
speed_100rpm__torque_1500Nm__temperature_30degC,train,data/original_dataset/Test_30deg/100rpm/100.0rpm1500.0Nm30.0deg.csv,460933,99.99532246729359,Fw_then_Bw,388799,33257,8.31425,True,1,2.169512705751161e-06,99.99532246729359,-99.99956933703895,0.26592993041656143,0.27079133239264763,546.0527803128343,524.6401298791163,401.83962881565094,390.9319579601288,209.5422589353177,207.0111941723894,37.63944590002666,38.0249594108136,0.9898615668034794,True,False,False,False,False
speed_100rpm__torque_1500Nm__temperature_35degC,train,data/original_dataset/Test_35deg/100rpm/100.0rpm1500.0Nm35.0deg.csv,459459,99.99426080321427,Fw_then_Bw,388801,31782,7.9455,True,1,2.1764727647080587e-06,99.99426080321427,-100.00376026922217,0.27291480121978395,0.28448173543439736,583.8272239392381,555.8879803477566,421.777334436797,408.6210995912885,216.63095837550372,216.36486330201876,38.85883579749816,39.10835487123162,0.9936198013300476,True,False,False,False,False
speed_100rpm__torque_1600Nm__temperature_25degC,train,data/original_dataset/Test_25deg/100rpm/100.0rpm1600.0Nm25.0deg.csv,466564,99.98939926542032,Fw_then_Bw,388800,38888,9.722,True,1,2.1433286751656795e-06,99.98939926542032,-100.00130159702773,0.29537826776504517,0.31957407675993466,567.0637474395335,565.722568232249,417.6198871433854,418.7218636274452,229.2650164592942,225.92289508099554,42.65199225800984,41.91648572094948,1.017546951382252,True,False,False,False,False
speed_100rpm__torque_1600Nm__temperature_30degC,validation,data/original_dataset/Test_30deg/100rpm/100.0rpm1600.0Nm30.0deg.csv,462239,99.99359026551247,Fw_then_Bw,388799,34563,8.64075,True,1,2.1633830118185614e-06,99.99359026551247,-100.00303386671779,0.2907961995030348,0.2936460077762604,579.8042810056529,578.4632036617325,428.8404792546885,428.299626111965,228.93506004697883,226.9127617279878,41.38834310491575,41.4301707750667,0.9989904055578713,True,False,False,False,False
speed_100rpm__torque_1600Nm__temperature_35degC,validation,data/original_dataset/Test_35deg/100rpm/100.0rpm1600.0Nm35.0deg.csv,460073,99.98939933332925,Fw_then_Bw,388800,32397,8.09925,True,1,2.17356810766987e-06,99.98939933332925,-100.00130166493666,0.2967752673915385,0.30202783333758987,607.5202453455006,606.1794507937861,444.7996737062823,447.6159608364128,234.0120999941263,232.46876143275585,41.98807677309162,43.97317805504599,0.9548565427891201,True,False,False,False,False
speed_100rpm__torque_1700Nm__temperature_25degC,train,data/original_dataset/Test_25deg/100rpm/100.0rpm1700.0Nm25.0deg.csv,466565,99.99046099740856,Fw_then_Bw,388800,38889,9.72225,True,1,2.1433240813177156e-06,99.99046099740856,-100.00163693136224,0.3163889341522008,0.3406404672811618,593.6623415133397,599.2501430834295,435.81423774363657,444.415243864091,240.68567619792987,246.13525129499286,45.391741365452276,47.23210948528729,0.9610356568891278,True,False,False,False,False
