condition_id,split,source_path,row_count,nominal_speed_rpm,direction_window_order,valid_row_count,transition_row_count,transition_duration_s,finite_value_pass,raw_speed_outlier_count,raw_speed_outlier_fraction,forward_valid_median_speed_rpm,backward_valid_median_speed_rpm,forward_valid_speed_mad_rpm,backward_valid_speed_mad_rpm,valid_raw_acceleration_p95_rpm_per_s,transition_raw_acceleration_p95_rpm_per_s,valid_causal_5_acceleration_p95_rpm_per_s,transition_causal_5_acceleration_p95_rpm_per_s,valid_causal_21_acceleration_p95_rpm_per_s,transition_causal_21_acceleration_p95_rpm_per_s,valid_causal_101_acceleration_p95_rpm_per_s,transition_causal_101_acceleration_p95_rpm_per_s,causal_101_valid_to_transition_p95_ratio,valid_speed_stability_pass,robust_transition_excitation_pass,validated_transient_te_target_available,load_inertia_available,commanded_drive_law_available
speed_500rpm__torque_900Nm__temperature_35degC,train,data/original_dataset/Test_35deg/500rpm/500.0rpm900.0Nm35.0deg.csv,101540,499.97946246973396,Fw_then_Bw,77760,11889,2.9722500000000003,True,1,9.848335631278313e-06,499.97946246973396,-499.95213746054407,0.357069070256955,0.46818515693300355,1808.7026750433097,1881.0331666220013,996.3177349046312,1095.1548713445848,350.946824412347,358.6922405731002,40.93024422700182,40.05608977663542,1.0218232597150883,True,False,False,False,False
speed_500rpm__torque_1000Nm__temperature_25degC,train,data/original_dataset/Test_25deg/500rpm/500.0rpm1000.0Nm25.0deg.csv,101539,499.9840446010543,Fw_then_Bw,77760,11889,2.9722500000000003,True,1,9.848432621948217e-06,499.9840446010543,-499.94543193800683,0.34974893787881456,0.4886092695717821,1818.7613769746122,1801.9078454622104,990.4618225060751,1034.679973125458,367.1890985397569,356.08455595515807,43.34687814125573,43.11628748864678,1.0053481101003805,True,False,False,False,False
speed_500rpm__torque_1000Nm__temperature_30degC,train,data/original_dataset/Test_30deg/500rpm/500.0rpm1000.0Nm30.0deg.csv,101539,499.9808594632971,Fw_then_Bw,77760,11890,2.9725,True,1,9.848432621948217e-06,499.9808594632971,-499.9433644018912,0.3669597378272442,0.49564989846356866,1935.213621860862,1872.819171209618,1057.248560041183,1037.2795128822872,374.1899798313398,349.91598402455094,43.070921344133275,42.208387761695576,1.0204351226895345,True,False,False,False,False
speed_500rpm__torque_1000Nm__temperature_35degC,train,data/original_dataset/Test_35deg/500rpm/500.0rpm1000.0Nm35.0deg.csv,101539,499.9879002668119,Fw_then_Bw,77760,11890,2.9725,True,1,9.848432621948217e-06,499.9879002668119,-499.9458231322933,0.3574881678408133,0.5021598020296665,1929.625882379321,1877.546287141672,1063.1382418423868,1079.3655964732125,374.7961285213478,357.4378763636672,43.50246427804908,42.041193302873126,1.034758075600963,True,False,False,False,False
speed_500rpm__torque_1100Nm__temperature_25degC,train,data/original_dataset/Test_25deg/500rpm/500.0rpm1100.0Nm25.0deg.csv,101537,499.982982869066,Fw_then_Bw,77760,11889,2.9722500000000003,True,1,9.848626609019373e-06,499.982982869066,-499.9450966667306,0.36556272971205317,0.5174427351448685,1918.22641645565,1859.3533391443088,1042.3623606934718,1046.7141747474216,384.29028771460025,359.1989051728433,46.22384416547902,44.7840420917146,1.0321498910441314,True,False,False,False,False
speed_500rpm__torque_1100Nm__temperature_30degC,validation,data/original_dataset/Test_30deg/500rpm/500.0rpm1100.0Nm30.0deg.csv,101537,499.98091539843404,Fw_then_Bw,77760,11888,2.972,True,1,9.848626609019373e-06,499.98091539843404,-499.9472200676488,0.3841705984087298,0.5244277999736369,2057.2544308379292,2048.145895241634,1129.0311980993351,1131.8475019931498,395.6370140469176,372.3044551555063,45.83434996721962,46.4178184101911,0.9874300761441348,True,False,False,False,False
speed_500rpm__torque_1100Nm__temperature_35degC,train,data/original_dataset/Test_35deg/500rpm/500.0rpm1100.0Nm35.0deg.csv,101539,499.9829829345497,Fw_then_Bw,77760,11888,2.972,True,1,9.848432621948217e-06,499.9829829345497,-499.9591223992563,0.39045699910886356,0.519510368273302,2085.417606091619,2025.6491009301837,1163.8551995903754,1137.0889313518092,392.9654464391661,373.2410903841924,46.52714162782559,46.475355828783904,1.0011142636375387,True,False,False,False,False
speed_500rpm__torque_1200Nm__temperature_25degC,test,data/original_dataset/Test_25deg/500rpm/500.0rpm1200.0Nm25.0deg.csv,101539,499.9791830681109,Fw_then_Bw,77760,11888,2.972,True,1,9.848432621948217e-06,499.9791830681109,-499.95884299763316,0.3710947979320167,0.5440415310053481,2027.5279743749365,2012.729712684426,1102.7007966862016,1160.21849274631,404.4607158218242,379.4985185067616,48.43247501860333,46.59398079365928,1.0394577624325725,True,False,False,False,False
speed_500rpm__torque_1200Nm__temperature_30degC,train,data/original_dataset/Test_30deg/500rpm/500.0rpm1200.0Nm30.0deg.csv,101540,499.97879193203215,Fw_then_Bw,77760,11889,2.9722500000000003,True,1,9.848335631278313e-06,499.97879193203215,-499.9412409621679,0.37925316670830966,0.5508028019297058,2139.9554505477226,2247.3783891958196,1144.7802391649595,1309.7226899862117,412.0304060833293,405.3967370874034,48.669923192846944,47.89513449854895,1.0161767724928608,True,False,False,False,False
speed_500rpm__torque_1200Nm__temperature_35degC,train,data/original_dataset/Test_35deg/500rpm/500.0rpm1200.0Nm35.0deg.csv,101539,499.9879002668119,Fw_then_Bw,77760,11889,2.9722500000000003,True,1,9.848432621948217e-06,499.9879002668119,-499.9587871328307,0.38450586725963376,0.5279481653512619,2125.6504231132567,2066.2396835786244,1146.6912473738264,1153.1263893843063,399.25531592404013,373.8084110475939,48.5873745956269,46.73505667415158,1.0396344426067596,True,False,False,False,False
speed_500rpm__torque_1300Nm__temperature_25degC,train,data/original_dataset/Test_25deg/500rpm/500.0rpm1300.0Nm25.0deg.csv,101537,499.9833181306409,Fw_then_Bw,77759,11889,2.9722500000000003,True,1,9.848626609019373e-06,499.9833181306409,-499.9570548631406,0.3823265312045123,0.5647724707766315,2117.381617427145,2069.8158885354133,1143.649223744842,1120.9398710726418,418.5694224778439,389.2034286544458,51.0172943814041,50.283015659579185,1.014602917350782,True,False,False,False,False
speed_500rpm__torque_1300Nm__temperature_30degC,train,data/original_dataset/Test_30deg/500rpm/500.0rpm1300.0Nm30.0deg.csv,101539,499.984770998708,Fw_then_Bw,77760,11889,2.9722500000000003,True,1,9.848432621948217e-06,499.984770998708,-499.9472201355578,0.38478526403196156,0.5721486619828511,2245.2327752640485,2316.445170436146,1170.026550814646,1324.7340911627364,423.71451560247806,426.46911286169603,52.268220646590215,51.15671795192611,1.0217274043207507,True,False,False,False,False
speed_500rpm__torque_1300Nm__temperature_35degC,train,data/original_dataset/Test_35deg/500rpm/500.0rpm1300.0Nm35.0deg.csv,101536,499.97951839759475,Fw_then_Bw,77760,11889,2.9722500000000003,True,1,9.848723605420737e-06,499.97951839759475,-499.96127376410493,0.4009343004631205,0.5637947663975638,2249.702927656699,2127.4834172799274,1207.61989679188,1148.2000672817323,423.1754070946183,395.7556846596617,52.10168703193858,50.73845315687324,1.0268678643168425,True,False,False,False,False
speed_500rpm__torque_1400Nm__temperature_25degC,train,data/original_dataset/Test_25deg/500rpm/500.0rpm1400.0Nm25.0deg.csv,101541,499.9819770334095,Fw_then_Bw,77760,11892,2.973,True,1,9.848238642518786e-06,499.9819770334095,-499.957725366888,0.3883056318347826,0.5932149360887706,2227.38533630036,2156.105102039588,1180.3984516860285,1139.8563747107683,436.072366134647,414.31133970603446,54.38170045033534,53.52377392875949,1.0160288869525111,True,False,False,False,False
speed_500rpm__torque_1400Nm__temperature_30degC,train,data/original_dataset/Test_30deg/500rpm/500.0rpm1400.0Nm30.0deg.csv,101540,499.9821167657501,Fw_then_Bw,77760,11892,2.973,True,1,9.848335631278313e-06,499.9821167657501,-499.9547637999058,0.39587729891837853,0.6014854006934911,2368.6141183137124,2399.4592930345334,1225.6041283905581,1301.2357392906774,447.50314876448556,444.8188213365367,55.853353160546284,53.99738171018951,1.034371508239381,True,False,False,False,False
speed_500rpm__torque_1400Nm__temperature_35degC,test,data/original_dataset/Test_35deg/500rpm/500.0rpm1400.0Nm35.0deg.csv,101543,499.98437986747984,Fw_then_Bw,77760,11892,2.973,True,1,9.848044670730627e-06,499.98437986747984,-499.9524727366709,0.3837793968462506,0.5988031407468668,2356.108479822888,2333.521993326508,1224.1623936592307,1293.3276520670117,443.2882417171186,425.32544696613235,55.40797926561254,53.95400772017633,1.026948351139678,True,False,False,False,False
speed_500rpm__torque_1500Nm__temperature_25degC,train,data/original_dataset/Test_25deg/500rpm/500.0rpm1500.0Nm25.0deg.csv,101541,499.9781213676518,Fw_then_Bw,77760,11892,2.973,True,1,9.848238642518786e-06,499.9781213676518,-499.95738999859896,0.4034209996461584,0.6251503315676814,2335.0863872715536,2139.44212494731,1240.2087670565948,1119.317075312142,458.26387313151145,418.668342559112,57.56124203459194,55.89981406635614,1.0297215294180333,True,False,False,False,False
speed_500rpm__torque_1500Nm__temperature_30degC,train,data/original_dataset/Test_30deg/500rpm/500.0rpm1500.0Nm30.0deg.csv,101541,499.98231229983503,Fw_then_Bw,77760,11892,2.973,True,1,9.848238642518786e-06,499.98231229983503,-499.95213747024536,0.40629876699921397,0.6265193320966489,2472.8180321591053,2307.5269506079494,1286.7607192695127,1192.5615233182493,466.81080552799585,422.3079520321788,58.546069972419446,56.04500012233299,1.044626101251266,True,False,False,False,False
speed_500rpm__torque_1500Nm__temperature_35degC,train,data/original_dataset/Test_35deg/500rpm/500.0rpm1500.0Nm35.0deg.csv,101542,499.98614006472053,Fw_then_Bw,77760,11892,2.973,True,1,9.848141655669575e-06,499.98614006472053,-499.95090810019366,0.39777719939593226,0.6337278318824815,2438.7984109728336,2438.1840824694323,1268.2825091480368,1343.983417302308,464.9481632880338,440.24363082079356,58.85368480834359,56.04245511473203,1.0501625006944524,True,False,False,False,False
speed_500rpm__torque_1600Nm__temperature_25degC,train,data/original_dataset/Test_25deg/500rpm/500.0rpm1600.0Nm25.0deg.csv,101202,499.9856371675075,Fw_then_Bw,77760,11553,2.88825,True,1,9.881227643722456e-06,499.9856371675075,-499.9626426530691,0.4200730327284532,0.6675906721891351,2543.8618458187993,2411.1717240887624,1369.2676834763006,1344.278476238287,493.8138411157638,440.17813262485106,61.72634227450545,57.53604692995394,1.0728290448882054,True,False,False,False,False
speed_500rpm__torque_1600Nm__temperature_30degC,test,data/original_dataset/Test_30deg/500rpm/500.0rpm1600.0Nm30.0deg.csv,101541,499.9758023986942,Fw_then_Bw,77759,11891,2.97275,True,1,9.848238642518786e-06,499.9758023986942,-499.9545961327385,0.4316400663810782,0.6560236652148888,2602.8602752679035,2584.196665945001,1351.0286337137586,1439.854505658218,485.77998308908246,467.65164959992944,62.129208726037156,58.14329763450132,1.0685532340561752,True,False,False,False,False
speed_500rpm__torque_1600Nm__temperature_35degC,train,data/original_dataset/Test_35deg/500rpm/500.0rpm1600.0Nm35.0deg.csv,101540,499.9803565685094,Fw_then_Bw,77760,11890,2.9725,True,1,9.848335631278313e-06,499.9803565685094,-499.96057527217397,0.42323019927908945,0.660605738327547,2560.85059275722,2552.691932456969,1336.1870943010217,1393.4589798748784,488.6622861381056,464.8795152349635,62.24406844011128,60.153848788490855,1.0347478954999192,True,False,False,False,False
speed_500rpm__torque_1700Nm__temperature_25degC,test,data/original_dataset/Test_25deg/500rpm/500.0rpm1700.0Nm25.0deg.csv,101266,499.9875650003863,Fw_then_Bw,77760,11617,2.90425,True,1,9.874982718780242e-06,499.9875650003863,-499.9582843350557,0.41920693547584165,0.6470266719891811,2572.0270408778792,2484.2615549762713,1352.4167155474859,1411.289518475404,484.3197436559876,457.1931441624197,64.03440424427345,60.85207131836796,1.0522962137025056,True,False,False,False,False
speed_500rpm__torque_1700Nm__temperature_30degC,train,data/original_dataset/Test_30deg/500rpm/500.0rpm1700.0Nm30.0deg.csv,101540,499.98477103508776,Fw_then_Bw,77760,11891,2.97275,True,1,9.848335631278313e-06,499.98477103508776,-499.95772539599176,0.4191789654820468,0.6665289304995099,2697.1845577159,2668.1274660707004,1388.624322116459,1418.6873838306155,492.0076138206925,456.3587116343797,64.41074812621537,61.31237745296403,1.0505341792630414,True,False,False,False,False
speed_500rpm__torque_1700Nm__temperature_35degC,train,data/original_dataset/Test_35deg/500rpm/500.0rpm1700.0Nm35.0deg.csv,101539,499.9900236677301,Fw_then_Bw,77760,11891,2.97275,True,1,9.848432621948217e-06,499.9900236677301,-499.9668337380475,0.42099506754314575,0.6644055417079926,2694.2789166542298,2718.7542485385165,1394.0021582693255,1463.5697066784132,487.11950420608906,479.53533345753385,65.34022930842411,61.644332833907356,1.0599551703231969,True,False,False,False,False
speed_500rpm__torque_1800Nm__temperature_25degC,validation,data/original_dataset/Test_25deg/500rpm/500.0rpm1800.0Nm25.0deg.csv,101538,499.9903589996393,Fw_then_Bw,77760,11891,2.97275,True,1,9.848529614528551e-06,499.9903589996393,-499.96091066471615,0.4206039326769542,0.6693786708638072,2663.208071802194,2557.931962655971,1418.1285861135734,1376.711009442829,494.93208094719427,453.5434150269566,66.55131723047138,63.26318170761169,1.051975500348002,True,False,False,False,False
speed_500rpm__torque_1800Nm__temperature_30degC,train,data/original_dataset/Test_30deg/500rpm/500.0rpm1800.0Nm30.0deg.csv,101540,499.97946250126313,Fw_then_Bw,77760,11890,2.9725,True,1,9.848335631278313e-06,499.97946250126313,-499.9575577652043,0.433232632834347,0.6814486987423152,2786.8149152101523,2867.448936255254,1438.3368487656187,1623.0114044249713,502.0972921026102,497.07665961416296,67.56699279249008,64.54452907689752,1.0468275740611825,True,False,False,False,False
speed_500rpm__torque_1800Nm__temperature_35degC,train,data/original_dataset/Test_35deg/500rpm/500.0rpm1800.0Nm35.0deg.csv,101539,499.9865032635474,Fw_then_Bw,77760,11890,2.9725,True,1,9.848432621948217e-06,499.9865032635474,-499.96616316396586,0.4513095991569571,0.6889923970447569,2872.4221435063555,2941.2658681393395,1534.5834587142806,1621.8870943784964,511.45042482586405,508.1285340091196,67.9249504046993,65.39953681502762,1.0386151601778837,True,False,False,False,False
speed_600rpm__torque_0Nm__temperature_25degC,train,data/original_dataset/Test_25deg/600rpm/600.0rpm0.0Nm25.0deg.csv,87284,599.9905987991951,Fw_then_Bw,64800,11244,2.811,True,1,1.1456853489757572e-05,599.9905987991951,-599.9684706306045,0.3055482666241005,0.32806770226079607,1301.9887672274308,1291.036819263286,692.9039986433281,656.0705403982413,265.5498788115437,268.47741667697846,55.62928053404903,59.11316255710518,0.9410641915886228,True,False,False,False,False
speed_600rpm__torque_0Nm__temperature_30degC,train,data/original_dataset/Test_30deg/600rpm/600.0rpm0.0Nm30.0deg.csv,87284,599.9885033646326,Fw_then_Bw,64800,11244,2.811,True,1,1.1456853489757572e-05,599.9885033646326,-599.965369333707,0.29255633126007297,0.3294087994921142,1264.437887584495,1251.5297266267003,685.9414131939265,664.8346513507023,266.8691435916571,253.51239935996549,54.950430336270934,55.46131089756728,0.9907885235125454,True,False,False,False,False
speed_600rpm__torque_0Nm__temperature_35degC,validation,data/original_dataset/Test_35deg/600rpm/600.0rpm0.0Nm35.0deg.csv,87283,599.985346198082,Fw_then_Bw,64800,11243,2.81075,True,1,1.1456984750753297e-05,599.985346198082,-599.9713205334654,0.2971384674310684,0.3192387957824394,1278.5194567796907,1316.1597986859756,692.9040001331032,730.204589664845,263.3359850161923,265.704729017716,53.710571617648384,55.33605238579184,0.9706252849984504,True,False,False,False,False
speed_600rpm__torque_100Nm__temperature_25degC,train,data/original_dataset/Test_25deg/600rpm/600.0rpm100.0Nm25.0deg.csv,87283,599.9967455669928,Fw_then_Bw,64800,11242,2.8105,True,1,1.1456984750753297e-05,599.9967455669928,-599.9636093329173,0.3130920328355842,0.3525986782429982,1338.8809262933128,1241.642557821865,702.69560337083,664.2916214465231,275.5783968736521,268.6248287558101,58.18534404943421,57.5157914496003,1.011641195973468,True,False,False,False,False
speed_600rpm__torque_100Nm__temperature_30degC,test,data/original_dataset/Test_30deg/600rpm/600.0rpm100.0Nm30.0deg.csv,87285,599.9839491996681,Fw_then_Bw,64800,11242,2.8105,True,1,1.145672223176949e-05,599.9839491996681,-599.9608153360896,0.29750173174159045,0.3527384348368514,1326.3522618218758,1249.0151217207085,675.5141317844391,622.4960273505985,274.91580879404864,255.44543117277948,57.57452267957888,56.35017665570098,1.021727456709828,True,False,False,False,False
speed_600rpm__torque_100Nm__temperature_35degC,test,data/original_dataset/Test_35deg/600rpm/600.0rpm100.0Nm35.0deg.csv,87282,599.9959074009287,Fw_then_Bw,64800,11242,2.8105,True,1,1.1457116014756765e-05,599.9959074009287,-599.9737792008091,0.2978927999113239,0.3483518667053431,1375.3026539531675,1343.1162602499398,729.9654345961924,703.6306208368615,271.0840510471826,266.8260459390922,54.339631816537754,55.56056244231513,0.9780252291894095,True,False,False,False,False
speed_600rpm__torque_200Nm__temperature_25degC,train,data/original_dataset/Test_25deg/600rpm/600.0rpm200.0Nm25.0deg.csv,87283,599.9986454989994,Fw_then_Bw,64800,11241,2.81025,True,1,1.1456984750753297e-05,599.9986454989994,-599.9629106663633,0.3252178357797675,0.38009167474223204,1376.4161228511284,1317.8587735942529,704.4373279808269,670.731094479379,276.70387143189146,270.8925718352475,59.25647516050958,58.84040936416568,1.0070710894237471,True,False,False,False,False
speed_600rpm__torque_200Nm__temperature_30degC,train,data/original_dataset/Test_30deg/600rpm/600.0rpm200.0Nm30.0deg.csv,87282,599.9878048678511,Fw_then_Bw,64800,11241,2.81025,True,1,1.1457116014756765e-05,599.9878048678511,-599.9567638064036,0.32342973039089884,0.3748105712778056,1460.4750399792456,1335.5199868483396,744.0022909640445,671.8486428262622,284.98524057999924,266.9542857579472,60.67348273068086,58.54608575873499,1.036337134146128,True,False,False,False,False
speed_600rpm__torque_200Nm__temperature_35degC,test,data/original_dataset/Test_35deg/600rpm/600.0rpm200.0Nm35.0deg.csv,87284,599.9955162321081,Fw_then_Bw,64800,11241,2.81025,True,1,1.1456853489757572e-05,599.9955162321081,-599.9576299994563,0.31996516797039476,0.3606454023005199,1434.3112435499506,1434.3111931038948,724.8692180214673,747.8892832991733,277.43832536377795,272.96798853649307,57.99070876655605,56.92391318825685,1.0187407280797989,True,False,False,False,False
speed_600rpm__torque_300Nm__temperature_25degC,train,data/original_dataset/Test_25deg/600rpm/600.0rpm300.0Nm25.0deg.csv,87283,599.9962426673544,Fw_then_Bw,64800,11241,2.81025,True,1,1.1456984750753297e-05,599.9962426673544,-599.9671013366121,0.33538786374259644,0.3798960048395088,1471.8588034158074,1359.655909860976,702.4256259202957,680.2528560160681,278.90717422681064,274.3622887701349,61.64654527356106,60.11955159738136,1.0253992858497336,True,False,False,False,False
speed_600rpm__torque_300Nm__temperature_30degC,train,data/original_dataset/Test_30deg/600rpm/600.0rpm300.0Nm30.0deg.csv,87282,599.9951809317281,Fw_then_Bw,64800,11242,2.8105,True,1,1.1457116014756765e-05,599.9951809317281,-599.9558977637207,0.3224237989343237,0.38447790332912746,1467.8511652159832,1345.3070898928208,704.9738702179638,643.1691229345228,281.9831898609209,266.8089567905325,61.715150336635816,59.13107687304088,1.043700767857537,True,False,False,False,False
speed_600rpm__torque_300Nm__temperature_35degC,train,data/original_dataset/Test_35deg/600rpm/600.0rpm300.0Nm35.0deg.csv,87284,599.9944545328617,Fw_then_Bw,64800,11242,2.8105,True,1,1.1456853489757572e-05,599.9944545328617,-599.9671295285225,0.29437240057939107,0.37534167252795214,1434.0874622575939,1373.7381271010236,692.6380607486633,643.7614601849642,273.2984755364668,258.2552065449817,58.38009524006793,57.4520540855019,1.0161533154791105,True,False,False,False,False
speed_600rpm__torque_400Nm__temperature_25degC,train,data/original_dataset/Test_25deg/600rpm/600.0rpm400.0Nm25.0deg.csv,87282,599.9958514997463,Fw_then_Bw,64800,11241,2.81025,True,1,1.1457116014756765e-05,599.9958514997463,-599.9576299994563,0.3360583650646163,0.40065534024813587,1549.1973220678346,1446.6048063090966,703.2751741261336,680.2976042031332,293.0637644871694,272.08444901862094,65.03471700432328,62.215286906393885,1.0453173205191737,True,False,False,False,False
speed_600rpm__torque_400Nm__temperature_30degC,validation,data/original_dataset/Test_30deg/600rpm/600.0rpm400.0Nm30.0deg.csv,87282,599.9898724015414,Fw_then_Bw,64800,11241,2.81025,True,1,1.1457116014756765e-05,599.9898724015414,-599.9506452353671,0.3258324698739443,0.39534629710635727,1511.201406053101,1447.9455809728279,711.4676810055915,662.058562040329,293.87218270992435,274.0962157645299,63.521552012275556,62.54725792632598,1.0155769272427129,True,False,False,False,False
speed_600rpm__torque_400Nm__temperature_35degC,validation,data/original_dataset/Test_35deg/600rpm/600.0rpm400.0Nm35.0deg.csv,87280,599.9902636006785,Fw_then_Bw,64800,11240,2.81,True,1,1.1457378551787351e-05,599.9902636006785,-599.9636091388918,0.30873343348503113,0.3942847276144903,1539.6329419069123,1413.1441304922864,726.2997855248611,656.9914507865856,282.71759972010386,263.3492902629086,61.201723945146114,59.34110772186613,1.0313545920308862,True,False,False,False,False
speed_600rpm__torque_500Nm__temperature_25degC,train,data/original_dataset/Test_25deg/600rpm/600.0rpm500.0Nm25.0deg.csv,87282,599.9913253326667,Fw_then_Bw,64800,11240,2.81,True,1,1.1457116014756765e-05,599.9913253326667,-599.9581330009581,0.34343446410889555,0.4223919968354153,1626.5941822590955,1502.718424307818,734.1205245255424,692.3251146077973,301.96192654846067,283.18646188276944,67.34070136119499,65.71910109810231,1.0246747176391233,True,False,False,False,False
speed_600rpm__torque_500Nm__temperature_30degC,test,data/original_dataset/Test_30deg/600rpm/600.0rpm500.0Nm30.0deg.csv,87280,599.9895930678273,Fw_then_Bw,64800,11240,2.81,True,1,1.1457378551787351e-05,599.9895930678273,-599.9608153360896,0.3357790701555814,0.4244593631786415,1581.609031805965,1460.909988963408,735.5958118291483,685.9435516595111,302.8985593291281,284.86352215247723,66.5218798976639,63.51193168218285,1.0473918543454637,True,False,False,False,False
speed_600rpm__torque_500Nm__temperature_35degC,test,data/original_dataset/Test_35deg/600rpm/600.0rpm500.0Nm35.0deg.csv,87280,599.9874695990002,Fw_then_Bw,64800,11240,2.81,True,1,1.1457378551787351e-05,599.9874695990002,-599.9651737365639,0.3258884025854627,0.43133266929845604,1612.2309529842141,1592.5730277858972,754.684167504297,750.7636937497407,306.0512323109831,287.01659022351566,66.31396670661614,64.47990366282282,1.0284439482630738,True,False,False,False,False
speed_600rpm__torque_600Nm__temperature_25degC,train,data/original_dataset/Test_25deg/600rpm/600.0rpm600.0Nm25.0deg.csv,87279,599.9919958655179,Fw_then_Bw,64800,11240,2.81,True,1,1.1457509824814675e-05,599.9919958655179,-599.9607873285033,0.3448873697683439,0.45639467619673724,1699.4026586570044,1514.1205939771905,775.1589182022826,698.2794696091786,321.61018252359094,296.6411560061257,71.45475900117617,68.17568716849108,1.0480973785358572,True,False,False,False,False
speed_600rpm__torque_600Nm__temperature_30degC,train,data/original_dataset/Test_30deg/600rpm/600.0rpm600.0Nm30.0deg.csv,87281,599.9881401997603,Fw_then_Bw,64800,11241,2.81025,True,1,1.1457247281768083e-05,599.9881401997603,-599.9506169658464,0.33994206751231104,0.44940997031528696,1683.9799752534873,1556.1282634735107,773.4592233597368,713.6910915373846,323.2806977771361,298.3531412623961,71.24673007115234,67.19022045035672,1.0603735125976073,True,False,False,False,False
speed_600rpm__torque_600Nm__temperature_35degC,train,data/original_dataset/Test_35deg/600rpm/600.0rpm600.0Nm35.0deg.csv,87283,599.9878049333347,Fw_then_Bw,64800,11241,2.81025,True,1,1.1456984750753297e-05,599.9878049333347,-599.9534111300211,0.3231223660501428,0.441670398383053,1605.09009050022,1630.3360074139164,745.3881643714337,750.1691222187219,318.20364491579767,292.0734087629171,69.65223252043405,66.71663145016282,1.0440010385186207,True,False,False,False,False
speed_600rpm__torque_700Nm__temperature_25degC,train,data/original_dataset/Test_25deg/600rpm/600.0rpm700.0Nm25.0deg.csv,87284,599.9899283294022,Fw_then_Bw,64800,11244,2.811,True,1,1.1456853489757572e-05,599.9899283294022,-599.9632180028129,0.3392435343509419,0.4788303340319544,1762.4346112521835,1644.639589358144,803.5004285721243,759.9568404257299,331.6891393492597,308.883515567959,74.34566653889755,71.5415081693209,1.039196243430316,True,False,False,False,False
speed_600rpm__torque_700Nm__temperature_30degC,train,data/original_dataset/Test_30deg/600rpm/600.0rpm700.0Nm30.0deg.csv,87285,599.9909341335297,Fw_then_Bw,64800,11243,2.81075,True,1,1.145672223176949e-05,599.9909341335297,-599.9606196322322,0.34695493256248255,0.48008749339101087,1753.941025526433,1648.754160851558,805.4226638376576,740.2141028641834,336.6491681763591,307.5812522857632,75.05592004467867,71.18808543032173,1.0543326118545882,True,False,False,False,False
speed_600rpm__torque_700Nm__temperature_35degC,test,data/original_dataset/Test_35deg/600rpm/600.0rpm700.0Nm35.0deg.csv,87285,600.0011600651003,Fw_then_Bw,64800,11243,2.81075,True,1,1.145672223176949e-05,600.0011600651003,-599.963609095236,0.3690272666669898,0.4802271626734864,1734.4949437145942,1591.2875474891273,809.0883198380425,728.8858729602453,332.50877339198723,308.9787732988043,74.35616611094245,70.99311428510191,1.0473715213046555,True,False,False,False,False
speed_600rpm__torque_800Nm__temperature_25degC,train,data/original_dataset/Test_25deg/600rpm/600.0rpm800.0Nm25.0deg.csv,87285,599.9930575975062,Fw_then_Bw,64800,11243,2.81075,True,1,1.145672223176949e-05,599.9930575975062,-599.9618770050195,0.35500153171602733,0.5093403160573189,1828.5960269468205,1793.1458695485157,844.4488151374117,816.1066758632387,350.0708541701215,319.81090591089014,79.34711903035344,76.56556317715513,1.0363290719453395,True,False,False,False,False
speed_600rpm__torque_800Nm__temperature_30degC,train,data/original_dataset/Test_30deg/600rpm/600.0rpm800.0Nm30.0deg.csv,87284,599.989928266344,Fw_then_Bw,64800,11243,2.81075,True,1,1.1456853489757572e-05,599.989928266344,-599.9604239962839,0.3514811348092053,0.5167164005493987,1818.7626284391854,1737.177550482238,863.0454501510485,801.846879720415,355.0839404265389,325.1528491578938,79.59432392431154,75.00688837913002,1.0611601900080678,True,False,False,False,False
speed_600rpm__torque_800Nm__temperature_35degC,validation,data/original_dataset/Test_35deg/600rpm/600.0rpm800.0Nm35.0deg.csv,87283,599.997611665458,Fw_then_Bw,64800,11243,2.81075,True,1,1.1456984750753297e-05,599.997611665458,-599.9600887347091,0.3483798318483764,0.5131960036426904,1803.115165481836,1655.7946995214024,857.6922474802349,788.3459639552711,350.46520534735913,322.3887518755418,78.65223890482861,73.08112223581702,1.0762319529116533,True,False,False,False,False
speed_600rpm__torque_900Nm__temperature_25degC,train,data/original_dataset/Test_25deg/600rpm/600.0rpm900.0Nm25.0deg.csv,87285,599.9986734314007,Fw_then_Bw,64800,11243,2.81075,True,1,1.145672223176949e-05,599.9986734314007,-599.9636093280667,0.3795884670883538,0.545159006529957,1895.874661082894,1741.3125179398771,882.3572807014898,807.367244362922,372.9463671648089,335.29743467083784,85.16467718206967,79.44649943342479,1.0719752007882568,True,False,False,False,False
speed_600rpm__torque_900Nm__temperature_30degC,train,data/original_dataset/Test_30deg/600rpm/600.0rpm900.0Nm30.0deg.csv,87283,599.9944545328617,Fw_then_Bw,64800,11244,2.811,True,1,1.1456984750753297e-05,599.9944545328617,-599.9558980014019,0.3497488651191816,0.5462213399973734,1885.593067466175,1695.3122142394934,894.9660235272629,800.9901313484761,371.66945941380595,333.3703844675256,83.6797197117903,77.69012274141008,1.077095990571626,True,False,False,False,False
