filtered_row_index,rpm,deg,tor,fft_y_Fw_filtered_ampl_0,fft_y_Fw_filtered_phase_0,fft_y_Fw_filtered_ampl_1,fft_y_Fw_filtered_phase_1,fft_y_Fw_filtered_ampl_3,fft_y_Fw_filtered_phase_3,fft_y_Fw_filtered_ampl_39,fft_y_Fw_filtered_phase_39,fft_y_Fw_filtered_ampl_40,fft_y_Fw_filtered_phase_40,fft_y_Fw_filtered_ampl_78,fft_y_Fw_filtered_phase_78,fft_y_Fw_filtered_ampl_81,fft_y_Fw_filtered_phase_81,fft_y_Fw_filtered_ampl_156,fft_y_Fw_filtered_phase_156,fft_y_Fw_filtered_ampl_162,fft_y_Fw_filtered_phase_162,fft_y_Fw_filtered_ampl_240,fft_y_Fw_filtered_phase_240
10,1000.0,25.0,400.0,0.03386916038702421,0.0,0.017189264692390023,-0.009024132172311123,0.0006179868478808734,1.645163539100098,0.0008124708204905983,-1.4424470862269376,0.0008918835316835009,0.15827792243042416,0.00043274176262508417,0.05791633901390499,0.0002852806409003749,-1.1689556451748626,0.0001825787928918196,1.348994190154106,0.00011225671504360095,2.153873599657282,0.00046364769519755775,-2.569241932521963
11,1000.0,25.0,500.0,0.03785212229617695,0.0,0.017194127883286853,-0.005132288135535618,0.0006135953825374803,1.6282471219760146,0.0008475782981557594,-1.3796880503192004,0.0008893043146360672,0.1917772887560383,0.0005273125324492753,0.021451929562316726,0.0002761032445815669,-1.2560700951878263,0.00017090696262381868,1.429370990659202,0.00011870446665746742,2.0806782612939387,0.00047191742264254523,-2.4756571099860865
12,1000.0,25.0,600.0,0.04191746757893606,0.0,0.017191437407684928,-0.010680801729462352,0.0006618807459330333,1.7645351057178793,0.0008983693057775611,-1.342800636031198,0.0008886562018106281,0.22671251074184315,0.0006160374513633307,-0.015810728748382102,0.00028183886951275457,-1.3295697686261796,0.00016074633066600003,1.547267645000729,0.00013259725024371166,2.115825142782068,0.0004747195646107385,-2.4237076002865634
13,100.0,25.0,0.0,0.02528794781379282,0.0,0.017151388583909286,-0.00898071895790195,0.0008734280169470571,1.773272084947018,0.0007184072761459151,-1.5489669864536466,0.0010767797747210641,0.27752040051326704,8.555481914424984e-05,-0.8693919086299995,0.0003749141363038394,0.0988083339727609,0.00032463406539821866,1.5955643937850674,9.025037528262538e-05,2.9107446592970923,0.00014950495582299173,-1.7033854196380576
14,100.0,25.0,1000.0,0.05922851435078965,0.0,0.017030252399553518,-0.014734969694551889,0.0007921824254496671,1.725953327558669,0.0011812776809164806,-1.1397502502628754,0.0006777055241315511,0.0033397512160856764,0.0010430909830084652,-0.3756847534342337,0.0003309405092831078,-1.6466323538305556,5.03737592994737e-05,0.9113655723007671,0.00011925671410281919,2.546699243190856,0.0004121795131038804,-1.3714084678993281
15,100.0,25.0,1100.0,0.06913157152944487,0.0,0.017007753422102326,-0.01856304662030331,0.0007518280379639011,1.7564556429291382,0.0012137961019225367,-1.050267041440007,0.00073685008642325,-0.004890723479870345,0.0011691003876212766,-0.35418976528370527,0.000366418287749927,-1.6012628205656998,4.4488810095924354e-05,1.4912181530479836,0.00014361136864750643,2.543732075111284,0.00044798578299391154,-1.2449066596419816
16,100.0,25.0,1200.0,0.06658458070327918,0.0,0.017020858635559587,-0.018753255283147374,0.0008532037589437335,1.79348195319096,0.0012746873297662643,-1.0332679750040825,0.0007117676411283071,0.05244553793484852,0.001328262679740497,-0.38885081740831673,0.00039970794968127043,-1.7201861218250136,2.5185471733110653e-06,-2.296536439860441,0.00014340548160987282,2.5506718350020554,0.00047895441946982733,-1.1825406010136987
17,100.0,25.0,1300.0,0.0703677153650883,0.0,0.016951129120017,-0.016946110557426997,0.0009014371580578322,1.7446640518855938,0.0012796316081592287,-1.004591253249677,0.0006558599401538803,0.08310541179928704,0.001506488143406541,-0.37460101224104514,0.00041558603046852854,-1.766646245041449,8.925667271922602e-06,-2.9176251282013967,0.00015430282471149082,2.50410562677552,0.0005072397120759221,-1.1365443229025605
18,100.0,25.0,1400.0,0.07660969642772761,0.0,0.017005936772603602,-0.01859508338246614,0.0008742065210220077,1.7694267389548157,0.001337976557132277,-0.9124238012223871,0.0007038087199011088,0.06853365151823058,0.0016055149248732853,-0.3406101886056681,0.0004293900293505034,-1.7670080836482376,2.5361789018336818e-05,3.0700173178591856,0.00017644522938852002,2.5246070597592523,0.0005813604597748298,-1.057622491226624
19,100.0,25.0,1500.0,0.07788937472595629,0.0,0.01695145808038321,-0.01508611942134649,0.0009575739107985729,1.8272105687851556,0.0013997975491035469,-0.924082044081809,0.0006254485571387525,0.19847133550018378,0.0017850944389522913,-0.36177907694696665,0.00048387317221898246,-1.82141592667369,3.5872242953371496e-05,-2.4878377842755155,0.0001945621074127832,2.5143286871131054,0.0006147506225107049,-0.9956507583096961
20,100.0,25.0,1600.0,0.08208807838447107,0.0,0.016976338211726203,-0.01798669537498704,0.0009773848013218535,1.8117662328544613,0.0015029829063361695,-0.8944636175569104,0.0006371582808994692,0.0872648285401905,0.0019575006903554894,-0.34374910257031116,0.0005039296454082157,-1.8316317678900425,6.758958655058284e-05,-2.424255895943747,0.0002016945264646534,2.499763470825393,0.0006626266894316558,-0.9571960185783744
21,100.0,25.0,1700.0,0.08566228357603341,0.0,0.01700204013608225,-0.01972049610154139,0.0010020977476185356,1.8571503107802583,0.0016244422651615384,-0.8128940745033727,0.0005737020072921672,0.12228754437743324,0.0021230104248918555,-0.3287647691087741,0.0005036702473410661,-1.8436122293031787,6.395963539949051e-05,-2.367643665225815,0.00021843787416212418,2.453028352495663,0.0007300173915546812,-0.9128823426755355
22,100.0,25.0,1800.0,0.09105167343596608,0.0,0.01694828478602019,-0.022033194904693226,0.0010579405542790999,1.8439074648527054,0.0016369572055080792,-0.8244613616309642,0.0005726371500991102,0.1772133507409072,0.0022610806518125292,-0.31163559880004277,0.0005375837746407943,-1.8417464772486498,7.931059951276995e-05,-2.37354245834813,0.00022549611237350302,2.463521249228438,0.0008055974353834583,-0.8956155155211882
