epoch,curve_loss,mean_loss,shape_loss,compliance_loss,total_loss,effective_compliance_weight,raw_compliance_gradient_cosine,mean_compliance_gradient_cosine,shape_compliance_gradient_cosine,compliance_gradient_norm,derivative_mean_deg_per_nm,derivative_negative_fraction,validation_curve_mae_deg
14,0.017120150849223137,0.009357011877000332,0.010331311263144016,0.0,0.022042231634259224,0.0,nan,nan,nan,0.0,-1.5021880628296458e-08,0.5022222399711609,0.0018098547589033842
15,0.017116915434598923,0.00935329869389534,0.010330770164728165,0.0,0.02203793078660965,0.0,nan,nan,nan,0.0,-1.3150108557624662e-08,0.4933333396911621,0.0018093185499310493
16,0.017113689333200455,0.009349578991532326,0.010330245830118656,0.0,0.02203364484012127,0.0,nan,nan,nan,0.0,-1.1344647887767678e-08,0.48592591285705566,0.0018087223870679736
17,0.01711047627031803,0.009345844388008118,0.010329739190638065,0.0,0.022029371932148933,0.0,nan,nan,nan,0.0,-1.009836481102866e-08,0.4785185158252716,0.0018081307644024491
18,0.017107252031564713,0.009342087432742119,0.01032924186438322,0.0,0.022025084123015404,0.0,nan,nan,nan,0.0,-9.620600316395667e-09,0.46666666865348816,0.0018075593980029225
19,0.01710403524339199,0.009338323958218098,0.010328753851354122,0.0,0.02202080562710762,0.0,nan,nan,nan,0.0,-9.78911884885747e-09,0.4637036919593811,0.001806982676498592
20,0.017100827768445015,0.00933456514030695,0.010328274220228195,0.0,0.022016536444425583,0.0,nan,nan,nan,0.0,-1.0223458524194484e-08,0.4637036919593811,0.0018063870957121253
21,0.017097624018788338,0.00933081191033125,0.010327794589102268,0.0,0.022012274712324142,0.0,nan,nan,nan,0.0,-1.041279151792196e-08,0.4592592716217041,0.0018058129353448749
22,0.01709441840648651,0.009327058680355549,0.010327314026653767,0.0,0.022008012980222702,0.0,nan,nan,nan,0.0,-9.935793521265168e-09,0.4592592716217041,0.0018053223611786962
23,0.01709122210741043,0.009323309175670147,0.01032683439552784,0.0,0.02200375683605671,0.0,nan,nan,nan,0.0,-8.685342223202497e-09,0.4548148214817047,0.0018049281788989902
24,0.0170880276709795,0.009319562464952469,0.01032636035233736,0.0,0.021999510005116463,0.0,nan,nan,nan,0.0,-6.957350251468597e-09,0.448888897895813,0.0018045605393126607
25,0.017084840685129166,0.009315812960267067,0.010325892828404903,0.0,0.021995266899466515,0.0,nan,nan,nan,0.0,-5.310517803280845e-09,0.44296297430992126,0.0018041151342913508
26,0.01708165742456913,0.00931206438690424,0.01032542809844017,0.0,0.021991029381752014,0.0,nan,nan,nan,0.0,-4.2235135389034895e-09,0.4444444477558136,0.0018035473767668009
27,0.017078477889299393,0.009308318607509136,0.01032496802508831,0.0,0.02198679931461811,0.0,nan,nan,nan,0.0,-3.783871882490075e-09,0.44148147106170654,0.0018029243219643831
28,0.017075305804610252,0.00930458027869463,0.010324506089091301,0.0,0.021982578560709953,0.0,nan,nan,nan,0.0,-3.624925914991195e-09,0.4399999976158142,0.0018023676238954067
29,0.01707213744521141,0.009300854988396168,0.010324041359126568,0.0,0.021978361532092094,0.0,nan,nan,nan,0.0,-3.1885638573925235e-09,0.4385185241699219,0.0018019445706158876
30,0.017068970948457718,0.009297138080000877,0.010323572903871536,0.0,0.021974150091409683,0.0,nan,nan,nan,0.0,-2.1206727485179044e-09,0.43259260058403015,0.0018016035901382565
31,0.017065810039639473,0.00929342769086361,0.010323104448616505,0.0,0.02196994423866272,0.0,nan,nan,nan,0.0,-5.02561159354542e-10,0.42814815044403076,0.001801223261281848
32,0.017062654718756676,0.009289721958339214,0.010322635993361473,0.0,0.021965743973851204,0.0,nan,nan,nan,0.0,1.2404361982021328e-09,0.4266666769981384,0.0018007218604907393
33,0.017059503123164177,0.009286021813750267,0.010322168469429016,0.0,0.021961551159620285,0.0,nan,nan,nan,0.0,2.6666586716572738e-09,0.42222222685813904,0.0018001324497163296
34,0.017056353390216827,0.009282328188419342,0.010321700014173985,0.0,0.021957360208034515,0.0,nan,nan,nan,0.0,3.634255341111725e-09,0.41777777671813965,0.001799565041437745
35,0.017053209245204926,0.009278645738959312,0.010321228764951229,0.0,0.021953178569674492,0.0,nan,nan,nan,0.0,4.3566568130870564e-09,0.41777777671813965,0.0017991025233641267
36,0.017050066962838173,0.009274975396692753,0.010320750065147877,0.0,0.021948998793959618,0.0,nan,nan,nan,0.0,5.1951123403171096e-09,0.41777777671813965,0.0017987304599955678
37,0.01704692654311657,0.009271316230297089,0.010320263914763927,0.0,0.021944820880889893,0.0,nan,nan,nan,0.0,6.386854600748393e-09,0.41333332657814026,0.0017983687575906515
38,0.017043791711330414,0.009267671033740044,0.010319773107767105,0.0,0.021940652281045914,0.0,nan,nan,nan,0.0,7.909523702664956e-09,0.41333332657814026,0.001797955483198166
39,0.017040658742189407,0.00926403421908617,0.010319278575479984,0.0,0.021936487406492233,0.0,nan,nan,nan,0.0,9.549745882964089e-09,0.4148148000240326,0.0017974907532334328
40,0.0170375257730484,0.00926040206104517,0.010318780317902565,0.0,0.021932320669293404,0.0,nan,nan,nan,0.0,1.1083960416158334e-08,0.41333332657814026,0.0017970151966437697
41,0.017034394666552544,0.009256782941520214,0.010318275541067123,0.0,0.021928157657384872,0.0,nan,nan,nan,0.0,1.2420035666593776e-08,0.4103703796863556,0.0017965604783967137
42,0.017031263560056686,0.009253171272575855,0.010317763313651085,0.0,0.02192399837076664,0.0,nan,nan,nan,0.0,1.3624702255299326e-08,0.40888887643814087,0.001796130440197885
43,0.01702813245356083,0.009249575436115265,0.0103172417730093,0.0,0.021919837221503258,0.0,nan,nan,nan,0.0,1.4851996965603576e-08,0.40740740299224854,0.0017957204254344106
44,0.017024999484419823,0.00924599263817072,0.01031670905649662,0.0,0.021915674209594727,0.0,nan,nan,nan,0.0,1.6234906752288225e-08,0.40444445610046387,0.0017953327624127269
45,0.017021866515278816,0.009242421947419643,0.01031616609543562,0.0,0.021911513060331345,0.0,nan,nan,nan,0.0,1.780765046532906e-08,0.4000000059604645,0.0017949610482901335
46,0.01701872982084751,0.009238860569894314,0.010315613821148872,0.0,0.021907348185777664,0.0,nan,nan,nan,0.0,1.949711680993005e-08,0.3970370292663574,0.0017945830477401614
47,0.017015591263771057,0.009235307574272156,0.010315053164958954,0.0,0.021903181448578835,0.0,nan,nan,nan,0.0,2.1185785570310145e-08,0.3970370292663574,0.001794178388081491
48,0.017012447118759155,0.009231764823198318,0.010314480401575565,0.0,0.021899007260799408,0.0,nan,nan,nan,0.0,2.2803147814443037e-08,0.3970370292663574,0.001793759292922914
49,0.017009299248456955,0.009228233247995377,0.010313894599676132,0.0,0.021894831210374832,0.0,nan,nan,nan,0.0,2.4370701012799145e-08,0.3970370292663574,0.0017933630151674151
50,0.017006145790219307,0.009224713779985905,0.010313295759260654,0.0,0.02189064770936966,0.0,nan,nan,nan,0.0,2.5964753902485427e-08,0.3970370292663574,0.0017930121393874288
51,0.01700298674404621,0.009221205487847328,0.010312681086361408,0.0,0.02188645862042904,0.0,nan,nan,nan,0.0,2.763578166309344e-08,0.3955555558204651,0.0017926809377968311
52,0.01699982024729252,0.009217707440257072,0.010312050580978394,0.0,0.021882260218262672,0.0,nan,nan,nan,0.0,2.9369600085260572e-08,0.39407408237457275,0.0017923248233273625
53,0.01699664443731308,0.009214216843247414,0.010311408899724483,0.0,0.02187805064022541,0.0,nan,nan,nan,0.0,3.112339896915728e-08,0.39407408237457275,0.001791933085769415
54,0.016993459314107895,0.009210731834173203,0.010310751385986805,0.0,0.021873831748962402,0.0,nan,nan,nan,0.0,3.28869234067497e-08,0.39259257912635803,0.0017915418138727546
55,0.016990263015031815,0.009207256138324738,0.010310078971087933,0.0,0.02186959609389305,0.0,nan,nan,nan,0.0,3.469448373039086e-08,0.39407408237457275,0.0017911905888468027
56,0.016987059265375137,0.00920378789305687,0.010309388861060143,0.0,0.021865354850888252,0.0,nan,nan,nan,0.0,3.6577063156073564e-08,0.39407408237457275,0.0017908768495544791
57,0.016983836889266968,0.00920032523572445,0.010308681055903435,0.0,0.021861089393496513,0.0,nan,nan,nan,0.0,3.8521022815984907e-08,0.39259257912635803,0.0017905639251694083
58,0.0169806070625782,0.009196873754262924,0.010307954624295235,0.0,0.02185681462287903,0.0,nan,nan,nan,0.0,4.048607848972097e-08,0.3911111056804657,0.0017902267863973975
59,0.01697736233472824,0.009193425066769123,0.010307211428880692,0.0,0.0218525230884552,0.0,nan,nan,nan,0.0,4.245486096010609e-08,0.38962963223457336,0.0017898752121254802
60,0.016974100843071938,0.009189978241920471,0.010306451469659805,0.0,0.02184820920228958,0.0,nan,nan,nan,0.0,4.445109880180098e-08,0.3911111056804657,0.001789530972018838
61,0.01697082445025444,0.009186535142362118,0.010305672883987427,0.0,0.02184387668967247,0.0,nan,nan,nan,0.0,4.650445006859627e-08,0.38962963223457336,0.0017892008181661367
62,0.0169675312936306,0.009183094836771488,0.010304874740540981,0.0,0.021839523687958717,0.0,nan,nan,nan,0.0,4.861312064008416e-08,0.3822222352027893,0.001788875088095665
63,0.016964219510555267,0.009179656393826008,0.010304059833288193,0.0,0.021835148334503174,0.0,nan,nan,nan,0.0,5.0748358404462124e-08,0.3807407319545746,0.0017885513370856643
64,0.016960889101028442,0.009176220744848251,0.010303223505616188,0.0,0.02183075062930584,0.0,nan,nan,nan,0.0,5.289142634978816e-08,0.3777777850627899,0.001788234687410295
