epoch,training_loss,validation_loss
1,0.0020544115713862486,0.002092803828418255
2,0.0020721626500490795,0.0020868522115051746
3,0.0020300454952819056,0.002090220572426915
4,0.002037679846939999,0.002090597292408347
5,0.002095460861942969,0.0020900450181216
6,0.0020382355189297436,0.0020854822359979153
7,0.002039944912783455,0.0020895309280604124
8,0.002083322959194003,0.002085851738229394
9,0.0021249320531307263,0.0020867441780865192
10,0.0020388512585182176,0.002087461296468973
11,0.0020535916555672884,0.002086517633870244
12,0.00204158692111716,0.0020845942199230194
13,0.002024556480369769,0.002085618209093809
14,0.0020758728415510336,0.0020873735193163157
15,0.0020475041197049754,0.002083590952679515
16,0.002057212754152715,0.0020859146025031805
17,0.0020515782525762916,0.0020862745586782694
18,0.0020346042759673195,0.002084585139527917
19,0.002028454038271204,0.002085249638184905
20,0.0020239209258105864,0.0020854929462075233
21,0.002120118336427177,0.002084174659103155
22,0.0020523902413240353,0.002084866864606738
23,0.002027228079346377,0.0020816451869904995
24,0.002064998946585801,0.0020871302112936974
25,0.0020212153755236675,0.0020857101771980524
26,0.0020481115938056,0.002082094782963395
27,0.0020397050160004997,0.002083736937493086
28,0.0021250851176202643,0.0020851464942097664
29,0.002021981150095979,0.0020848149433732033
30,0.0020525470148598734,0.002083050785586238
31,0.0020199924041408787,0.002082131104543805
32,0.0020367142738947686,0.0020829238928854465
33,0.0020352019847175756,0.002081764629110694
34,0.002042512493316344,0.00208837678655982
35,0.0020388062815939966,0.0020830880384892225
36,0.0020417589883774865,0.002081015845760703
37,0.0020530422591755904,0.0020903563126921654
38,0.0020385614033182,0.0020819271448999643
39,0.0020526430602077136,0.002078946214169264
40,0.002072461452984879,0.0020799224730581045
