epoch,curve_loss,complex_loss,band_loss,surface_loss,total_loss,validation_curve_mae_deg
1,6.381070613861084,3276.602294921875,0.0,0.0,3282.9833984375,0.054171424359083176
2,6.0394287109375,2770.906494140625,0.0,0.0,2776.94580078125,0.05246956646442413
3,5.651169300079346,2158.85009765625,0.0,0.0,2164.501220703125,0.050587449222803116
4,5.256776809692383,1617.106201171875,0.0,0.0,1622.363037109375,0.04849923029541969
5,4.843830108642578,1111.993408203125,0.0,0.0,1116.8372802734375,0.04618203639984131
6,4.408844470977783,638.668701171875,0.0,0.0,643.0775756835938,0.043634235858917236
7,3.9716973304748535,292.9666442871094,0.0,0.0,296.9383544921875,0.04086361825466156
8,3.540276288986206,84.11698150634766,0.0,0.0,87.65725708007812,0.03816090151667595
9,3.165633201599121,67.95433044433594,0.0,0.0,71.11996459960938,0.03578471392393112
10,2.8565826416015625,124.08495330810547,0.0,0.0,126.94153594970703,0.033726032823324203
11,2.6041419506073,179.73660278320312,0.0,0.0,182.3407440185547,0.03200312331318855
12,2.397043228149414,191.38690185546875,0.0,0.0,193.78395080566406,0.030577093362808228
13,2.2270989418029785,155.67300415039062,0.0,0.0,157.9001007080078,0.029389766976237297
14,2.087038993835449,104.416748046875,0.0,0.0,106.5037841796875,0.028342457488179207
15,1.963427186012268,66.37396240234375,0.0,0.0,68.33738708496094,0.027274057269096375
16,1.8348252773284912,43.816802978515625,0.0,0.0,45.65162658691406,0.026009451597929
17,1.6832460165023804,37.4289665222168,0.0,0.0,39.112213134765625,0.024580109864473343
18,1.5182452201843262,33.97121047973633,0.0,0.0,35.48945617675781,0.02301984466612339
19,1.3491791486740112,30.482818603515625,0.0,0.0,31.83199691772461,0.021373217925429344
20,1.1833081245422363,31.270618438720703,0.0,0.0,32.45392608642578,0.019702164456248283
21,1.0272009372711182,31.603933334350586,0.0,0.0,32.631134033203125,0.01816076971590519
22,0.8925132751464844,33.743465423583984,0.0,0.0,34.63597869873047,0.016969049349427223
23,0.78713059425354,27.010225296020508,0.0,0.0,27.79735565185547,0.016117341816425323
24,0.7093362808227539,17.817310333251953,0.0,0.0,18.52664566040039,0.015500142239034176
25,0.6512141823768616,7.945470333099365,0.0,0.0,8.596684455871582,0.014969857409596443
26,0.6020117998123169,9.21708869934082,0.0,0.0,9.819100379943848,0.014355460181832314
27,0.5496293902397156,14.765890121459961,0.0,0.0,15.315519332885742,0.01363491453230381
28,0.49354538321495056,19.575441360473633,0.0,0.0,20.068986892700195,0.012869773432612419
29,0.43958261609077454,16.557388305664062,0.0,0.0,16.996971130371094,0.012080138549208641
30,0.39032334089279175,12.52181339263916,0.0,0.0,12.912137031555176,0.01138975378125906
31,0.35106658935546875,8.650481224060059,0.0,0.0,9.001547813415527,0.010853029787540436
32,0.32272326946258545,7.318790435791016,0.0,0.0,7.641513824462891,0.010432647541165352
33,0.30244824290275574,5.917473316192627,0.0,0.0,6.219921588897705,0.01011210959404707
34,0.28813788294792175,8.159581184387207,0.0,0.0,8.447718620300293,0.00984618254005909
35,0.2759326696395874,9.872716903686523,0.0,0.0,10.148649215698242,0.009607838466763496
36,0.26415762305259705,10.329627990722656,0.0,0.0,10.593785285949707,0.009359296411275864
37,0.2512807846069336,8.80518913269043,0.0,0.0,9.056469917297363,0.009041674435138702
38,0.2347833514213562,5.31739616394043,0.0,0.0,5.552179336547852,0.008404720574617386
39,0.2032395899295807,6.8996262550354,0.0,0.0,7.102865695953369,0.007707599084824324
40,0.17182758450508118,5.947160243988037,0.0,0.0,6.118988037109375,0.006983376573771238
41,0.14329148828983307,7.451699256896973,0.0,0.0,7.5949907302856445,0.00632628146559
42,0.1204179972410202,8.095746040344238,0.0,0.0,8.216163635253906,0.005733294878154993
43,0.10244245827198029,8.136865615844727,0.0,0.0,8.23930835723877,0.00522505771368742
44,0.08896876126527786,6.959463596343994,0.0,0.0,7.048432350158691,0.004779599141329527
45,0.07839708775281906,4.110254287719727,0.0,0.0,4.1886515617370605,0.004378340672701597
46,0.06977076828479767,4.249793529510498,0.0,0.0,4.319564342498779,0.0040510897524654865
47,0.06402677297592163,4.101491451263428,0.0,0.0,4.165518283843994,0.003754174103960395
48,0.05935974046587944,5.869527339935303,0.0,0.0,5.928886890411377,0.003595595946535468
