epoch,curve_loss,spectral_loss,derivative_loss,weak_loss,active_spectral_weight,active_derivative_weight,active_weak_weight,total_loss,curve_gradient_norm,spectral_gradient_norm,derivative_gradient_norm,weak_gradient_norm,validation_curve_mae_deg
1,0.01749066449701786,0.43554189801216125,0.8982904553413391,0.0,0.5,0.1,0.0,0.3250906765460968,0.0021917892154306173,0.19808697700500488,0.020564723759889603,nan,0.0018598635215312243
2,0.01749207079410553,0.439810186624527,0.8983161449432373,0.0,0.5,0.1,0.0,0.3272287845611572,nan,nan,nan,nan,0.001859548152424395
3,0.017488304525613785,0.43619877099990845,0.8982861042022705,0.0,0.5,0.1,0.0,0.32541629672050476,nan,nan,nan,nan,0.001859896001406014
4,0.017490621656179428,0.4368223249912262,0.8983101844787598,0.0,0.5,0.1,0.0,0.3257327973842621,nan,nan,nan,nan,0.0018604404758661985
5,0.017493601888418198,0.43557208776474,0.8983445167541504,0.0,0.5,0.1,0.0,0.32511410117149353,nan,nan,nan,nan,0.0018612351268529892
6,0.01749887317419052,0.4355955123901367,0.8983950614929199,0.0,0.5,0.1,0.0,0.3251361548900604,nan,nan,nan,nan,0.0018617731984704733
7,0.01750318892300129,0.43632206320762634,0.8984347581863403,0.0,0.5,0.1,0.0,0.3255077004432678,nan,nan,nan,nan,0.0018616484012454748
8,0.017502864822745323,0.4360634982585907,0.8984293341636658,0.0,0.5,0.1,0.0,0.32537755370140076,0.0037050943356007338,0.38293176889419556,0.04117892310023308,nan,0.0018612389685586095
9,0.017500407993793488,0.43550074100494385,0.8984044790267944,0.0,0.5,0.1,0.0,0.3250912129878998,nan,nan,nan,nan,0.0018608308164402843
10,0.017497874796390533,0.43520188331604004,0.8983821868896484,0.0,0.5,0.1,0.0,0.32493704557418823,nan,nan,nan,nan,0.0018605340737849474
