epoch,curve_loss,mean_loss,shape_loss,compliance_loss,total_loss,effective_compliance_weight,raw_compliance_gradient_cosine,mean_compliance_gradient_cosine,shape_compliance_gradient_cosine,compliance_gradient_norm,derivative_mean_deg_per_nm,derivative_negative_fraction,validation_curve_mae_deg
1,0.041756756603717804,0.04330139607191086,0.010340074077248573,0.0,0.05516712740063667,0.0,nan,nan,nan,0.0,3.550586188794114e-05,0.0,0.003654600353911519
2,0.039793383330106735,0.04059728980064392,0.010338621214032173,0.0,0.05252736061811447,0.0,nan,nan,nan,0.0,3.5510278394212946e-05,0.0,0.003521376522257924
3,0.03797661513090134,0.038095250725746155,0.010337171144783497,0.0,0.05008472129702568,0.0,nan,nan,nan,0.0,3.551469853846356e-05,0.0,0.0033927515614777803
4,0.03630668669939041,0.03579530492424965,0.010335932485759258,0.0,0.04783949628472328,0.0,nan,nan,nan,0.0,3.551911868271418e-05,0.0,0.0032693229150027037
5,0.034783318638801575,0.03369739279150963,0.010334678925573826,0.0,0.04579133912920952,0.0,nan,nan,nan,0.0,3.552354610292241e-05,0.0,0.0031516514718532562
6,0.03340974450111389,0.03180580958724022,0.010333512909710407,0.0,0.043944574892520905,0.0,nan,nan,nan,0.0,3.5527966247173026e-05,0.0,0.003040747717022896
7,0.03219061344861984,0.030127037316560745,0.010332390666007996,0.0,0.04230546951293945,0.0,nan,nan,nan,0.0,3.55323645635508e-05,0.0,0.0029376610182225704
8,0.031127655878663063,0.0286635160446167,0.010331269353628159,0.0,0.0408763512969017,0.0,nan,nan,nan,0.0,3.553671558620408e-05,0.0,0.002843619789928198
9,0.030219823122024536,0.027413757517933846,0.010330179706215858,0.0,0.03965580835938454,0.0,nan,nan,nan,0.0,3.554101203917526e-05,0.0,0.002759622409939766
10,0.0294636357575655,0.0263730026781559,0.01032909844070673,0.0,0.03863916173577309,0.0,nan,nan,nan,0.0,3.55452393705491e-05,0.0,0.00268645491451025
11,0.02885321155190468,0.0255331639200449,0.010328004136681557,0.0,0.037818506360054016,0.0,nan,nan,nan,0.0,3.554936483851634e-05,0.0,0.0026244071777909994
12,0.028380151838064194,0.024882668629288673,0.010326904244720936,0.0,0.03718254715204239,0.0,nan,nan,nan,0.0,3.555338844307698e-05,0.0,0.0025734747759997845
13,0.028033791109919548,0.02440680004656315,0.010325804352760315,0.0,0.03671694174408913,0.0,nan,nan,nan,0.0,3.555727380444296e-05,0.0,0.0025332665536552668
14,0.02780105359852314,0.024087557569146156,0.010324685834348202,0.0,0.036404114216566086,0.0,nan,nan,nan,0.0,3.556101000867784e-05,0.0,0.0025031031109392643
15,0.027666956186294556,0.02390429750084877,0.010323554277420044,0.0,0.036223918199539185,0.0,nan,nan,nan,0.0,3.556458614184521e-05,0.0,0.0024819534737616777
16,0.027614988386631012,0.023834239691495895,0.010322417132556438,0.0,0.03615415468811989,0.0,nan,nan,nan,0.0,3.5567965824157e-05,0.0,0.002468494698405266
17,0.027627645060420036,0.02385326288640499,0.010321269743144512,0.0,0.03617127984762192,0.0,nan,nan,nan,0.0,3.5571149055613205e-05,0.0,0.0024611931294202805
18,0.02768722176551819,0.023936983197927475,0.010320107452571392,0.0,0.0362514965236187,0.0,nan,nan,nan,0.0,3.557411764631979e-05,0.0,0.002458440838381648
19,0.027776645496487617,0.024061841890215874,0.010318939574062824,0.0,0.03637183830142021,0.0,nan,nan,nan,0.0,3.5576853406382725e-05,0.0,0.002458779374137521
20,0.027880212292075157,0.02420620620250702,0.010317766107618809,0.0,0.03651120513677597,0.0,nan,nan,nan,0.0,3.557935997378081e-05,0.0,0.0024609267711639404
21,0.027984322980046272,0.0243513323366642,0.010316581465303898,0.0,0.03665130212903023,0.0,nan,nan,nan,0.0,3.558162279659882e-05,0.0,0.0024638099130243063
22,0.02807798609137535,0.02448207698762417,0.01031538750976324,0.0,0.036777351051568985,0.0,nan,nan,nan,0.0,3.558364187483676e-05,0.0,0.002466589445248246
23,0.028153136372566223,0.024587299674749374,0.010314189828932285,0.0,0.03687851130962372,0.0,nan,nan,nan,0.0,3.558542812243104e-05,0.0,0.0024687235709279776
24,0.028204619884490967,0.024659931659698486,0.010312981903553009,0.0,0.03694784641265869,0.0,nan,nan,nan,0.0,3.558698153938167e-05,0.0,0.0024698886554688215
25,0.02823009341955185,0.024696726351976395,0.010311760008335114,0.0,0.0369822159409523,0.0,nan,nan,nan,0.0,3.558832031558268e-05,0.0,0.002469971776008606
26,0.028229663148522377,0.024697821587324142,0.010310530662536621,0.0,0.03698175027966499,0.0,nan,nan,nan,0.0,3.558945172699168e-05,0.0,0.0024690425489097834
27,0.02820541337132454,0.024666111916303635,0.010309290140867233,0.0,0.036949265748262405,0.0,nan,nan,nan,0.0,3.559039032552391e-05,0.0,0.002467311453074217
28,0.028160925954580307,0.024606525897979736,0.010308034718036652,0.0,0.03688956797122955,0.0,nan,nan,nan,0.0,3.559116885298863e-05,0.0,0.0024650858249515295
29,0.028100766241550446,0.02452535182237625,0.010306766256690025,0.0,0.036808792501688004,0.0,nan,nan,nan,0.0,3.5591787309385836e-05,0.0,0.0024627153761684895
30,0.02802995964884758,0.024429528042674065,0.010305484756827354,0.0,0.03671371191740036,0.0,nan,nan,nan,0.0,3.5592289350461215e-05,0.0,0.00246053165756166
