epoch,curve_loss,spectral_loss,derivative_loss,weak_loss,active_spectral_weight,active_derivative_weight,active_weak_weight,total_loss,curve_gradient_norm,spectral_gradient_norm,derivative_gradient_norm,weak_gradient_norm,validation_curve_mae_deg
1,0.01749066449701786,0.43554189801216125,0.8982904553413391,0.0,0.5,0.1,0.0,0.3250906765460968,0.00202300027012825,0.35282647609710693,0.038073912262916565,nan,0.0018615018343552947
2,0.017501505091786385,0.4706891179084778,0.8983353972434998,0.0,0.5,0.1,0.0,0.34267961978912354,nan,nan,nan,nan,0.0018571362597867846
3,0.017496749758720398,0.45597249269485474,0.8983117938041687,0.0,0.5,0.1,0.0,0.33531418442726135,nan,nan,nan,nan,0.0018543957266956568
4,0.017497995868325233,0.4628390073776245,0.8983092904090881,0.0,0.5,0.1,0.0,0.33874842524528503,nan,nan,nan,nan,0.001852685702033341
5,0.017498120665550232,0.44907134771347046,0.8982767462730408,0.0,0.5,0.1,0.0,0.3318614661693573,nan,nan,nan,nan,0.0018531399546191096
6,0.017497697845101357,0.43941909074783325,0.8982491493225098,0.0,0.5,0.1,0.0,0.3270321488380432,nan,nan,nan,nan,0.0018550639506429434
7,0.017498215660452843,0.43953171372413635,0.8982426524162292,0.0,0.5,0.1,0.0,0.327088326215744,nan,nan,nan,nan,0.0018569801468402147
8,0.017499487847089767,0.44237983226776123,0.8982498049736023,0.0,0.5,0.1,0.0,0.3285143971443176,0.0026835654862225056,5.956991195678711,0.022090338170528412,nan,0.0018577383598312736
9,0.017499959096312523,0.44317522644996643,0.8982532024383545,0.0,0.5,0.1,0.0,0.3289128839969635,nan,nan,nan,nan,0.0018574781715869904
10,0.01749935746192932,0.4409067630767822,0.8982512950897217,0.0,0.5,0.1,0.0,0.3277778625488281,nan,nan,nan,nan,0.0018571583786979318
11,0.0174990426748991,0.43754905462265015,0.8982598185539246,0.0,0.5,0.1,0.0,0.32609954476356506,nan,nan,nan,nan,0.0018574948189780116
12,0.017499973997473717,0.4353336989879608,0.8982880115509033,0.0,0.5,0.1,0.0,0.32499563694000244,nan,nan,nan,nan,0.0018586955266073346
