group_domain,group,curve_count,curve_mae_deg,mean_uncertainty_score,spearman_correlation,marginal_90_coverage,marginal_90_mean_width_deg
torque,torque_high,37,0.0011438672814682123,0.0014838004447274566,-0.29753437648174486,0.9106049408783784,0.006735857790644249
torque,torque_low,25,0.0019111515259758486,0.0015965725700771993,-0.21153846153846154,0.8476171875,0.007006646209508352
torque,torque_mid,35,0.001226822792546037,0.0015332519810246441,-0.2666666666666667,0.9166852678571429,0.006731271960588007
speed,speed_high,24,0.002940904565743646,0.0014381576685376523,-0.1469565217391304,0.7110392252604166,0.0064559777180532366
speed,speed_low,43,0.0006019070444378456,0.0015304990906456122,-0.1638477801268499,0.9993868095930233,0.0067652923231886
speed,speed_mid,30,0.0012192320938052162,0.0016050501700014476,-0.49321468298109006,0.897607421875,0.007137879232724626
temperature,temperature_low,25,0.001007710740111184,0.0015134733494976105,-0.1523076923076923,0.9521484375,0.006699550993757286
temperature,temperature_mid,72,0.0014978875944451635,0.0015366932820176133,-0.30387806289793556,0.8772650824652778,0.00684025885094714
support,supported_core,97,0.0013715533536374368,0.0015307087633268908,-0.27153902798232693,0.8965649162371134,0.006803993939300269
