epoch,curve_loss,spectral_loss,derivative_loss,weak_loss,active_spectral_weight,active_derivative_weight,active_weak_weight,total_loss,curve_gradient_norm,spectral_gradient_norm,derivative_gradient_norm,weak_gradient_norm,validation_curve_mae_deg
1,0.01716289483010769,0.42099446058273315,0.0,0.0,0.5,0.0,0.0,0.22766011953353882,0.0007571619935333729,0.024219680577516556,nan,nan,0.0018169390968978405
2,0.017160097137093544,0.4208343029022217,0.0,0.0,0.5,0.0,0.0,0.22757725417613983,nan,nan,nan,nan,0.0018164027715101838
3,0.017157411202788353,0.4206746220588684,0.0,0.0,0.5,0.0,0.0,0.2274947166442871,nan,nan,nan,nan,0.0018155561992898583
4,0.017154736444354057,0.4205159842967987,0.0,0.0,0.5,0.0,0.0,0.22741273045539856,nan,nan,nan,nan,0.0018149749375879765
5,0.017152108252048492,0.4203575849533081,0.0,0.0,0.5,0.0,0.0,0.22733089327812195,nan,nan,nan,nan,0.001814370509237051
6,0.017149530351161957,0.42019954323768616,0.0,0.0,0.5,0.0,0.0,0.22724929451942444,nan,nan,nan,nan,0.0018135872669517994
7,0.017146993428468704,0.4200417399406433,0.0,0.0,0.5,0.0,0.0,0.22716785967350006,nan,nan,nan,nan,0.0018127707298845053
8,0.01714450865983963,0.41988426446914673,0.0,0.0,0.5,0.0,0.0,0.2270866334438324,0.000673751113936305,0.023927906528115273,nan,nan,0.001812101574614644
9,0.017142076045274734,0.4197269678115845,0.0,0.0,0.5,0.0,0.0,0.22700555622577667,nan,nan,nan,nan,0.00181153928861022
10,0.01713968999683857,0.4195697605609894,0.0,0.0,0.5,0.0,0.0,0.2269245684146881,nan,nan,nan,nan,0.0018109420780092478
11,0.01713734120130539,0.4194127321243286,0.0,0.0,0.5,0.0,0.0,0.2268437147140503,nan,nan,nan,nan,0.0018102762987837195
12,0.01713503710925579,0.4192558228969574,0.0,0.0,0.5,0.0,0.0,0.22676295042037964,nan,nan,nan,nan,0.0018096242565661669
13,0.01713278517127037,0.4190991520881653,0.0,0.0,0.5,0.0,0.0,0.2266823649406433,nan,nan,nan,nan,0.001809045672416687
14,0.01713058166205883,0.4189423620700836,0.0,0.0,0.5,0.0,0.0,0.2266017645597458,nan,nan,nan,nan,0.0018085044575855136
15,0.01712842471897602,0.4187856614589691,0.0,0.0,0.5,0.0,0.0,0.22652125358581543,nan,nan,nan,nan,0.001807940425351262
16,0.017126301303505898,0.4186287820339203,0.0,0.0,0.5,0.0,0.0,0.2264406979084015,0.0005949739716015756,0.023806367069482803,nan,nan,0.0018073581159114838
17,0.01712421514093876,0.4184718430042267,0.0,0.0,0.5,0.0,0.0,0.22636014223098755,nan,nan,nan,nan,0.0018068053759634495
18,0.017122169956564903,0.4183148443698883,0.0,0.0,0.5,0.0,0.0,0.2262795865535736,nan,nan,nan,nan,0.001806293148547411
19,0.01712016761302948,0.418157696723938,0.0,0.0,0.5,0.0,0.0,0.22619901597499847,nan,nan,nan,nan,0.0018057862762361765
20,0.017118198797106743,0.4180002808570862,0.0,0.0,0.5,0.0,0.0,0.22611834108829498,nan,nan,nan,nan,0.001805263920687139
21,0.017116257920861244,0.41784265637397766,0.0,0.0,0.5,0.0,0.0,0.22603759169578552,nan,nan,nan,nan,0.0018047529738396406
22,0.01711435057222843,0.4176848232746124,0.0,0.0,0.5,0.0,0.0,0.2259567677974701,nan,nan,nan,nan,0.0018042807932943106
23,0.017112471163272858,0.41752660274505615,0.0,0.0,0.5,0.0,0.0,0.22587576508522034,nan,nan,nan,nan,0.0018038315465673804
24,0.017110615968704224,0.4173680543899536,0.0,0.0,0.5,0.0,0.0,0.22579464316368103,0.0005445291171781719,0.023923933506011963,nan,nan,0.0018033806700259447
25,0.01710878498852253,0.4172092080116272,0.0,0.0,0.5,0.0,0.0,0.22571338713169098,nan,nan,nan,nan,0.0018029400380328298
26,0.017106972634792328,0.4170498549938202,0.0,0.0,0.5,0.0,0.0,0.22563189268112183,nan,nan,nan,nan,0.0018025421304628253
27,0.017105180770158768,0.4168901741504669,0.0,0.0,0.5,0.0,0.0,0.22555026412010193,nan,nan,nan,nan,0.0018021872965618968
28,0.017103401944041252,0.4167298972606659,0.0,0.0,0.5,0.0,0.0,0.22546835243701935,nan,nan,nan,nan,0.0018018350237980485
29,0.01710164174437523,0.41656920313835144,0.0,0.0,0.5,0.0,0.0,0.22538624703884125,nan,nan,nan,nan,0.0018014610977843404
30,0.017099888995289803,0.41640782356262207,0.0,0.0,0.5,0.0,0.0,0.2253037989139557,nan,nan,nan,nan,0.001801090664230287
31,0.017098145559430122,0.4162457585334778,0.0,0.0,0.5,0.0,0.0,0.22522102296352386,nan,nan,nan,nan,0.001800756435841322
32,0.01709640957415104,0.4160831868648529,0.0,0.0,0.5,0.0,0.0,0.22513800859451294,0.0005293406429700553,0.024202866479754448,nan,nan,0.0018004539888352156
33,0.017094679176807404,0.41591984033584595,0.0,0.0,0.5,0.0,0.0,0.22505459189414978,nan,nan,nan,nan,0.001800155034288764
34,0.017092952504754066,0.41575589776039124,0.0,0.0,0.5,0.0,0.0,0.22497090697288513,nan,nan,nan,nan,0.0017998531693592668
35,0.017091233283281326,0.41559112071990967,0.0,0.0,0.5,0.0,0.0,0.22488678991794586,nan,nan,nan,nan,0.0017995673697441816
36,0.017089515924453735,0.41542544960975647,0.0,0.0,0.5,0.0,0.0,0.22480224072933197,nan,nan,nan,nan,0.0017993043875321746
37,0.017087800428271294,0.4152589738368988,0.0,0.0,0.5,0.0,0.0,0.22471728920936584,nan,nan,nan,nan,0.0017990486230701208
38,0.017086084932088852,0.4150916039943695,0.0,0.0,0.5,0.0,0.0,0.2246318906545639,nan,nan,nan,nan,0.0017987891333177686
39,0.01708437129855156,0.4149233102798462,0.0,0.0,0.5,0.0,0.0,0.22454603016376495,nan,nan,nan,nan,0.0017985368613153696
40,0.017082657665014267,0.41475406289100647,0.0,0.0,0.5,0.0,0.0,0.2244596928358078,0.0005272651324048638,0.02462300844490528,nan,nan,0.0017983034485951066
41,0.017080942168831825,0.4145839512348175,0.0,0.0,0.5,0.0,0.0,0.22437292337417603,nan,nan,nan,nan,0.0017980837728828192
42,0.017079230397939682,0.4144127368927002,0.0,0.0,0.5,0.0,0.0,0.22428560256958008,nan,nan,nan,nan,0.0017978667747229338
