group_domain,group,curve_count,curve_mae_deg,mean_uncertainty_score,spearman_correlation,marginal_90_coverage,marginal_90_mean_width_deg
torque,torque_high,37,0.0011438672814682123,0.0012948491487260161,0.2584163110478899,0.9286977407094594,0.00728358582630156
torque,torque_low,25,0.0019111515259758486,0.0007247587279340586,0.28538461538461535,0.8498046875,0.0064336692655751
torque,torque_mid,35,0.001226822792546037,0.0007929221196358199,0.17927170868347342,0.8892857142857142,0.005718526415578279
speed,speed_high,24,0.002940904565743646,0.001256608264138295,-0.42,0.7214558919270834,0.006880952565957607
speed,speed_low,43,0.0006019070444378456,0.0008564316974773339,-0.18272425249169436,0.9816042877906976,0.006087648771087936
speed,speed_mid,30,0.0012192320938052162,0.0008931833185874444,0.10344827586206896,0.90693359375,0.006785702433933703
temperature,temperature_low,25,0.001007710740111184,0.0009455994724618355,0.6499999999999999,0.96798828125,0.006463011909131539
temperature,temperature_mid,72,0.0014978875944451635,0.0009741760288461371,-0.008135571419383885,0.8685031467013888,0.006512604639298424
support,supported_core,97,0.0013715533536374368,0.000966810936994513,0.15557279612876077,0.8941436452963918,0.006499823007812114
