group_domain,group,curve_count,curve_mae_deg,mean_uncertainty_score,spearman_correlation,marginal_90_coverage,marginal_90_mean_width_deg
torque,torque_high,37,0.0011438672814682123,0.9454594129168823,-0.15754406071253993,0.9251082136824325,0.007097424430152512
torque,torque_low,25,0.0019111515259758486,0.9338583982530969,0.270481517350368,0.85625,0.006781331103866489
torque,torque_mid,35,0.001226822792546037,0.9272544894083641,-0.1339306851285427,0.8943498883928571,0.0064804672442970515
speed,speed_high,24,0.002940904565743646,0.9387946698661388,-0.13575301516836882,0.7394816080729166,0.007042746685838645
speed,speed_low,43,0.0006019070444378456,0.9451736901762341,0.1051871888077226,0.9932776162790697,0.006878867217420409
speed,speed_mid,30,0.0012192320938052162,0.920294153639314,-0.02724396133335023,0.8826334635416667,0.006471237475116562
temperature,temperature_low,25,0.001007710740111184,1.0034091363784867,-0.31773883908830913,0.966953125,0.007258696535400483
temperature,temperature_mid,72,0.0014978875944451635,0.9124602354733702,0.01878536720784727,0.8717176649305556,0.006631762801079025
support,supported_core,97,0.0013715533536374368,0.9359006738509774,-0.027724780516768424,0.8962628865979382,0.006793343660440226
