epoch,curve_loss,spectral_loss,derivative_loss,weak_loss,active_spectral_weight,active_derivative_weight,active_weak_weight,total_loss,curve_gradient_norm,spectral_gradient_norm,derivative_gradient_norm,weak_gradient_norm,validation_curve_mae_deg
1,0.017483755946159363,3.4768476486206055,0.8980647921562195,0.0,0.5,0.1,0.0,1.8457139730453491,0.0027540249284356833,5.928849697113037,0.2046724408864975,nan,0.0018587677041068673
2,0.017481233924627304,3.4732441902160645,0.8978989124298096,0.0,0.5,0.1,0.0,1.8438931703567505,nan,nan,nan,nan,0.0018585935467854142
3,0.01747865416109562,3.4694318771362305,0.8977311849594116,0.0,0.5,0.1,0.0,1.8419678211212158,nan,nan,nan,nan,0.0018583429045975208
4,0.017476003617048264,3.4653234481811523,0.8975597023963928,0.0,0.5,0.1,0.0,1.8398936986923218,nan,nan,nan,nan,0.0018580355681478977
5,0.017473265528678894,3.4608824253082275,0.8973829746246338,0.0,0.5,0.1,0.0,1.8376526832580566,nan,nan,nan,nan,0.0018576870206743479
6,0.017470432445406914,3.456085681915283,0.897200345993042,0.0,0.5,0.1,0.0,1.8352333307266235,nan,nan,nan,nan,0.0018573211273178458
7,0.01746748574078083,3.450913429260254,0.8970108032226562,0.0,0.5,0.1,0.0,1.8326252698898315,nan,nan,nan,nan,0.001856960472650826
8,0.017464417964220047,3.445342779159546,0.8968136310577393,0.0,0.5,0.1,0.0,1.8298171758651733,0.0026952303014695644,6.011416912078857,0.1957215517759323,nan,0.0018566219368949533
9,0.01746121607720852,3.439352035522461,0.8966076970100403,0.0,0.5,0.1,0.0,1.8267979621887207,nan,nan,nan,nan,0.001856305985711515
10,0.0174578707665205,3.43292236328125,0.8963921666145325,0.0,0.5,0.1,0.0,1.8235582113265991,nan,nan,nan,nan,0.0018560023745521903
11,0.017454370856285095,3.4260332584381104,0.8961666226387024,0.0,0.5,0.1,0.0,1.8200876712799072,nan,nan,nan,nan,0.00185569713357836
12,0.017450710758566856,3.418663740158081,0.8959306478500366,0.0,0.5,0.1,0.0,1.8163756132125854,nan,nan,nan,nan,0.0018553745467215776
13,0.017446884885430336,3.410794973373413,0.8956839442253113,0.0,0.5,0.1,0.0,1.8124127388000488,nan,nan,nan,nan,0.0018550230888649821
14,0.017442893236875534,3.4024055004119873,0.8954265117645264,0.0,0.5,0.1,0.0,1.8081883192062378,nan,nan,nan,nan,0.0018546376377344131
15,0.017438724637031555,3.39347505569458,0.895158052444458,0.0,0.5,0.1,0.0,1.803692102432251,nan,nan,nan,nan,0.0018542212201282382
16,0.017434384673833847,3.383981943130493,0.8948789834976196,0.0,0.5,0.1,0.0,1.7989132404327393,0.0026021581143140793,6.237443447113037,0.18134230375289917,nan,0.0018537802388891578
17,0.01742987520992756,3.3739049434661865,0.8945894837379456,0.0,0.5,0.1,0.0,1.7938412427902222,nan,nan,nan,nan,0.0018533238908275962
18,0.017425186932086945,3.363222599029541,0.894290030002594,0.0,0.5,0.1,0.0,1.7884654998779297,nan,nan,nan,nan,0.0018528577638790011
19,0.0174203310161829,3.3519127368927,0.8939806818962097,0.0,0.5,0.1,0.0,1.7827746868133545,nan,nan,nan,nan,0.0018523867474868894
20,0.017415305599570274,3.3399548530578613,0.8936622738838196,0.0,0.5,0.1,0.0,1.7767589092254639,nan,nan,nan,nan,0.0018519131699576974
21,0.01741011068224907,3.3273260593414307,0.8933357000350952,0.0,0.5,0.1,0.0,1.770406723022461,nan,nan,nan,nan,0.0018514391267672181
22,0.017404761165380478,3.3140039443969727,0.8930015563964844,0.0,0.5,0.1,0.0,1.763706922531128,nan,nan,nan,nan,0.001850965665653348
23,0.01739925891160965,3.299966335296631,0.8926611542701721,0.0,0.5,0.1,0.0,1.7566485404968262,nan,nan,nan,nan,0.0018504925537854433
24,0.017393609508872032,3.2851898670196533,0.8923153281211853,0.0,0.5,0.1,0.0,1.7492200136184692,0.002434277441352606,6.630893707275391,0.15827630460262299,nan,0.0018500176956877112
25,0.017387831583619118,3.269650936126709,0.8919656872749329,0.0,0.5,0.1,0.0,1.7414098978042603,nan,nan,nan,nan,0.0018495414406061172
26,0.017381932586431503,3.2533252239227295,0.8916136026382446,0.0,0.5,0.1,0.0,1.7332059144973755,nan,nan,nan,nan,0.0018490646034479141
27,0.017375925555825233,3.2361903190612793,0.8912606835365295,0.0,0.5,0.1,0.0,1.7245972156524658,nan,nan,nan,nan,0.0018485873006284237
28,0.017369825392961502,3.2182209491729736,0.8909078240394592,0.0,0.5,0.1,0.0,1.7155711650848389,nan,nan,nan,nan,0.0018481113947927952
29,0.017363645136356354,3.1993961334228516,0.8905564546585083,0.0,0.5,0.1,0.0,1.7061173915863037,nan,nan,nan,nan,0.001847637933678925
30,0.017357395961880684,3.179694175720215,0.8902075886726379,0.0,0.5,0.1,0.0,1.6962251663208008,nan,nan,nan,nan,0.0018471652874723077
31,0.017351089045405388,3.159092903137207,0.8898617625236511,0.0,0.5,0.1,0.0,1.685883641242981,nan,nan,nan,nan,0.0018466934561729431
32,0.01734473556280136,3.137576103210449,0.8895195126533508,0.0,0.5,0.1,0.0,1.6750847101211548,0.0021544138435274363,7.218508720397949,0.13341893255710602,nan,0.0018462209263816476
33,0.017338348552584648,3.1151273250579834,0.8891810178756714,0.0,0.5,0.1,0.0,1.6638201475143433,nan,nan,nan,nan,0.0018457435071468353
34,0.017331941053271294,3.0917317867279053,0.8888469338417053,0.0,0.5,0.1,0.0,1.6520825624465942,nan,nan,nan,nan,0.0018452608492225409
35,0.01732552982866764,3.0673789978027344,0.8885176777839661,0.0,0.5,0.1,0.0,1.639866828918457,nan,nan,nan,nan,0.0018447749316692352
