candidate_id,candidate_family,candidate_kind,curve_count,curve_mae_deg,curve_mae_p95_deg,curve_rmse_deg,centered_curve_mae_deg,absolute_curve_mean_error_deg,peak_to_peak_abs_error_deg,peak_to_peak_error_pct,derivative_error,derivative_error_unit,closure_mismatch_deg,harmonic_amplitude_error,harmonic_amplitude_error_unit,harmonic_phase_error,harmonic_phase_error_unit,metric_contract
PF_A_LOCAL_QUADRATIC,polynomial_fourier,analytical_anchor,97,0.0018070841658319636,0.003941586605841925,0.002119728904142692,0.0013848160711092954,0.0009650903815303466,0.004693234043519542,,0.000938593057749118,degree_per_sample_mae,0.000300207428333873,0.0001944219022189958,degree_mae,0.34930147307479886,radian_mae,phase1_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,periodic_mlp_harmonic,accepted_harmonic_mlp,97,0.001694,0.0040978,0.0020076288659793815,0.001390,0.000825,,11.801784,0.014963,degree_per_degree_rmse,0.000881,15.380051,percent,13.591649,degree,cvp1.2_full_resolution_degree
accepted_periodic_gru_sequence_Fw,periodic_gru_sequence,accepted_sequence_gru,97,0.001618,0.0038170000000000005,0.0019305773195876287,0.001382,0.000690,,8.443678,0.014968,degree_per_degree_rmse,0.000892,19.236860,percent,12.165789,degree,cvp1.2_full_resolution_degree
