candidate_id,direction,input_speed_rpm,output_torque_nm,oil_temperature_deg_c,curve_mae_deg,curve_rmse_deg,centered_curve_mae_deg,absolute_curve_mean_error_deg,metric_contract
PF_A_LOCAL_QUADRATIC,Fw,1300.0,300.0,25.0,0.003145168339364717,0.0034477453279280344,0.0011827441866239293,0.0031415933904320424,phase1_full_resolution_degree
PF_A_LOCAL_QUADRATIC,Fw,1300.0,300.0,35.0,0.0015920111625803465,0.001904735161376798,0.0010351710156853236,0.0014325597079562907,phase1_full_resolution_degree
PF_A_LOCAL_QUADRATIC,Fw,1300.0,1100.0,35.0,0.0013048071626949596,0.0016147483013691751,0.0009991370639012291,0.001009941295999281,phase1_full_resolution_degree
PF_A_LOCAL_QUADRATIC,Fw,1400.0,300.0,25.0,0.0024347194137551167,0.0029472375495140876,0.00160046301573035,0.0022624061021479583,phase1_full_resolution_degree
PF_A_LOCAL_QUADRATIC,Fw,1400.0,600.0,25.0,0.0018746129274830907,0.0022868226934986825,0.0013474799879122324,0.001627397068709388,phase1_full_resolution_degree
PF_A_LOCAL_QUADRATIC,Fw,1400.0,800.0,25.0,0.0021487183088387597,0.0026466287065597355,0.0018645204188610103,0.0014950644285880305,phase1_full_resolution_degree
PF_A_LOCAL_QUADRATIC,Fw,1400.0,900.0,30.0,0.0015154092226322864,0.00184945846417437,0.0013529552814552136,0.0009111346432812278,phase1_full_resolution_degree
PF_A_LOCAL_QUADRATIC,Fw,1500.0,200.0,30.0,0.002079205353544658,0.0024363136365301665,0.0011503821791078092,0.00199829891728048,phase1_full_resolution_degree
PF_A_LOCAL_QUADRATIC,Fw,1500.0,300.0,25.0,0.0032219899546462594,0.003532737172867261,0.0012042691935110553,0.003205594902955952,phase1_full_resolution_degree
PF_A_LOCAL_QUADRATIC,Fw,1500.0,800.0,30.0,0.0014112732807912284,0.0017317459754852122,0.0013355092409540457,0.0006263812102733912,phase1_full_resolution_degree
PF_A_LOCAL_QUADRATIC,Fw,1500.0,1400.0,35.0,0.001890870503949328,0.002303786578585004,0.0014408762995147262,0.0015173380051362317,phase1_full_resolution_degree
PF_A_LOCAL_QUADRATIC,Fw,1600.0,0.0,25.0,0.003179792442405264,0.003928926848093056,0.0026475843393756714,0.0025170263469420154,phase1_full_resolution_degree
PF_A_LOCAL_QUADRATIC,Fw,1600.0,0.0,30.0,0.0022595083108267397,0.0026378720132495164,0.0022419417768074785,0.0003455416049882101,phase1_full_resolution_degree
PF_A_LOCAL_QUADRATIC,Fw,1600.0,600.0,35.0,0.005058745353535292,0.005667565334966388,0.005056189479760936,0.0002363112336540435,phase1_full_resolution_degree
PF_A_LOCAL_QUADRATIC,Fw,1600.0,1600.0,30.0,0.009351176961233169,0.010551003899336168,0.00931182033437027,0.0014447656730432745,phase1_full_resolution_degree
PF_A_LOCAL_QUADRATIC,Fw,1600.0,1700.0,35.0,0.00930401888749653,0.010459195214701443,0.009298737207365293,0.0004850075174995805,phase1_full_resolution_degree
PF_A_LOCAL_QUADRATIC,Fw,1700.0,200.0,30.0,0.002598823926171028,0.0032191757118532676,0.0024501065175261258,0.0011382149386027045,phase1_full_resolution_degree
PF_A_LOCAL_QUADRATIC,Fw,1700.0,400.0,30.0,0.0034876092050047285,0.004211589414424541,0.003393892831791555,0.0011203022227184306,phase1_full_resolution_degree
PF_A_LOCAL_QUADRATIC,Fw,1700.0,500.0,35.0,0.0036600179644986023,0.004461286153184346,0.0036178497380422578,0.0008176891675029246,phase1_full_resolution_degree
PF_A_LOCAL_QUADRATIC,Fw,1700.0,800.0,30.0,0.004069326919902493,0.005007002662571322,0.003923216435228912,0.0014097426862890242,phase1_full_resolution_degree
PF_A_LOCAL_QUADRATIC,Fw,1700.0,1200.0,25.0,0.001263219755564103,0.001559907332904002,0.001019484525027753,0.0008785273688779321,phase1_full_resolution_degree
