epoch,curve_loss,mean_loss,shape_loss,compliance_loss,total_loss,effective_compliance_weight,raw_compliance_gradient_cosine,mean_compliance_gradient_cosine,shape_compliance_gradient_cosine,compliance_gradient_norm,derivative_mean_deg_per_nm,derivative_negative_fraction,validation_curve_mae_deg
1,0.01716289296746254,0.009403846226632595,0.010340074077248573,1630.14599609375,163.0366973876953,0.1,0.14254508912563324,0.14137257635593414,0.02849094569683075,731.7731323242188,-3.502648837638844e-08,0.5896296501159668,0.0018222309881821275
2,0.017165087163448334,0.0094053465873003,0.010341179557144642,1625.1490478515625,162.53700256347656,0.1,-0.5275774598121643,-0.5131228566169739,-0.24900028109550476,729.84619140625,2.003180732401688e-08,0.4444444477558136,0.0018274362664669752
3,0.017173869535326958,0.009412091225385666,0.010345065966248512,1620.16943359375,162.0390625,0.1,-0.7050193548202515,-0.790360152721405,-0.2757517099380493,729.01904296875,7.498545784301314e-08,0.3288888931274414,0.0018332486506551504
4,0.01718875952064991,0.009424043819308281,0.010351288132369518,1615.208984375,161.54302978515625,0.1,-0.7618726491928101,-0.884976863861084,-0.28180813789367676,729.3004760742188,1.2981271879652923e-07,0.26814815402030945,0.0018396455561742187
5,0.017209576442837715,0.009441163390874863,0.010359682142734528,1610.2685546875,161.04901123046875,0.1,-0.7878724336624146,-0.9242179989814758,-0.28278613090515137,730.689208984375,1.845010189072127e-07,0.22518518567085266,0.0018466360634192824
6,0.017236212268471718,0.009463414549827576,0.010370174422860146,1605.3492431640625,160.55712890625,0.1,-0.8024102449417114,-0.9438520669937134,-0.2813297510147095,733.16845703125,2.3904186718937126e-07,0.18666666746139526,0.0018541731406003237
7,0.01726859249174595,0.009490763768553734,0.01038271188735962,1600.4512939453125,160.06736755371094,0.1,-0.8115628361701965,-0.9551355838775635,-0.278273344039917,736.7095336914062,2.934242502306006e-07,0.1644444465637207,0.0018622238421812654
8,0.017306629568338394,0.009523174725472927,0.010397234000265598,1595.5755615234375,159.57984924316406,0.1,-0.8178253769874573,-0.9623424410820007,-0.27401021122932434,741.2799072265625,3.4763840517371136e-07,0.145185187458992,0.0018707598792389035
9,0.017350222915410995,0.009560606442391872,0.010413669049739838,1590.7225341796875,159.09458923339844,0.1,-0.822424054145813,-0.9673585295677185,-0.2687891125679016,746.8430786132812,4.016790455807495e-07,0.12888889014720917,0.0018797599477693439
10,0.01739925891160965,0.009603024460375309,0.010431928560137749,1585.89208984375,158.61163330078125,0.1,-0.8260177969932556,-0.9711114764213562,-0.2627984285354614,753.35546875,4.555448924747907e-07,0.11259259283542633,0.0018891919171437621
11,0.017453612759709358,0.00965039897710085,0.010451911948621273,1581.083740234375,158.130859375,0.1,-0.8289839029312134,-0.9740979075431824,-0.25619611144065857,760.7659912109375,5.092369974590838e-07,0.09481481462717056,0.0018990285461768508
12,0.017513159662485123,0.009702692739665508,0.010473515838384628,1576.297607421875,157.65231323242188,0.1,-0.8315542936325073,-0.9766007661819458,-0.2491178661584854,769.0162963867188,5.627571226796135e-07,0.07999999821186066,0.0019092402653768659
13,0.0175777580589056,0.009759875945746899,0.010496625676751137,1571.5330810546875,157.1759490966797,0.1,-0.8338811993598938,-0.9787849187850952,-0.24168185889720917,778.0428466796875,6.16107058704074e-07,0.06962963193655014,0.0019198065856471658
14,0.017647258937358856,0.009821925312280655,0.010521109215915203,1566.7899169921875,156.7017364501953,0.1,-0.8360717296600342,-0.9807432293891907,-0.23399324715137482,787.777099609375,6.69288510835031e-07,0.051851850003004074,0.0019306738395243883
15,0.01772151328623295,0.00988882128149271,0.010546828620135784,1562.06787109375,156.2296142578125,0.1,-0.8381981253623962,-0.9825212955474854,-0.22614549100399017,798.1480102539062,7.223025022540241e-07,0.04444444552063942,0.0019418169977143407
16,0.01780036650598049,0.009960556402802467,0.010573633946478367,1557.3671875,155.75965881347656,0.1,-0.8403089046478271,-0.9841396808624268,-0.21822121739387512,809.0824584960938,7.751496013952419e-07,0.028148148208856583,0.001953219762071967
