angular_position_deg,measured_te_deg,predicted_te_deg,residual_te_deg,speed_rpm,torque_nm,oil_temperature_deg,direction_label,direction_flag
0.3080572485923767,-0.05890250578522682,-0.0573468878865242,0.0015556178987026215,1000.0028181666462,-1600.27837753296,25.67,forward,1.0
0.3265509009361267,-0.058667778968811035,-0.05728362500667572,0.001384153962135315,1000.0028181666462,-1600.27837753296,25.67,forward,1.0
0.34504055976867676,-0.05845959484577179,-0.05722246319055557,0.001237131655216217,1000.0028181666462,-1600.27837753296,25.67,forward,1.0
0.36353951692581177,-0.05831318348646164,-0.05714455246925354,0.0011686310172080994,1000.0028181666462,-1600.27837753296,25.67,forward,1.0
0.382040411233902,-0.05827496945858002,-0.05710837244987488,0.0011665970087051392,1000.0028181666462,-1600.27837753296,25.67,forward,1.0
0.400542676448822,-0.05820528417825699,-0.05711572617292404,0.0010895580053329468,1000.0028181666462,-1600.27837753296,25.67,forward,1.0
0.41905924677848816,-0.05801665782928467,-0.05711843818426132,0.000898219645023346,1000.0028181666462,-1600.27837753296,25.67,forward,1.0
0.4375891089439392,-0.058026932179927826,-0.05712175369262695,0.0009051784873008728,1000.0028181666462,-1600.27837753296,25.67,forward,1.0
0.45612040162086487,-0.05814839154481888,-0.0571199432015419,0.0010284483432769775,1000.0028181666462,-1600.27837753296,25.67,forward,1.0
0.4746433198451996,-0.058338671922683716,-0.05711051821708679,0.0012281537055969238,1000.0028181666462,-1600.27837753296,25.67,forward,1.0
0.493143767118454,-0.05837537720799446,-0.05711258202791214,0.0012627951800823212,1000.0028181666462,-1600.27837753296,25.67,forward,1.0
0.5116304755210876,-0.058277714997529984,-0.05713167041540146,0.0011460445821285248,1000.0028181666462,-1600.27837753296,25.67,forward,1.0
0.5301090478897095,-0.058202460408210754,-0.057156696915626526,0.0010457634925842285,1000.0028181666462,-1600.27837753296,25.67,forward,1.0
0.5485880970954895,-0.058095868676900864,-0.05718433856964111,0.0009115301072597504,1000.0028181666462,-1600.27837753296,25.67,forward,1.0
0.567075252532959,-0.05783677473664284,-0.057210467755794525,0.0006263069808483124,1000.0028181666462,-1600.27837753296,25.67,forward,1.0
0.5855793356895447,-0.05750931426882744,-0.057247988879680634,0.0002613253891468048,1000.0028181666462,-1600.27837753296,25.67,forward,1.0
0.6040905714035034,-0.05738220363855362,-0.05727946758270264,0.00010273605585098267,1000.0028181666462,-1600.27837753296,25.67,forward,1.0
0.6226140260696411,-0.057603757828474045,-0.057307563722133636,0.0002961941063404083,1000.0028181666462,-1600.27837753296,25.67,forward,1.0
0.6411387324333191,-0.05789850652217865,-0.05735522508621216,0.0005432814359664917,1000.0028181666462,-1600.27837753296,25.67,forward,1.0
0.6596693992614746,-0.05813701078295708,-0.05742308497428894,0.0007139258086681366,1000.0028181666462,-1600.27837753296,25.67,forward,1.0
0.6782116293907166,-0.0582837238907814,-0.057499900460243225,0.0007838234305381775,1000.0028181666462,-1600.27837753296,25.67,forward,1.0
0.6967447400093079,-0.058405425399541855,-0.05757373571395874,0.0008316896855831146,1000.0028181666462,-1600.27837753296,25.67,forward,1.0
