angular_position_deg,measured_te_deg,predicted_te_deg,residual_te_deg,speed_rpm,torque_nm,oil_temperature_deg,direction_label,direction_flag
0.3099094331264496,-0.004187209531664848,-0.002618543803691864,0.0015686657279729843,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.32842332124710083,-0.003808441571891308,-0.0026032114401459694,0.0012052301317453384,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.3469352126121521,-0.0035548715386539698,-0.0025954153388738632,0.0009594561997801065,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.36544081568717957,-0.0035242962185293436,-0.0025985557585954666,0.000925740459933877,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.38394394516944885,-0.003740620566532016,-0.002592219039797783,0.001148401526734233,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.40244656801223755,-0.0040519204922020435,-0.002571951597929001,0.0014799688942730427,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.4209497272968292,-0.004151349421590567,-0.002554474398493767,0.0015968750230967999,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.4394533932209015,-0.004050629213452339,-0.0025300420820713043,0.0015205871313810349,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.45795804262161255,-0.0037482285406440496,-0.0025016479194164276,0.001246580621227622,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.4764625132083893,-0.0033703630324453115,-0.002486487850546837,0.0008838751818984747,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.49497607350349426,-0.0031200358644127846,-0.002492925152182579,0.0006271107122302055,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.5134872198104858,-0.0031318047549575567,-0.0024955524131655693,0.0006362523417919874,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.5319986343383789,-0.0033313436433672905,-0.002493923529982567,0.0008374201133847237,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.550507128238678,-0.0035651428624987602,-0.0024985847994685173,0.001066558063030243,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.5690171122550964,-0.0036589549854397774,-0.002539808861911297,0.0011191461235284805,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.5875281691551208,-0.0035983300767838955,-0.002546406351029873,0.0010519237257540226,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.6060386896133423,-0.0033288756385445595,-0.002555510029196739,0.0007733656093478203,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.6245492100715637,-0.003033920656889677,-0.0025688661262392998,0.0004650545306503773,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.6430619955062866,-0.0029539656825363636,-0.0025814231485128403,0.00037254253402352333,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.6615796685218811,-0.0030479009728878736,-0.002598891966044903,0.00044900900684297085,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.6800962686538696,-0.0034052326809614897,-0.0025978516787290573,0.0008073810022324324,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.698615550994873,-0.0038593311328440905,-0.002595670521259308,0.0012636606115847826,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.7171403169631958,-0.004045920446515083,-0.00262321624904871,0.0014227041974663734,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.7356631755828857,-0.003950522281229496,-0.002652381546795368,0.0012981407344341278,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.7541878819465637,-0.0036538741551339626,-0.00266106054186821,0.0009928136132657528,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.7727134823799133,-0.003322152653709054,-0.0026846015825867653,0.0006375510711222887,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.7912410497665405,-0.003172494238242507,-0.0027198046445846558,0.0004526895936578512,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.8097633123397827,-0.003318341448903084,-0.002765209414064884,0.0005531320348381996,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.828283965587616,-0.003626882331445813,-0.002802077680826187,0.000824804650619626,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.846800684928894,-0.00402898108586669,-0.002852373756468296,0.0011766073293983936,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.8653197884559631,-0.00436078617349267,-0.002904553897678852,0.001456232275813818,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.8838438391685486,-0.004429990891367197,-0.0029351869598031044,0.0014948039315640926,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.9023708701133728,-0.004247806500643492,-0.002994905225932598,0.0012529012747108936,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.9209059476852417,-0.004005583934485912,-0.003017015755176544,0.0009885681793093681,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.9394391775131226,-0.003823362523689866,-0.0030589858070015907,0.0007643767166882753,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.9579708576202393,-0.0038025330286473036,-0.0031077582389116287,0.0006947747897356749,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.9765037298202515,-0.004020396154373884,-0.003111736848950386,0.0009086593054234982,999.9933466349012,-1.11520290374756,24.91,forward,1.0
0.9950355887413025,-0.004321754444390535,-0.0031468933448195457,0.0011748610995709896,999.9933466349012,-1.11520290374756,24.91,forward,1.0
1.0135626792907715,-0.004549052100628614,-0.003205535002052784,0.0013435170985758305,999.9933466349012,-1.11520290374756,24.91,forward,1.0
1.0320863723754883,-0.0045548551715910435,-0.003284386359155178,0.0012704688124358654,999.9933466349012,-1.11520290374756,24.91,forward,1.0
1.0506104230880737,-0.004360017366707325,-0.003342803567647934,0.001017213799059391,999.9933466349012,-1.11520290374756,24.91,forward,1.0
1.0691310167312622,-0.004109337460249662,-0.0034002279862761497,0.0007091094739735126,999.9933466349012,-1.11520290374756,24.91,forward,1.0
1.087643027305603,-0.00392612349241972,-0.0034694699570536613,0.00045665353536605835,999.9933466349012,-1.11520290374756,24.91,forward,1.0
1.1061540842056274,-0.003952521365135908,-0.0035253996029496193,0.00042712176218628883,999.9933466349012,-1.11520290374756,24.91,forward,1.0
1.1246658563613892,-0.004223812371492386,-0.00356283038854599,0.0006609819829463959,999.9933466349012,-1.11520290374756,24.91,forward,1.0
1.1431775093078613,-0.004547604359686375,-0.0035813702270388603,0.0009662341326475143,999.9933466349012,-1.11520290374756,24.91,forward,1.0
1.1616920232772827,-0.0047889226116240025,-0.0036292122676968575,0.001159710343927145,999.9933466349012,-1.11520290374756,24.91,forward,1.0
1.180206298828125,-0.004777098074555397,-0.0036744680255651474,0.0011026300489902496,999.9933466349012,-1.11520290374756,24.91,forward,1.0
1.1987205743789673,-0.004553823731839657,-0.003717821091413498,0.0008360026404261589,999.9933466349012,-1.11520290374756,24.91,forward,1.0
1.2172300815582275,-0.0042129987850785255,-0.0037766676396131516,0.000436331145465374,999.9933466349012,-1.11520290374756,24.91,forward,1.0
1.235740065574646,-0.003858263371512294,-0.0038510309532284737,7.232418283820152e-06,999.9933466349012,-1.11520290374756,24.91,forward,1.0
1.2542498111724854,-0.003656529588624835,-0.003935909830033779,-0.00027938024140894413,999.9933466349012,-1.11520290374756,24.91,forward,1.0
1.2727582454681396,-0.003789840964600444,-0.004007828421890736,-0.00021798745729029179,999.9933466349012,-1.11520290374756,24.91,forward,1.0
1.2912731170654297,-0.0041742329485714436,-0.004073763266205788,0.0001004696823656559,999.9933466349012,-1.11520290374756,24.91,forward,1.0
1.3097879886627197,-0.004652438219636679,-0.004155938513576984,0.0004964997060596943,999.9933466349012,-1.11520290374756,24.91,forward,1.0
1.32830011844635,-0.004922707099467516,-0.00420740433037281,0.0007153027690947056,999.9933466349012,-1.11520290374756,24.91,forward,1.0
1.3468132019042969,-0.004912369418889284,-0.004244965501129627,0.0006674039177596569,999.9933466349012,-1.11520290374756,24.91,forward,1.0
1.3653254508972168,-0.004692993126809597,-0.004253983497619629,0.0004390096291899681,999.9933466349012,-1.11520290374756,24.91,forward,1.0
1.3838411569595337,-0.004491670057177544,-0.004281294532120228,0.00021037552505731583,999.9933466349012,-1.11520290374756,24.91,forward,1.0
1.402358889579773,-0.004439522512257099,-0.004313240759074688,0.0001262817531824112,999.9933466349012,-1.11520290374756,24.91,forward,1.0
1.4208770990371704,-0.0046477848663926125,-0.004338130354881287,0.00030965451151132584,999.9933466349012,-1.11520290374756,24.91,forward,1.0
1.4393996000289917,-0.004909974988549948,-0.0043863095343112946,0.0005236654542386532,999.9933466349012,-1.11520290374756,24.91,forward,1.0
1.4579260349273682,-0.005168036092072725,-0.004449291154742241,0.0007187449373304844,999.9933466349012,-1.11520290374756,24.91,forward,1.0
1.4764509201049805,-0.0052859848365187645,-0.004510760307312012,0.0007752245292067528,999.9933466349012,-1.11520290374756,24.91,forward,1.0
1.494970440864563,-0.005147702991962433,-0.004546185024082661,0.0006015179678797722,999.9933466349012,-1.11520290374756,24.91,forward,1.0
1.5134896039962769,-0.004872659686952829,-0.004567530006170273,0.00030512968078255653,999.9933466349012,-1.11520290374756,24.91,forward,1.0
