group_id,canonical_candidate_id,legacy_candidate_id,canonical_candidate_family,legacy_candidate_family,canonical_candidate_source_label,legacy_candidate_source_label,candidate_surface,direction_scope,curve_mae_deg,curve_rmse_deg,mean_percentage_error_pct,p95_mean_percentage_error_pct,collage_path
auto_backward_accepted_non_pinn_incumbent,accepted_periodic_gru_sequence_bw,accepted_periodic_gru_sequence_Bw,periodic_gru_sequence,periodic_gru_sequence,accepted_non_pinn_incumbent,accepted_non_pinn_incumbent,Bw,backward,0.001837043,0.002196454,3.494408829,8.824289289,output\analysis\wave_5_2r\offline_leader_cross_surface_track2\visual_collages\2026-07-31-13-36-13__track2_best_model_collage_report\collages\auto_backward_accepted_non_pinn_incumbent\accepted_periodic_gru_sequence_bw.png
auto_backward_accepted_non_pinn_incumbent,accepted_periodic_mlp_harmonic_bw,accepted_periodic_mlp_harmonic_Bw,periodic_mlp_harmonic,periodic_mlp_harmonic,accepted_non_pinn_incumbent,accepted_non_pinn_incumbent,Bw,backward,0.001912112,0.002263345,3.581163376,9.741981950,output\analysis\wave_5_2r\offline_leader_cross_surface_track2\visual_collages\2026-07-31-13-36-13__track2_best_model_collage_report\collages\auto_backward_accepted_non_pinn_incumbent\accepted_periodic_mlp_harmonic_bw.png
auto_backward_wave52r_offline_leader_cross_surface_promotion,wave52r_promotion_k01_bw_seed_271828,wave52r_promotion_k01_bw_seed_271828,wave52r_promotion_k01,wave52r_promotion_k01,wave52r_offline_leader_cross_surface_promotion,wave52r_offline_leader_cross_surface_promotion,Bw,backward,0.001586759,0.001873338,3.018481730,7.899864753,output\analysis\wave_5_2r\offline_leader_cross_surface_track2\visual_collages\2026-07-31-13-36-13__track2_best_model_collage_report\collages\auto_backward_wave52r_offline_leader_cross_surface_promotion\wave52r_promotion_k01_bw_seed_271828.png
auto_backward_wave52r_offline_leader_cross_surface_promotion,wave52r_promotion_h08_bw_seed_161803,wave52r_promotion_h08_bw_seed_161803,wave52r_promotion_h08,wave52r_promotion_h08,wave52r_offline_leader_cross_surface_promotion,wave52r_offline_leader_cross_surface_promotion,Bw,backward,0.001932724,0.002286909,3.709500368,9.030331494,output\analysis\wave_5_2r\offline_leader_cross_surface_track2\visual_collages\2026-07-31-13-36-13__track2_best_model_collage_report\collages\auto_backward_wave52r_offline_leader_cross_surface_promotion\wave52r_promotion_h08_bw_seed_161803.png
